epoch,optimizer,train_loss,test_loss,train_accuracy,test_accuracy
1,sgd,0.540819745984,0.518192066174,0.8635,0.871
2,sgd,0.425413694443,0.417849769244,0.8835,0.885
3,sgd,0.38194969331,0.383622424329,0.8965,0.896
4,sgd,0.352550807433,0.356540907487,0.9045,0.9
5,sgd,0.332223614238,0.343441842626,0.90875,0.902
6,sgd,0.311861008775,0.329716743759,0.91375,0.909
7,sgd,0.303891026773,0.329149629699,0.9135,0.907
8,sgd,0.295826436925,0.335403247058,0.91725,0.905
9,sgd,0.282432358246,0.323959930947,0.92075,0.913
10,sgd,0.276032297607,0.316331753404,0.91925,0.906
11,sgd,0.265402972168,0.308868863598,0.9225,0.921
12,sgd,0.258492646366,0.306908575928,0.923,0.913
1,heavy_ball,0.381425719519,0.390688271113,0.8785,0.881
2,heavy_ball,0.3308649109,0.368506768319,0.9005,0.883
3,heavy_ball,0.293462962368,0.340846911801,0.9125,0.892
4,heavy_ball,0.269389005897,0.321800549242,0.9185,0.911
5,heavy_ball,0.245490464018,0.309447587374,0.93025,0.908
6,heavy_ball,0.241219542377,0.325150211894,0.92925,0.906
7,heavy_ball,0.221167919968,0.311872272039,0.935,0.905
8,heavy_ball,0.216564481582,0.31810311428,0.93675,0.907
9,heavy_ball,0.219040311614,0.339666588474,0.93675,0.902
10,heavy_ball,0.200440939666,0.311414228084,0.94125,0.905
11,heavy_ball,0.194885930282,0.314972327756,0.94325,0.902
12,heavy_ball,0.184797033058,0.3079513061,0.94925,0.914
1,nesterov,0.381077668025,0.384026990854,0.88725,0.893
2,nesterov,0.322815211901,0.348855295347,0.90725,0.895
3,nesterov,0.289783565611,0.329911405989,0.915,0.901
4,nesterov,0.270187273751,0.315834298752,0.92025,0.914
5,nesterov,0.251623987559,0.306801127997,0.9285,0.905
6,nesterov,0.234041078412,0.303489395598,0.9315,0.915
7,nesterov,0.223635788796,0.30425461912,0.9395,0.907
8,nesterov,0.219232505406,0.312847668747,0.93775,0.903
9,nesterov,0.212115362681,0.3185661322,0.9405,0.91
10,nesterov,0.205291060584,0.308790572335,0.9385,0.908
11,nesterov,0.196308488504,0.30435065428,0.944,0.906
12,nesterov,0.18903639178,0.302872674063,0.948,0.913
1,adamw,0.390162754538,0.404307693755,0.885,0.889
2,adamw,0.311637745384,0.353031968832,0.913,0.897
3,adamw,0.27408801918,0.32971827445,0.9225,0.904
4,adamw,0.259807159465,0.319877790743,0.92275,0.903
5,adamw,0.231827735606,0.307589541556,0.931,0.904
6,adamw,0.206564784075,0.310536377157,0.94,0.903
7,adamw,0.187851077869,0.299160030243,0.94975,0.915
8,adamw,0.184995733241,0.306885209553,0.94875,0.911
9,adamw,0.194997282119,0.335669078116,0.94475,0.9
10,adamw,0.173506442087,0.313797546456,0.94875,0.903
11,adamw,0.16440944321,0.317156166501,0.9515,0.898
12,adamw,0.158446024658,0.311512644498,0.95675,0.909
1,entropy_descent,0.426603508227,0.420033704563,0.873,0.87
2,entropy_descent,0.384062311753,0.413833636004,0.87825,0.877
3,entropy_descent,0.912328350239,1.07547623405,0.82025,0.803
4,entropy_descent,0.37195220189,0.462058808804,0.88175,0.841
5,entropy_descent,0.332638667455,0.432446751986,0.89625,0.874
6,entropy_descent,0.241528444046,0.33640927614,0.923,0.898
7,entropy_descent,0.233628450035,0.340442585126,0.9305,0.896
8,entropy_descent,0.228292735788,0.361620628668,0.931,0.89
9,entropy_descent,0.217168478208,0.356332132807,0.932,0.896
10,entropy_descent,0.282536658785,0.435008691736,0.908,0.873
11,entropy_descent,0.197207092455,0.340492669134,0.93975,0.901
12,entropy_descent,0.205203909611,0.340615742458,0.9395,0.903
1,hamiltonian_geometric,0.45364779513,0.442927002149,0.86425,0.87
2,hamiltonian_geometric,0.367149775895,0.376158878074,0.893,0.886
3,hamiltonian_geometric,0.33384856008,0.354174658676,0.90225,0.893
4,hamiltonian_geometric,0.3157069621,0.335186745975,0.909,0.909
5,hamiltonian_geometric,0.299453911859,0.327181045959,0.91125,0.902
6,hamiltonian_geometric,0.27532831194,0.315947168139,0.919,0.91
7,hamiltonian_geometric,0.261930839648,0.307892257768,0.9265,0.913
8,hamiltonian_geometric,0.260653759253,0.321791999911,0.9265,0.909
9,hamiltonian_geometric,0.245803034664,0.312885610943,0.93,0.914
10,hamiltonian_geometric,0.250045867532,0.318210428969,0.9275,0.906
11,hamiltonian_geometric,0.232943282212,0.301733154602,0.931,0.908
12,hamiltonian_geometric,0.226491976503,0.300488973265,0.93425,0.912
