study,seed,metric,configuration,geometric,memory,spectral,steps_requested,steps_completed,initial_loss,final_loss,best_loss,diverged,runtime_s,mean_geometric_force,mean_memory_force,mean_spectral_force
architecture,0,hessian,G1M0S0,1,0,0,300,300,-0.2736013066981515,-19.391270026592945,-19.39127002659295,0,0.2254174999980023,0.09440351793496542,0.0,0.0
architecture,0,hessian,G1M0S1,1,0,1,300,300,-0.2736013066981515,-19.391268244207446,-19.391268244204003,0,0.4161984999955166,0.10318538233393718,0.0,0.005597829661071287
architecture,0,hessian,G1M1S0,1,1,0,300,300,-0.2736013066981515,-19.39127002659295,-19.391270026592967,0,0.2646799999929499,0.1996786330282489,0.05210381336142197,0.0
architecture,0,hessian,G1M1S1,1,1,1,300,300,-0.2736013066981515,-19.391268639559538,-19.391268639559513,0,0.4183597000082955,0.20631694589570906,0.05298426175235612,0.005803321360649895
architecture,1,control,G0M0S0,0,0,0,300,300,-2.399810151985944,-33.19871799142564,-33.19871799010237,0,0.09045380000316072,0.0,0.0,0.0
architecture,1,control,G0M0S1,0,0,1,300,300,-2.399810151985944,-33.19871787481898,-33.19871787453521,0,0.32585809999727644,0.0,0.0,0.0013940293133615127
architecture,1,control,G0M1S0,0,1,0,300,300,-2.399810151985944,-33.19871800501511,-33.19871800500785,0,0.07672529999399558,0.0,0.26483271079271925,0.0
architecture,1,control,G0M1S1,0,1,1,300,300,-2.399810151985944,-33.198717898632566,-33.19871790356933,0,0.37268019998737145,0.0,0.2648446153364458,0.0014045529444625374
architecture,1,control,G1M0S0,1,0,0,300,300,-2.399810151985944,-33.19871799209868,-33.19871799084106,0,0.2949025999987498,0.025306084111386677,0.0,0.0
architecture,1,control,G1M0S1,1,0,1,300,300,-2.399810151985944,-33.19871787493949,-33.198717874694445,0,0.49800010000762995,0.02529977132245438,0.0,0.0013935598509215745
architecture,1,control,G1M1S0,1,1,0,300,300,-2.399810151985944,-33.198718005018804,-33.19871800501197,0,0.25789009999425616,0.02837721351554495,0.26279158140639947,0.0
architecture,1,control,G1M1S1,1,1,1,300,300,-2.399810151985944,-33.19871789860034,-33.198717903564486,0,0.4956032000045525,0.02837096824480251,0.262803876833026,0.001404121011976067
architecture,1,hessian,G0M0S0,0,0,0,300,300,-2.399810151985944,-33.198718005076955,-33.198718005076955,0,0.09239059999526944,0.0,0.0,0.0
architecture,1,hessian,G0M0S1,0,0,1,300,300,-2.399810151985944,-33.19871743095079,-33.198717430947724,0,0.3008795000059763,0.0,0.0,0.0035759883878749947
architecture,1,hessian,G0M1S0,0,1,0,300,300,-2.399810151985944,-33.19871800507697,-33.19871800507698,0,0.07666520000202581,0.0,0.06809011022440385,0.0
architecture,1,hessian,G0M1S1,0,1,1,300,300,-2.399810151985944,-33.19871755825362,-33.198717558253605,0,0.2684753999928944,0.0,0.06814763131886178,0.003548320646674851
architecture,1,hessian,G1M0S0,1,0,0,300,300,-2.399810151985944,-33.198718005076955,-33.19871800507697,0,0.2129311000026064,0.08233125711848807,0.0,0.0
architecture,1,hessian,G1M0S1,1,0,1,300,300,-2.399810151985944,-33.19871743097389,-33.19871743097214,0,0.4233523000002606,0.08206435084192448,0.0,0.003346080746834504
architecture,1,hessian,G1M1S0,1,1,0,300,300,-2.399810151985944,-33.19871800507696,-33.198718005076984,0,0.21127490000799298,0.08526601407826924,0.04934212084015602,0.0
architecture,1,hessian,G1M1S1,1,1,1,300,300,-2.399810151985944,-33.19871755825382,-33.19871755825381,0,0.4254877000057604,0.08499836156421947,0.04953582903601788,0.003323969266532304
architecture,2,control,G0M0S0,0,0,0,300,300,-0.011455584795317584,-19.00075664536729,-19.000756595851115,0,0.0853925999981584,0.0,0.0,0.0
architecture,2,control,G0M0S1,0,0,1,300,300,-0.011455584795317584,-19.00075676042038,-19.000756717237604,0,0.2924367999949027,0.0,0.0,0.0012502950002529886
architecture,2,control,G0M1S0,0,1,0,300,300,-0.011455584795317584,-19.00075747462618,-19.000757471712795,0,0.07447269999829587,0.0,0.1798497656906869,0.0
architecture,2,control,G0M1S1,0,1,1,300,300,-0.011455584795317584,-19.000757435545754,-19.000757433977636,0,0.3004273000115063,0.0,0.1798393779783564,0.0012558343982192926
architecture,2,control,G1M0S0,1,0,0,300,300,-0.011455584795317584,-19.000756549260984,-19.000756495163763,0,0.2508656999998493,0.018920983937125525,0.0,0.0
architecture,2,control,G1M0S1,1,0,1,300,300,-0.011455584795317584,-19.00075667666527,-19.00075662921052,0,0.47395420000248123,0.018913702685356172,0.0,0.0012493336769056952
architecture,2,control,G1M1S0,1,1,0,300,300,-0.011455584795317584,-19.00075746476286,-19.00075746125967,0,0.2614169000007678,0.02116978834718287,0.17823113054771905,0.0
architecture,2,control,G1M1S1,1,1,1,300,300,-0.011455584795317584,-19.000757429929756,-19.000757427898545,0,0.4493345000082627,0.021162624018232202,0.17821968554011933,0.001254917978610854
architecture,2,hessian,G0M0S0,0,0,0,300,300,-0.011455584795317584,-25.29020681366533,-25.290206813665325,0,0.06930540000030305,0.0,0.0,0.0
architecture,2,hessian,G0M0S1,0,0,1,300,300,-0.011455584795317584,-25.29018924343945,-25.290189243415245,0,0.34320790000492707,0.0,0.0,0.010799385669669521
architecture,2,hessian,G0M1S0,0,1,0,300,300,-0.011455584795317584,-25.290206813665364,-25.290206813665364,0,0.08617650000087451,0.0,0.060101435471779666,0.0
architecture,2,hessian,G0M1S1,0,1,1,300,300,-0.011455584795317584,-25.290193150781125,-25.29019315078076,0,0.26770650000253227,0.0,0.06105143196816422,0.010373025172775586
architecture,2,hessian,G1M0S0,1,0,0,300,300,-0.011455584795317584,-25.290206813665336,-25.290206813665343,0,0.20451759999559727,0.12098683647512537,0.0,0.0
architecture,2,hessian,G1M0S1,1,0,1,300,300,-0.011455584795317584,-25.290189243541036,-25.290189243522324,0,0.4559889999945881,0.11849808862414463,0.0,0.010709633323523305
architecture,2,hessian,G1M1S0,1,1,0,300,300,-0.011455584795317584,-25.29020681366535,-25.290206813665367,0,0.22230049999780022,0.11529284475866781,0.05670385440575749,0.0
architecture,2,hessian,G1M1S1,1,1,1,300,300,-0.011455584795317584,-25.29019315078318,-25.290193150782954,0,0.4511471000005258,0.11547385573724263,0.057975613542980656,0.010509166955968761
architecture,3,control,G0M0S0,0,0,0,300,300,0.187623669504918,-24.288669497721592,-24.28747198700744,0,0.09423519999836572,0.0,0.0,0.0
architecture,3,control,G0M0S1,0,0,1,300,300,0.187623669504918,-24.288937742716257,-24.287738167023537,0,0.3090989000047557,0.0,0.0,0.0013781938738785023
architecture,3,control,G0M1S0,0,1,0,300,300,0.187623669504918,-24.33644920965036,-24.334907902550828,0,0.09296049999829847,0.0,0.29975378665301583,0.0
architecture,3,control,G0M1S1,0,1,1,300,300,0.187623669504918,-24.33677373280013,-24.3352293362654,0,0.3271419000084279,0.0,0.2997658014564435,0.0013996531348546156
architecture,3,control,G1M0S0,1,0,0,300,300,0.187623669504918,-24.287545484159754,-24.28635132751693,0,0.234447499999078,0.0201976082725169,0.0,0.0
architecture,3,control,G1M0S1,1,0,1,300,300,0.187623669504918,-24.287811406824,-24.286615207912867,0,0.46913929999573156,0.020191617693942877,0.0,0.0013775079784108869
architecture,3,control,G1M1S0,1,1,0,300,300,0.187623669504918,-24.335049510078967,-24.333516381909362,0,0.25330149999354035,0.02276358758864789,0.29821475788637486,0.0
architecture,3,control,G1M1S1,1,1,1,300,300,0.187623669504918,-24.335370753036333,-24.333834572768776,0,0.4371056999952998,0.022757785493185287,0.2982267763047246,0.0013990624366896722
architecture,3,hessian,G0M0S0,0,0,0,300,300,0.187623669504918,-25.29020681366534,-25.290206813665336,0,0.08534199999121483,0.0,0.0,0.0
architecture,3,hessian,G0M0S1,0,0,1,300,300,0.187623669504918,-25.290189243313602,-25.2901892432821,0,0.2877925999928266,0.0,0.0,0.01100360361186983
