study,seed,metric,configuration,geometric,memory,spectral,steps_requested,steps_completed,initial_loss,final_loss,best_loss,diverged,runtime_s,mean_geometric_force,mean_memory_force,mean_spectral_force
architecture,3,hessian,G0M1S0,0,1,0,300,300,0.187623669504918,-25.290206813665357,-25.29020681366537,0,0.092548300002818,0.0,0.05195275656956868,0.0
architecture,3,hessian,G0M1S1,0,1,1,300,300,0.187623669504918,-25.290193150780937,-25.290193150780546,0,0.28659889999835286,0.0,0.05013247488995932,0.011012115564241006
architecture,3,hessian,G1M0S0,1,0,0,300,300,0.187623669504918,-25.290206813664707,-25.29020681366464,0,0.2163330000039423,0.14183234788909696,0.0,0.0
architecture,3,hessian,G1M0S1,1,0,1,300,300,0.187623669504918,-25.29018924070894,-25.290189240535515,0,0.47264130000257865,0.14152060638679836,0.0,0.010792466453214581
architecture,3,hessian,G1M1S0,1,1,0,300,300,0.187623669504918,-25.29020681366535,-25.290206813665367,0,0.22939530000439845,0.17377379212263394,0.1767260563508098,0.0
architecture,3,hessian,G1M1S1,1,1,1,300,300,0.187623669504918,-25.290193150675112,-25.290193150667093,0,0.4252526000054786,0.17258882249789673,0.17788436958101808,0.010683826443362123
architecture,4,control,G0M0S0,0,0,0,300,300,-4.354985350360165,-24.355356022450565,-24.353899582002697,0,0.0807076000055531,0.0,0.0,0.0
architecture,4,control,G0M0S1,0,0,1,300,300,-4.354985350360165,-24.355735050563304,-24.354275212644712,0,0.31516510000801645,0.0,0.0,0.0014590264597514006
architecture,4,control,G0M1S0,0,1,0,300,300,-4.354985350360165,-24.419466715975133,-24.4173761297329,0,0.07761690000188537,0.0,0.229474090607309,0.0
architecture,4,control,G0M1S1,0,1,1,300,300,-4.354985350360165,-24.41994248260771,-24.41784699489985,0,0.34268950000114273,0.0,0.22948992910264598,0.0014701098097781855
architecture,4,control,G1M0S0,1,0,0,300,300,-4.354985350360165,-24.355007166847585,-24.353553383018067,0,0.29087350000918377,0.014060008296154407,0.0,0.0
architecture,4,control,G1M0S1,1,0,1,300,300,-4.354985350360165,-24.355385371696734,-24.353928200012486,0,0.47251110000070184,0.014057448810219763,0.0,0.0014596034174374614
architecture,4,control,G1M1S0,1,1,0,300,300,-4.354985350360165,-24.41894247515556,-24.416856843547933,0,0.2192405000096187,0.015816756087522667,0.22822594732300536,0.0
architecture,4,control,G1M1S1,1,1,1,300,300,-4.354985350360165,-24.41941705573334,-24.417326533654226,0,0.4443061000056332,0.01581417780693141,0.22824177991072592,0.0014707019314336718
architecture,4,hessian,G0M0S0,0,0,0,300,300,-4.354985350360165,-25.290206813665346,-25.29020681366535,0,0.08220720000099391,0.0,0.0,0.0
architecture,4,hessian,G0M0S1,0,0,1,300,300,-4.354985350360165,-25.290189243087468,-25.290189243043145,0,0.30288639999344014,0.0,0.0,0.010877288083276282
architecture,4,hessian,G0M1S0,0,1,0,300,300,-4.354985350360165,-25.290206813665364,-25.29020681366537,0,0.0778749000019161,0.0,0.046855579456015824,0.0
architecture,4,hessian,G0M1S1,0,1,1,300,300,-4.354985350360165,-25.290193150778723,-25.290193150778173,0,0.2639747999928659,0.0,0.04773632058342879,0.01078568741644226
architecture,4,hessian,G1M0S0,1,0,0,300,300,-4.354985350360165,-25.290206813665357,-25.29020681366535,0,0.2236181000043871,0.06784305125861669,0.0,0.0
architecture,4,hessian,G1M0S1,1,0,1,300,300,-4.354985350360165,-25.29018924401567,-25.29018961370762,0,0.4582751999987522,0.07452227726160156,0.0,0.01066890700046745
architecture,4,hessian,G1M1S0,1,1,0,300,300,-4.354985350360165,-25.29020681366536,-25.290206813665367,0,0.2220697000011569,0.06879864230194911,0.041109206190109084,0.0
architecture,4,hessian,G1M1S1,1,1,1,300,300,-4.354985350360165,-25.29019315078073,-25.29019315078033,0,0.42101150000235066,0.06951147721087422,0.042036699360048405,0.01070499601871818
architecture,5,control,G0M0S0,0,0,0,300,300,-3.039579038483404,-33.13162173177173,-33.125178581590404,0,0.07283050000842195,0.0,0.0,0.0
architecture,5,control,G0M0S1,0,0,1,300,300,-3.039579038483404,-33.13156098655482,-33.1251100881621,0,0.3159471999970265,0.0,0.0,0.0012235508956183723
architecture,5,control,G0M1S0,0,1,0,300,300,-3.039579038483404,-33.197206096235305,-33.197013370537796,0,0.08904679999977816,0.0,0.3577827896410011,0.0
architecture,5,control,G0M1S1,0,1,1,300,300,-3.039579038483404,-33.197209864198925,-33.197017201065435,0,0.3104363000020385,0.0,0.3577881662418449,0.0012481514547369864
architecture,5,control,G1M0S0,1,0,0,300,300,-3.039579038483404,-33.13548902573554,-33.1293895952795,0,0.24210829999356065,0.02625576956513234,0.0,0.0
architecture,5,control,G1M0S1,1,0,1,300,300,-3.039579038483404,-33.13543472369197,-33.12932814600547,0,0.4353326999989804,0.026251840310311105,0.0,0.0012237761883474264
architecture,5,control,G1M1S0,1,1,0,300,300,-3.039579038483404,-33.19732899511018,-33.197151753190454,0,0.2248154999979306,0.029584115654119583,0.35531890559066787,0.0
architecture,5,control,G1M1S1,1,1,1,300,300,-3.039579038483404,-33.19733275869632,-33.19715559620198,0,0.4936684999993304,0.02958032536882387,0.35532411844694706,0.001248439528323659
architecture,5,hessian,G0M0S0,0,0,0,300,300,-3.039579038483404,-33.19871800507695,-33.19871800507695,0,0.07882280000194442,0.0,0.0,0.0
architecture,5,hessian,G0M0S1,0,0,1,300,300,-3.039579038483404,-33.19871743098794,-33.198717430987,0,0.31296299998939503,0.0,0.0,0.003448416039216952
architecture,5,hessian,G0M1S0,0,1,0,300,300,-3.039579038483404,-33.19871800507697,-33.19871800507698,0,0.07352619999437593,0.0,0.10752542168180028,0.0
architecture,5,hessian,G0M1S1,0,1,1,300,300,-3.039579038483404,-33.19871755825391,-33.198717558253904,0,0.3651819000078831,0.0,0.10758409457324487,0.0034219950701803513
architecture,5,hessian,G1M0S0,1,0,0,300,300,-3.039579038483404,-33.198718005076955,-33.19871800507697,0,0.2324644000036642,0.11301333591288738,0.0,0.0
architecture,5,hessian,G1M0S1,1,0,1,300,300,-3.039579038483404,-33.19871743099545,-33.19871743099495,0,0.4933921000047121,0.11229686363770237,0.0,0.0033391627627183595
architecture,5,hessian,G1M1S0,1,1,0,300,300,-3.039579038483404,-33.19871800507698,-33.19871800507698,0,0.24074680000194348,0.10802804626813073,0.05430631795251203,0.0
architecture,5,hessian,G1M1S1,1,1,1,300,300,-3.039579038483404,-33.198717558253996,-33.198717558253996,0,0.4756174999929499,0.10777905496143174,0.05451623475433431,0.003401766036135468
architecture,6,control,G0M0S0,0,0,0,300,300,0.6763089089956364,-33.19870329596144,-33.19870182701608,0,0.09277059999294579,0.0,0.0,0.0
architecture,6,control,G0M0S1,0,0,1,300,300,0.6763089089956364,-33.19870389790973,-33.1987024652893,0,0.35207500000251457,0.0,0.0,0.0012847634638600955
architecture,6,control,G0M1S0,0,1,0,300,300,0.6763089089956364,-33.19871788928907,-33.19871787510685,0,0.08132179999665823,0.0,0.3325129018172354,0.0
architecture,6,control,G0M1S1,0,1,1,300,300,0.6763089089956364,-33.19871783688245,-33.19871782606755,0,0.33940500000608154,0.0,0.33249268117558695,0.0013041861863483139
architecture,6,control,G1M0S0,1,0,0,300,300,0.6763089089956364,-33.19870389730902,-33.19870248866603,0,0.23624530000961386,0.028892788989185878,0.0,0.0
architecture,6,control,G1M0S1,1,0,1,300,300,0.6763089089956364,-33.19870448401979,-33.19870311096117,0,0.5022270000044955,0.028885448756594656,0.0,0.001283843802266756
architecture,6,control,G1M1S0,1,1,0,300,300,0.6763089089956364,-33.19871789532607,-33.19871788189084,0,0.2546760999975959,0.032481937560611816,0.33048715331302375,0.0
architecture,6,control,G1M1S1,1,1,1,300,300,0.6763089089956364,-33.198717841402285,-33.198717831240934,0,0.4641543999896385,0.03247465046071573,0.3304668451537547,0.0013033182849961178
architecture,6,hessian,G0M0S0,0,0,0,300,300,0.6763089089956364,-33.198718005076955,-33.19871800507696,0,0.09105179998732638,0.0,0.0,0.0
architecture,6,hessian,G0M0S1,0,0,1,300,300,0.6763089089956364,-33.19871743097318,-33.19871743097142,0,0.30431240001053084,0.0,0.0,0.0035225436182893615
architecture,6,hessian,G0M1S0,0,1,0,300,300,0.6763089089956364,-33.19871800507697,-33.198718005076984,0,0.09062849999463651,0.0,0.06216450491212471,0.0
architecture,6,hessian,G0M1S1,0,1,1,300,300,0.6763089089956364,-33.1987175582534,-33.19871755825336,0,0.3306933999992907,0.0,0.06292631603037324,0.0036947343842104125
architecture,6,hessian,G1M0S0,1,0,0,300,300,0.6763089089956364,-33.198718005076955,-33.198718005076955,0,0.22848740000335965,0.10958957390746932,0.0,0.0
architecture,6,hessian,G1M0S1,1,0,1,300,300,0.6763089089956364,-33.19871743108914,-33.19871762517296,0,0.43303920001199003,0.10954928074619247,0.0,0.0032615142807231544
architecture,6,hessian,G1M1S0,1,1,0,300,300,0.6763089089956364,-33.198718005076955,-33.19871800507698,0,0.2297711999999592,0.13776025491853486,0.06227138592284735,0.0
architecture,6,hessian,G1M1S1,1,1,1,300,300,0.6763089089956364,-33.198717558255055,-33.19871783472031,0,0.41073859999596607,0.1382482153073544,0.06277155362833016,0.00332919788069551
architecture,7,control,G0M0S0,0,0,0,300,300,0.20608634007445617,-19.00075217764667,-19.000751878162443,0,0.07499300000199582,0.0,0.0,0.0
architecture,7,control,G0M0S1,0,0,1,300,300,0.20608634007445617,-19.000752573205663,-19.000752287803994,0,0.3163683000020683,0.0,0.0,0.0012672297293742664
architecture,7,control,G0M1S0,0,1,0,300,300,0.20608634007445617,-19.000757133630604,-19.00075710908238,0,0.07851190000656061,0.0,0.2022236637557022,0.0
architecture,7,control,G0M1S1,0,1,1,300,300,0.20608634007445617,-19.000757168194372,-19.000757147283267,0,0.32582840000395663,0.0,0.20221980865000114,0.0012732948231382948
architecture,7,control,G1M0S0,1,0,0,300,300,0.20608634007445617,-19.000751672073953,-19.00075134783658,0,0.23717089999991003,0.019078617170364177,0.0,0.0
architecture,7,control,G1M0S1,1,0,1,300,300,0.20608634007445617,-19.000752094992436,-19.000751785514655,0,0.4401928000006592,0.019072032644255145,0.0,0.0012662769756492072
architecture,7,control,G1M1S0,1,1,0,300,300,0.20608634007445617,-19.000757075736434,-19.000757047727607,0,0.23478369999793358,0.021387173233807122,0.20069284395473416,0.0
architecture,7,control,G1M1S1,1,1,1,300,300,0.20608634007445617,-19.00075711951091,-19.00075709541165,0,0.502478099995642,0.021380732637423447,0.2006880556495247,0.001272396517052912
architecture,7,hessian,G0M0S0,0,0,0,300,300,0.20608634007445617,-25.29020681366533,-25.29020681366532,0,0.0798584000003757,0.0,0.0,0.0
architecture,7,hessian,G0M0S1,0,0,1,300,300,0.20608634007445617,-25.29018924342887,-25.290189243404072,0,0.29348269999900367,0.0,0.0,0.010408373120181643
architecture,7,hessian,G0M1S0,0,1,0,300,300,0.20608634007445617,-25.29020681366537,-25.290206813665367,0,0.0909858999948483,0.0,0.06233252401020762,0.0
architecture,7,hessian,G0M1S1,0,1,1,300,300,0.20608634007445617,-25.29019315078227,-25.29019315078199,0,0.2877710000029765,0.0,0.06306590790215787,0.010307432599276729
architecture,7,hessian,G1M0S0,1,0,0,300,300,0.20608634007445617,-25.290206813665336,-25.29020681366534,0,0.22128389999852516,0.1277523718195501,0.0,0.0
architecture,7,hessian,G1M0S1,1,0,1,300,300,0.20608634007445617,-25.2901892434492,-25.290189243425445,0,0.41821279999567196,0.11914348978306265,0.0,0.01038206537871093
architecture,7,hessian,G1M1S0,1,1,0,300,300,0.20608634007445617,-19.000757521744042,-19.000757521744053,0,0.20398540000314824,0.1501924354152294,0.10048678593764551,0.0
architecture,7,hessian,G1M1S1,1,1,1,300,300,0.20608634007445617,-19.000752259345465,-19.00075225934485,0,0.451069800008554,0.15324988001084028,0.132865146188324,0.009796800791660176
architecture,8,control,G0M0S0,0,0,0,300,300,-0.46455991110751427,-19.015216510530262,-18.996888071188327,0,0.10844150000775699,0.0,0.0,0.0
architecture,8,control,G0M0S1,0,0,1,300,300,-0.46455991110751427,-19.018635668790374,-19.00043889739278,0,0.2977146999910474,0.0,0.0,0.0011729565830382246
architecture,8,control,G0M1S0,0,1,0,300,300,-0.46455991110751427,-19.305551237476234,-19.29959860499265,0,0.08900229999562725,0.0,0.28799409471278864,0.0
architecture,8,control,G0M1S1,0,1,1,300,300,-0.46455991110751427,-19.30662934756409,-19.300743994762797,0,0.31938000000081956,0.0,0.288059744783339,0.0011852716338243009
architecture,8,control,G1M0S0,1,0,0,300,300,-0.46455991110751427,-19.04634944885418,-19.029217207596705,0,0.23968549999699462,0.019413953223631177,0.0,0.0
architecture,8,control,G1M0S1,1,0,1,300,300,-0.46455991110751427,-19.04942415630587,-19.032414327129832,0,0.45817189999797847,0.0194115239605907,0.0,0.0011734737573095137
architecture,8,control,G1M1S0,1,1,0,300,300,-0.46455991110751427,-19.316408882314978,-19.311142724467423,0,0.22769369999878109,0.022003371300582532,0.28675819601863833,0.0
architecture,8,control,G1M1S1,1,1,1,300,300,-0.46455991110751427,-19.317322157832294,-19.31211406312525,0,0.48071070000878535,0.02199993950085135,0.28681637063469895,0.0011860569868227136
architecture,8,hessian,G0M0S0,0,0,0,300,300,-0.46455991110751427,-19.39127002659294,-19.39127002659295,0,0.08573400000750553,0.0,0.0,0.0
architecture,8,hessian,G0M0S1,0,0,1,300,300,-0.46455991110751427,-19.391268244227106,-19.391268244224822,0,0.3069954999955371,0.0,0.0,0.0055649213351790065
architecture,8,hessian,G0M1S0,0,1,0,300,300,-0.46455991110751427,-19.39127002659295,-19.391270026592963,0,0.08864739999989979,0.0,0.05040047832189126,0.0
architecture,8,hessian,G0M1S1,0,1,1,300,300,-0.46455991110751427,-19.39126863955946,-19.391268639559446,0,0.2974499999982072,0.0,0.05063614502153313,0.005324398933465315
architecture,8,hessian,G1M0S0,1,0,0,300,300,-0.46455991110751427,-25.290206758134335,-25.290206751498843,0,0.22032760000729468,26.24378097705156,0.0,0.0
architecture,8,hessian,G1M0S1,1,0,1,300,300,-0.46455991110751427,-25.290189004189834,-25.290188986464823,0,0.43799140000191983,25.019800365795692,0.0,0.008917232632991446
architecture,8,hessian,G1M1S0,1,1,0,300,300,-0.46455991110751427,-25.290206813665364,-25.29020681366537,0,0.24398040000232868,0.5726195268767676,0.2548224159396344,0.0
architecture,8,hessian,G1M1S1,1,1,1,300,300,-0.46455991110751427,-25.29019315078015,-25.290193150779732,0,0.4697283999994397,0.6122037379077442,0.3374744708512553,0.010101808688860838
architecture,9,control,G0M0S0,0,0,0,300,300,-3.1311247030226745,-33.19871792993679,-33.19871792258701,0,0.07592869999643881,0.0,0.0,0.0
architecture,9,control,G0M0S1,0,0,1,300,300,-3.1311247030226745,-33.1987178432243,-33.198717838372076,0,0.35441320000973064,0.0,0.0,0.001370746506834073
architecture,9,control,G0M1S0,0,1,0,300,300,-3.1311247030226745,-33.19871800469596,-33.19871800465082,0,0.10671249999722932,0.0,0.27552182688088145,0.0
architecture,9,control,G0M1S1,0,1,1,300,300,-3.1311247030226745,-33.198717900076076,-33.19871790361351,0,0.33636260000639595,0.0,0.2755287534600914,0.0013820912292314641
architecture,9,control,G1M0S0,1,0,0,300,300,-3.1311247030226745,-33.198717932493906,-33.19871792539625,0,0.23812309998902492,0.028928529899355866,0.0,0.0
architecture,9,control,G1M0S1,1,0,1,300,300,-3.1311247030226745,-33.198717844872235,-33.19871784022762,0,0.49143829999957234,0.02892149507728785,0.0,0.0013697046077079497
architecture,9,control,G1M1S0,1,1,0,300,300,-3.1311247030226745,-33.198718004712305,-33.19871800466912,0,0.23047919999225996,0.03244401467800878,0.273250996482887,0.0
architecture,9,control,G1M1S1,1,1,1,300,300,-3.1311247030226745,-33.198717900025144,-33.19871790359968,0,0.4352799999905983,0.03243708500029835,0.2732581869484505,0.0013811014644047636
architecture,9,hessian,G0M0S0,0,0,0,300,300,-3.1311247030226745,-33.19871800507693,-33.19871800507691,0,0.07882809999864548,0.0,0.0,0.0
architecture,9,hessian,G0M0S1,0,0,1,300,300,-3.1311247030226745,-33.19871743093682,-33.19871743093293,0,0.2856130000000121,0.0,0.0,0.0034849218106527864
architecture,9,hessian,G0M1S0,0,1,0,300,300,-3.1311247030226745,-33.19871800507697,-33.19871800507698,0,0.10349540000606794,0.0,0.06294304334299954,0.0
architecture,9,hessian,G0M1S1,0,1,1,300,300,-3.1311247030226745,-33.198717558253904,-33.19871755825389,0,0.2961443000094732,0.0,0.0636276345709641,0.0034722691549533445
architecture,9,hessian,G1M0S0,1,0,0,300,300,-3.1311247030226745,-33.198718005076955,-33.198718005076955,0,0.21102489999611862,0.10126147818379656,0.0,0.0
architecture,9,hessian,G1M0S1,1,0,1,300,300,-3.1311247030226745,-33.19871743097493,-33.19871743097325,0,0.4357637000066461,0.10303246500730608,0.0,0.003361485565559612
architecture,9,hessian,G1M1S0,1,1,0,300,300,-3.1311247030226745,-33.19871800507697,-33.19871800507698,0,0.21738570000161417,0.10134431014510556,0.05336549381669502,0.0
architecture,9,hessian,G1M1S1,1,1,1,300,300,-3.1311247030226745,-33.198717558254,-33.198717558254,0,0.4741572999919299,0.11646643894737416,0.05461984251974925,0.003170025350086535
architecture,10,control,G0M0S0,0,0,0,300,300,-0.6213586399209766,-15.508311683632595,-15.508309924891822,0,0.0820534999947995,0.0,0.0,0.0
architecture,10,control,G0M0S1,0,0,1,300,300,-0.6213586399209766,-15.508310927356465,-15.508309162621114,0,0.32970960000238847,0.0,0.0,0.0012646700550721739
architecture,10,control,G0M1S0,0,1,0,300,300,-0.6213586399209766,-15.508344243683752,-15.508343862120267,0,0.08726139999635052,0.0,0.182285798311586,0.0
architecture,10,control,G0M1S1,0,1,1,300,300,-0.6213586399209766,-15.508343744617115,-15.508343355869716,0,0.3018750000046566,0.0,0.1822763508495637,0.0012730550876060747
architecture,10,control,G1M0S0,1,0,0,300,300,-0.6213586399209766,-15.508314542540464,-15.508312889700388,0,0.23495379999803845,0.015592087724925085,0.0,0.0
architecture,10,control,G1M0S1,1,0,1,300,300,-0.6213586399209766,-15.508313837022197,-15.50831217917824,0,0.4767903000029037,0.015584251036100666,0.0,0.0012637079135762732
architecture,10,control,G1M1S0,1,1,0,300,300,-0.6213586399209766,-15.508345025300084,-15.508344676099611,0,0.22729950000939425,0.017411343977982885,0.18103969518523375,0.0
architecture,10,control,G1M1S1,1,1,1,300,300,-0.6213586399209766,-15.508344550059416,-15.508344194204028,0,0.4638247999973828,0.017403618859445132,0.18102999585764046,0.0012721576424954847
architecture,10,hessian,G0M0S0,0,0,0,300,300,-0.6213586399209766,-15.508353117466573,-15.508353117466559,0,0.08209419999911916,0.0,0.0,0.0
architecture,10,hessian,G0M0S1,0,0,1,300,300,-0.6213586399209766,-15.508340541260242,-15.508340541255507,0,0.3544944999885047,0.0,0.0,0.009475023244376558
architecture,10,hessian,G0M1S0,0,1,0,300,300,-0.6213586399209766,-15.508353117466559,-15.508353117466577,0,0.08697679999750108,0.0,0.03554910341500816,0.0
architecture,10,hessian,G0M1S1,0,1,1,300,300,-0.6213586399209766,-15.508343337259657,-15.508343337259543,0,0.32519309999770485,0.0,0.036080511105717146,0.009448750519603429
architecture,10,hessian,G1M0S0,1,0,0,300,300,-0.6213586399209766,-19.391270026592935,-19.391270026592945,0,0.24363069998798892,0.08296058070951848,0.0,0.0
architecture,10,hessian,G1M0S1,1,0,1,300,300,-0.6213586399209766,-19.39126824417977,-19.39126824417472,0,0.4666457999992417,0.08437464866311127,0.0,0.005315954861657199
architecture,10,hessian,G1M1S0,1,1,0,300,300,-0.6213586399209766,-19.391270026592963,-19.391270026592963,0,0.22112400000332855,0.08203373976146859,0.03161112056266174,0.0
architecture,10,hessian,G1M1S1,1,1,1,300,300,-0.6213586399209766,-19.39126863955965,-19.391268639559634,0,0.44910689999233,0.08735349500850953,0.03663121312392186,0.005291919320780208
architecture,11,control,G0M0S0,0,0,0,300,300,-2.650123519579148,-33.1987180036007,-33.198718003459874,0,0.08209080000233371,0.0,0.0,0.0
architecture,11,control,G0M0S1,0,0,1,300,300,-2.650123519579148,-33.19871787226168,-33.198717875062385,0,0.36304879999079276,0.0,0.0,0.0014333252828683197
architecture,11,control,G0M1S0,0,1,0,300,300,-2.650123519579148,-33.19871800507123,-33.198718005070575,0,0.08460410000407137,0.0,0.23051682738721752,0.0
architecture,11,control,G0M1S1,0,1,1,300,300,-2.650123519579148,-33.19871789789221,-33.19871790330049,0,0.3226494999980787,0.0,0.23053857796961466,0.0014396275633337449
architecture,11,control,G1M0S0,1,0,0,300,300,-2.650123519579148,-33.198718003682444,-33.19871800354943,0,0.2444689000112703,0.022024665171518854,0.0,0.0
architecture,11,control,G1M0S1,1,0,1,300,300,-2.650123519579148,-33.1987178721514,-33.19871787506753,0,0.5101798999967286,0.022016919498711204,0.0,0.0014327336585215796
architecture,11,control,G1M1S0,1,1,0,300,300,-2.650123519579148,-33.198718005071626,-33.198718005071,0,0.2656423000007635,0.02466781014067594,0.22856797153335748,0.0
architecture,11,control,G1M1S1,1,1,1,300,300,-2.650123519579148,-33.19871789788146,-33.19871790329919,0,0.47607289999723434,0.024660166371749725,0.22859003701004169,0.0014390948303671615
architecture,11,hessian,G0M0S0,0,0,0,300,300,-2.650123519579148,-33.198718005076955,-33.19871800507696,0,0.08306330000050366,0.0,0.0,0.0
architecture,11,hessian,G0M0S1,0,0,1,300,300,-2.650123519579148,-33.19871743096404,-33.19871743096173,0,0.32391849999839906,0.0,0.0,0.003387916624355776
architecture,11,hessian,G0M1S0,0,1,0,300,300,-2.650123519579148,-33.19871800507697,-33.19871800507698,0,0.09523110000009183,0.0,0.056539242807541634,0.0
architecture,11,hessian,G0M1S1,0,1,1,300,300,-2.650123519579148,-33.19871755825372,-33.19871755825369,0,0.3024967999954242,0.0,0.056700106746936686,0.0033932141595076864
architecture,11,hessian,G1M0S0,1,0,0,300,300,-2.650123519579148,-33.198718005076955,-33.19871800507696,0,0.25624709999829065,0.07446330221385412,0.0,0.0
architecture,11,hessian,G1M0S1,1,0,1,300,300,-2.650123519579148,-33.19871743096069,-33.19871743095818,0,0.4741719000012381,0.07344047437379976,0.0,0.003537239252089021
architecture,11,hessian,G1M1S0,1,1,0,300,300,-2.650123519579148,-33.19871800507697,-33.198718005076984,0,0.22573859999829438,0.07528874923714395,0.05019060535264538,0.0
architecture,11,hessian,G1M1S1,1,1,1,300,300,-2.650123519579148,-33.19871755825372,-33.198717558253705,0,0.4432931000046665,0.07428923673207709,0.0504968674568141,0.0035052170202584903
architecture,12,control,G0M0S0,0,0,0,300,300,-2.0472889033153625,-19.38680178580472,-19.38650772868707,0,0.07870850000472274,0.0,0.0,0.0
architecture,12,control,G0M0S1,0,0,1,300,300,-2.0472889033153625,-19.38681719098848,-19.386523819697622,0,0.31140330000198446,0.0,0.0,0.001226112591001544
architecture,12,control,G0M1S0,0,1,0,300,300,-2.0472889033153625,-19.39095675159945,-19.390931475250568,0,0.07912629999918863,0.0,0.2500281097227129,0.0
architecture,12,control,G0M1S1,0,1,1,300,300,-2.0472889033153625,-19.39095937627926,-19.390934224198585,0,0.34751649999816436,0.0,0.2500251799415472,0.0012403668783784504
architecture,12,control,G1M0S0,1,0,0,300,300,-2.0472889033153625,-19.386919731368977,-19.386633224417558,0,0.23485619999701157,0.016841479779835595,0.0,0.0
architecture,12,control,G1M0S1,1,0,1,300,300,-2.0472889033153625,-19.38693483384265,-19.386648997989937,0,0.4663983999926131,0.016837800984499964,0.0,0.001226159204480563
architecture,12,control,G1M1S0,1,1,0,300,300,-2.0472889033153625,-19.390967235173292,-19.390942798653352,0,0.2337110000080429,0.018897558427492557,0.24848015025365208,0.0
architecture,12,control,G1M1S1,1,1,1,300,300,-2.0472889033153625,-19.39096980544616,-19.39094549045095,0,0.42405889999645296,0.018893908463180478,0.24847719154126996,0.0012404321863054507
architecture,12,hessian,G0M0S0,0,0,0,300,300,-2.0472889033153625,-19.391270026592938,-19.39127002659294,0,0.08912220000638627,0.0,0.0,0.0
architecture,12,hessian,G0M0S1,0,0,1,300,300,-2.0472889033153625,-19.391268244241015,-19.391268244239548,0,0.3036920000013197,0.0,0.0,0.0053278904474144744
architecture,12,hessian,G0M1S0,0,1,0,300,300,-2.0472889033153625,-19.391270026592956,-19.39127002659296,0,0.07255530000838917,0.0,0.04810833039538804,0.0
architecture,12,hessian,G0M1S1,0,1,1,300,300,-2.0472889033153625,-19.391268639559485,-19.391268639559463,0,0.32710700000461657,0.0,0.047835807069985865,0.005298265255076341
architecture,12,hessian,G1M0S0,1,0,0,300,300,-2.0472889033153625,-19.000757521744024,-19.00075752174402,0,0.22546000000147615,0.14103508579802895,0.0,0.0
architecture,12,hessian,G1M0S1,1,0,1,300,300,-2.0472889033153625,-19.000750756391238,-19.000750756379087,0,0.41283929999917746,0.13746351490117692,0.0,0.009213203311670538
architecture,12,hessian,G1M1S0,1,1,0,300,300,-2.0472889033153625,-19.000757521744035,-19.00075752174405,0,0.23185349999403115,0.13280061582469296,0.0612911803531165,0.0
architecture,12,hessian,G1M1S1,1,1,1,300,300,-2.0472889033153625,-25.290193150781136,-25.290193150780773,0,0.45645840000361204,0.14719321376298036,0.051979627094381024,0.01051906981388671
architecture,13,control,G0M0S0,0,0,0,300,300,-0.1887939662474391,-25.27042069076672,-25.269899522840074,0,0.07723989999794867,0.0,0.0,0.0
architecture,13,control,G0M0S1,0,0,1,300,300,-0.1887939662474391,-25.27054946398059,-25.270031704128137,0,0.34295070001098793,0.0,0.0,0.0013834180126094026
architecture,13,control,G0M1S0,0,1,0,300,300,-0.1887939662474391,-25.283137858234,-25.282907735895673,0,0.09470159999909811,0.0,0.30245196204534786,0.0
architecture,13,control,G0M1S1,0,1,1,300,300,-0.1887939662474391,-25.283179366902885,-25.28295070187599,0,0.3404636999912327,0.0,0.30237302990901127,0.0013930253132534286
architecture,13,control,G1M0S0,1,0,0,300,300,-0.1887939662474391,-25.269831964171356,-25.269296340144972,0,0.270168700008071,0.01884828159882264,0.0,0.0
architecture,13,control,G1M0S1,1,0,1,300,300,-0.1887939662474391,-25.269968008184435,-25.269435961891656,0,0.500136200003908,0.018833956918317563,0.0,0.00138266321365954
architecture,13,control,G1M1S0,1,1,0,300,300,-0.1887939662474391,-25.282915224173532,-25.282678123201624,0,0.22605739999562502,0.02118536905349917,0.301525925294601,0.0
architecture,13,control,G1M1S1,1,1,1,300,300,-0.1887939662474391,-25.282959376317994,-25.282723814972123,0,0.5193888999929186,0.021170702060170417,0.3014449527336811,0.0013923569678859062
architecture,13,hessian,G0M0S0,0,0,0,300,300,-0.1887939662474391,-25.290206813665336,-25.290206813665336,0,0.09542009999859147,0.0,0.0,0.0
architecture,13,hessian,G0M0S1,0,0,1,300,300,-0.1887939662474391,-25.290189243907403,-25.290189278496328,0,0.3069518000120297,0.0,0.0,0.010980744719260553
architecture,13,hessian,G0M1S0,0,1,0,300,300,-0.1887939662474391,-25.29020681366536,-25.290206813665367,0,0.08774649999395479,0.0,0.07147381385247505,0.0
architecture,13,hessian,G0M1S1,0,1,1,300,300,-0.1887939662474391,-25.290193150786973,-25.29019344484058,0,0.37495949999720324,0.0,0.0718765628602963,0.010456851319100593
architecture,13,hessian,G1M0S0,1,0,0,300,300,-0.1887939662474391,-33.1987151896183,-33.19871485224037,0,0.23205830001097638,138.17323624414763,0.0,0.0
architecture,13,hessian,G1M0S1,1,0,1,300,300,-0.1887939662474391,-25.290189256641312,-25.2901910779221,0,0.48732259999087546,0.5584509125064759,0.0,0.010496469446116057
architecture,13,hessian,G1M1S0,1,1,0,300,300,-0.1887939662474391,-25.29020681366536,-25.29020681366537,0,0.23717649999889545,0.16438306492668991,0.06930262056199223,0.0
