seed,metric,configuration,step,loss
15,control,G0M0S1,299,-33.19871787344301
15,control,G0M1S0,0,-4.180931283863157
15,control,G0M1S0,75,-32.10170121586605
15,control,G0M1S0,150,-33.19845033111482
15,control,G0M1S0,225,-33.1987179653407
15,control,G0M1S0,299,-33.19871800506704
15,control,G0M1S1,0,-4.180931283863157
15,control,G0M1S1,75,-32.101934691019906
15,control,G0M1S1,150,-33.19845299423833
15,control,G0M1S1,225,-33.19871788952317
15,control,G0M1S1,299,-33.19871789800003
15,control,G1M0S0,0,-4.180931283863157
15,control,G1M0S0,75,-31.25171994566465
15,control,G1M0S0,150,-33.19576680734903
15,control,G1M0S0,225,-33.19871570685372
15,control,G1M0S0,299,-33.198718002724874
15,control,G1M0S1,0,-4.180931283863157
15,control,G1M0S1,75,-31.252051183079367
15,control,G1M0S1,150,-33.19577699032036
15,control,G1M0S1,225,-33.19871585830287
15,control,G1M0S1,299,-33.19871787333163
15,control,G1M1S0,0,-4.180931283863157
15,control,G1M1S0,75,-32.136774209056014
15,control,G1M1S0,150,-33.19846867263929
15,control,G1M1S0,225,-33.19871796791211
15,control,G1M1S0,299,-33.198718005067654
15,control,G1M1S1,0,-4.180931283863157
15,control,G1M1S1,75,-32.1370031178603
15,control,G1M1S1,150,-33.1984712390354
15,control,G1M1S1,225,-33.1987178910045
15,control,G1M1S1,299,-33.19871789798662
15,hessian,G0M0S0,0,-4.180931283863157
15,hessian,G0M0S0,75,-33.19773420767123
15,hessian,G0M0S0,150,-33.198717799734595
15,hessian,G0M0S0,225,-33.198718005033825
15,hessian,G0M0S0,299,-33.198718005076955
15,hessian,G0M0S1,0,-4.180931283863157
15,hessian,G0M0S1,75,-33.197713853471924
15,hessian,G0M0S1,150,-33.19871702844889
15,hessian,G0M0S1,225,-33.19871742801756
15,hessian,G0M0S1,299,-33.19871743095719
15,hessian,G0M1S0,0,-4.180931283863157
15,hessian,G0M1S0,75,-33.19857632068477
15,hessian,G0M1S0,150,-33.19871800301286
15,hessian,G0M1S0,225,-33.198718005076955
15,hessian,G0M1S0,299,-33.19871800507698
15,hessian,G0M1S1,0,-4.180931283863157
15,hessian,G0M1S1,75,-33.198569976231184
15,hessian,G0M1S1,150,-33.19871753726302
15,hessian,G0M1S1,225,-33.19871755817676
15,hessian,G0M1S1,299,-33.19871755825366
15,hessian,G1M0S0,0,-4.180931283863157
15,hessian,G1M0S0,75,-33.19813416358368
15,hessian,G1M0S0,150,-33.19871788301285
15,hessian,G1M0S0,225,-33.198718005051234
15,hessian,G1M0S0,299,-33.198718005076955
15,hessian,G1M0S1,0,-4.180931283863157
15,hessian,G1M0S1,75,-33.19812118898268
15,hessian,G1M0S1,150,-33.19871718379561
15,hessian,G1M0S1,225,-33.198717429091644
15,hessian,G1M0S1,299,-33.19871743097396
15,hessian,G1M1S0,0,-4.180931283863157
15,hessian,G1M1S0,75,-33.19865648527888
15,hessian,G1M1S0,150,-33.198718004176705
15,hessian,G1M1S0,225,-33.19871800507695
15,hessian,G1M1S0,299,-33.19871800507697
15,hessian,G1M1S1,0,-4.180931283863157
15,hessian,G1M1S1,75,-33.19865280862667
15,hessian,G1M1S1,150,-33.19871754644843
15,hessian,G1M1S1,225,-33.198717558209104
15,hessian,G1M1S1,299,-33.19871755825382
16,control,G0M0S0,0,-0.2020048176862991
16,control,G0M0S0,75,-14.243269858759879
16,control,G0M0S0,150,-14.861511940477815
16,control,G0M0S0,225,-16.004657124753827
16,control,G0M0S0,299,-18.927439437645116
16,control,G0M0S1,0,-0.2020048176862991
16,control,G0M0S1,75,-14.242893339293182
16,control,G0M0S1,150,-14.862607591513704
16,control,G0M0S1,225,-16.015900734614256
16,control,G0M0S1,299,-18.934221278525825
16,control,G0M1S0,0,-0.2020048176862991
16,control,G0M1S0,75,-14.501861546569723
16,control,G0M1S0,150,-14.981869657718761
16,control,G0M1S0,225,-17.36187740688614
16,control,G0M1S0,299,-19.34469087905335
16,control,G0M1S1,0,-0.2020048176862991
16,control,G0M1S1,75,-14.501738975040361
16,control,G0M1S1,150,-14.983874077342765
16,control,G0M1S1,225,-17.374256061869513
16,control,G0M1S1,299,-19.34546886826311
16,control,G1M0S0,0,-0.2020048176862991
16,control,G1M0S0,75,-14.273557770837472
16,control,G1M0S0,150,-14.849343537751565
16,control,G1M0S0,225,-15.876836562625947
16,control,G1M0S0,299,-18.84843504690746
16,control,G1M0S1,0,-0.2020048176862991
16,control,G1M0S1,75,-14.273208076404906
16,control,G1M0S1,150,-14.850369694229098
16,control,G1M0S1,225,-15.888160930225897
16,control,G1M0S1,299,-18.856708336136418
16,control,G1M1S0,0,-0.2020048176862991
16,control,G1M1S0,75,-14.520794189772648
16,control,G1M1S0,150,-14.95615200836939
16,control,G1M1S0,225,-17.203499608172013
16,control,G1M1S0,299,-19.33481521627627
16,control,G1M1S1,0,-0.2020048176862991
16,control,G1M1S1,75,-14.520681010741141
16,control,G1M1S1,150,-14.958054735265296
16,control,G1M1S1,225,-17.21686423602981
16,control,G1M1S1,299,-19.33581292812132
16,hessian,G0M0S0,0,-0.2020048176862991
16,hessian,G0M0S0,75,-19.39082262831914
16,hessian,G0M0S0,150,-19.391269932637474
16,hessian,G0M0S0,225,-19.3912700265731
16,hessian,G0M0S0,299,-19.391270026592945
16,hessian,G0M0S1,0,-0.2020048176862991
16,hessian,G0M0S1,75,-19.390822514636373
16,hessian,G0M0S1,150,-19.391268093522836
16,hessian,G0M0S1,225,-19.391268243261294
16,hessian,G0M0S1,299,-19.39126824424985
16,hessian,G0M1S0,0,-0.2020048176862991
16,hessian,G0M1S0,75,-19.39116357906576
16,hessian,G0M1S0,150,-19.39127002499499
16,hessian,G0M1S0,225,-19.391270026592927
16,hessian,G0M1S0,299,-19.391270026592952
16,hessian,G0M1S1,0,-0.2020048176862991
16,hessian,G0M1S1,75,-19.3911414890841
16,hessian,G0M1S1,150,-19.391268594256182
16,hessian,G0M1S1,225,-19.39126863938153
16,hessian,G0M1S1,299,-19.391268639558984
16,hessian,G1M0S0,0,-0.2020048176862991
16,hessian,G1M0S0,75,-19.3901271470856
16,hessian,G1M0S0,150,-19.391269782355415
16,hessian,G1M0S0,225,-19.391270026540035
16,hessian,G1M0S0,299,-19.391270026592935
16,hessian,G1M0S1,0,-0.2020048176862991
16,hessian,G1M0S1,75,-19.39008821004573
16,hessian,G1M0S1,150,-19.391267626375825
16,hessian,G1M0S1,225,-19.391268238462697
16,hessian,G1M0S1,299,-19.39126824417327
16,hessian,G1M1S0,0,-0.2020048176862991
16,hessian,G1M1S0,75,-19.391126088084448
16,hessian,G1M1S0,150,-19.39127002438862
16,hessian,G1M1S0,225,-19.391270026592917
16,hessian,G1M1S0,299,-19.39127002659295
16,hessian,G1M1S1,0,-0.2020048176862991
16,hessian,G1M1S1,75,-19.391115569880174
16,hessian,G1M1S1,150,-19.391268599267715
16,hessian,G1M1S1,225,-19.391268639398863
16,hessian,G1M1S1,299,-19.391268639559037
17,control,G0M0S0,0,-2.006573455540847
17,control,G0M0S0,75,-6.501912987464753
17,control,G0M0S0,150,-9.699202452457612
17,control,G0M0S0,225,-15.026174843475319
17,control,G0M0S0,299,-15.493038487848438
17,control,G0M0S1,0,-2.006573455540847
17,control,G0M0S1,75,-6.494586343819593
17,control,G0M0S1,150,-9.686073812019133
17,control,G0M0S1,225,-15.022278674701765
17,control,G0M0S1,299,-15.492907073723185
17,control,G0M1S0,0,-2.006573455540847
17,control,G0M1S0,75,-6.785648068324761
17,control,G0M1S0,150,-10.961291109560884
17,control,G0M1S0,225,-15.376474443228965
17,control,G0M1S0,299,-15.504847934497018
17,control,G0M1S1,0,-2.006573455540847
17,control,G0M1S1,75,-6.780912944315604
17,control,G0M1S1,150,-10.946768719462586
17,control,G0M1S1,225,-15.375385686971157
17,control,G0M1S1,299,-15.504814062748682
17,control,G1M0S0,0,-2.006573455540847
17,control,G1M0S0,75,-6.545945246449607
17,control,G1M0S0,150,-9.76396663795322
17,control,G1M0S0,225,-15.051710387363888
17,control,G1M0S0,299,-15.493703947481638
17,control,G1M0S1,0,-2.006573455540847
17,control,G1M0S1,75,-6.538919622452973
17,control,G1M0S1,150,-9.75065078081116
17,control,G1M0S1,225,-15.048010828947572
17,control,G1M0S1,299,-15.493577522730131
17,control,G1M1S0,0,-2.006573455540847
17,control,G1M1S0,75,-6.816480144629718
17,control,G1M1S0,150,-11.051388478157108
17,control,G1M1S0,225,-15.384593983098863
17,control,G1M1S0,299,-15.505001400014503
17,control,G1M1S1,0,-2.006573455540847
17,control,G1M1S1,75,-6.811968137873924
17,control,G1M1S1,150,-11.03675843295394
17,control,G1M1S1,225,-15.383574762564063
17,control,G1M1S1,299,-15.504968632002257
17,hessian,G0M0S0,0,-2.006573455540847
17,hessian,G0M0S0,75,-15.507130633384964
17,hessian,G0M0S0,150,-15.508352847505996
17,hessian,G0M0S0,225,-15.508353117406042
17,hessian,G0M0S0,299,-15.508353117466559
17,hessian,G0M0S1,0,-2.006573455540847
17,hessian,G0M0S1,75,-15.507110604263435
17,hessian,G0M0S1,150,-15.508339179811234
17,hessian,G0M0S1,225,-15.508340522304458
17,hessian,G0M0S1,299,-15.50834054100677
17,hessian,G0M1S0,0,-2.006573455540847
17,hessian,G0M1S0,75,-15.508189062436337
17,hessian,G0M1S0,150,-15.508353114724954
17,hessian,G0M1S0,225,-15.508353117466523
17,hessian,G0M1S0,299,-15.508353117466562
17,hessian,G0M1S1,0,-2.006573455540847
17,hessian,G0M1S1,75,-15.508146769068627
17,hessian,G0M1S1,150,-15.508343182885646
17,hessian,G0M1S1,225,-15.508343336513768
17,hessian,G0M1S1,299,-15.508343337257255
17,hessian,G1M0S0,0,-2.006573455540847
17,hessian,G1M0S0,75,-15.507327315151766
17,hessian,G1M0S0,150,-15.508352890366947
17,hessian,G1M0S0,225,-15.508353117415314
17,hessian,G1M0S0,299,-15.508353117466559
17,hessian,G1M0S1,0,-2.006573455540847
17,hessian,G1M0S1,75,-15.507379432098425
17,hessian,G1M0S1,150,-15.508339069407679
17,hessian,G1M0S1,225,-15.508340520293263
17,hessian,G1M0S1,299,-15.508340540983962
17,hessian,G1M1S0,0,-2.006573455540847
17,hessian,G1M1S0,75,-15.508229817695781
17,hessian,G1M1S0,150,-15.508353115431763
17,hessian,G1M1S0,225,-15.508353117466534
17,hessian,G1M1S0,299,-15.50835311746657
17,hessian,G1M1S1,0,-2.006573455540847
17,hessian,G1M1S1,75,-15.508212647925426
17,hessian,G1M1S1,150,-15.508343160132245
17,hessian,G1M1S1,225,-15.508343336503753
17,hessian,G1M1S1,299,-15.508343337257639
18,control,G0M0S0,0,-0.6036549179264677
18,control,G0M0S0,75,-12.696213432981645
18,control,G0M0S0,150,-17.555399499385206
18,control,G0M0S0,225,-19.32374695373388
18,control,G0M0S0,299,-19.390617881733462
18,control,G0M0S1,0,-0.6036549179264677
18,control,G0M0S1,75,-12.695445167713459
18,control,G0M0S1,150,-17.556824437800387
18,control,G0M0S1,225,-19.323898599275722
18,control,G0M0S1,299,-19.3906227534249
18,control,G0M1S0,0,-0.6036549179264677
18,control,G0M1S0,75,-13.655717844985642
18,control,G0M1S0,150,-18.256588467439055
18,control,G0M1S0,225,-19.37939827451429
18,control,G0M1S0,299,-19.391229930877046
18,control,G0M1S1,0,-0.6036549179264677
18,control,G0M1S1,75,-13.655329986429605
18,control,G0M1S1,150,-18.257738636923687
18,control,G0M1S1,225,-19.379433699693614
18,control,G0M1S1,299,-19.39123073677707
18,control,G1M0S0,0,-0.6036549179264677
18,control,G1M0S0,75,-12.782776750073884
18,control,G1M0S0,150,-17.57608954744094
18,control,G1M0S0,225,-19.326124355929647
18,control,G1M0S0,299,-19.390644826896427
18,control,G1M0S1,0,-0.6036549179264677
18,control,G1M0S1,75,-12.782015448311492
18,control,G1M0S1,150,-17.577495138232273
18,control,G1M0S1,225,-19.326269930598922
18,control,G1M0S1,299,-19.390649550890902
18,control,G1M1S0,0,-0.6036549179264677
18,control,G1M1S0,75,-13.73740256031511
18,control,G1M1S0,150,-18.277754742004085
18,control,G1M1S0,225,-19.379943360478563
18,control,G1M1S0,299,-19.391231912767793
18,control,G1M1S1,0,-0.6036549179264677
18,control,G1M1S1,75,-13.737029886087829
18,control,G1M1S1,150,-18.278880205091085
18,control,G1M1S1,225,-19.379977170306073
18,control,G1M1S1,299,-19.391232693020427
18,hessian,G0M0S0,0,-0.6036549179264677
18,hessian,G0M0S0,75,-19.390326894747155
18,hessian,G0M0S0,150,-19.391269823809463
18,hessian,G0M0S0,225,-19.391270026548987
18,hessian,G0M0S0,299,-19.39127002659294
18,hessian,G0M0S1,0,-0.6036549179264677
18,hessian,G0M0S1,75,-19.39030083921967
18,hessian,G0M0S1,150,-19.391267762431216
18,hessian,G0M0S1,225,-19.391268239856768
18,hessian,G0M0S1,299,-19.391268244195143
18,hessian,G0M1S0,0,-0.6036549179264677
18,hessian,G0M1S0,75,-19.391150008208882
18,hessian,G0M1S0,150,-19.39127002472823
18,hessian,G0M1S0,225,-19.391270026592917
18,hessian,G0M1S0,299,-19.391270026592956
18,hessian,G0M1S1,0,-0.6036549179264677
18,hessian,G0M1S1,75,-19.39114100910802
18,hessian,G0M1S1,150,-19.391268609245373
18,hessian,G0M1S1,225,-19.39126863943673
18,hessian,G0M1S1,299,-19.391268639559186
18,hessian,G1M0S0,0,-0.6036549179264677
18,hessian,G1M0S0,75,-19.390608072761694
18,hessian,G1M0S0,150,-19.391269884698502
18,hessian,G1M0S0,225,-19.39127002656221
18,hessian,G1M0S0,299,-19.39127002659294
18,hessian,G1M0S1,0,-0.6036549179264677
18,hessian,G1M0S1,75,-19.39058959952053
18,hessian,G1M0S1,150,-19.391267880075794
18,hessian,G1M0S1,225,-19.391268240726927
18,hessian,G1M0S1,299,-19.39126824420901
18,hessian,G1M1S0,0,-0.6036549179264677
18,hessian,G1M1S0,75,-19.391191417719327
18,hessian,G1M1S0,150,-19.39127002538207
18,hessian,G1M1S0,225,-19.391270026592938
18,hessian,G1M1S0,299,-19.391270026592956
18,hessian,G1M1S1,0,-0.6036549179264677
18,hessian,G1M1S1,75,-19.391184311663636
18,hessian,G1M1S1,150,-19.39126861555434
18,hessian,G1M1S1,225,-19.391268639460677
18,hessian,G1M1S1,299,-19.3912686395593
19,control,G0M0S0,0,-0.42588955929483163
19,control,G0M0S0,75,-26.307072373603233
19,control,G0M0S0,150,-33.16723966693394
19,control,G0M0S0,225,-33.198692057348325
19,control,G0M0S0,299,-33.198717978568865
19,control,G0M0S1,0,-0.42588955929483163
19,control,G0M0S1,75,-26.307410320694416
19,control,G0M0S1,150,-33.167280052899834
19,control,G0M0S1,225,-33.198692893565116
19,control,G0M0S1,299,-33.198717869656754
19,control,G0M1S0,0,-0.42588955929483163
19,control,G0M1S0,75,-28.36114512282244
19,control,G0M1S0,150,-33.19497773254418
19,control,G0M1S0,225,-33.19871745005616
19,control,G0M1S0,299,-33.19871800494239
19,control,G0M1S1,0,-0.42588955929483163
19,control,G0M1S1,75,-28.361744827881644
19,control,G0M1S1,150,-33.19498870526816
19,control,G0M1S1,225,-33.19871746223964
19,control,G0M1S1,299,-33.198717899035344
19,control,G1M0S0,0,-0.42588955929483163
19,control,G1M0S0,75,-26.414044570661986
19,control,G1M0S0,150,-33.168890432276385
19,control,G1M0S0,225,-33.19869354815916
19,control,G1M0S0,299,-33.19871798007992
19,control,G1M0S1,0,-0.42588955929483163
19,control,G1M0S1,75,-26.414425989982412
19,control,G1M0S1,150,-33.168929541918416
19,control,G1M0S1,225,-33.19869435584715
19,control,G1M0S1,299,-33.19871787031688
19,control,G1M1S0,0,-0.42588955929483163
19,control,G1M1S0,75,-28.4554608145741
19,control,G1M1S0,150,-33.19524290207367
19,control,G1M1S0,225,-33.19871749016183
19,control,G1M1S0,299,-33.19871800495184
19,control,G1M1S1,0,-0.42588955929483163
19,control,G1M1S1,75,-28.45608618097226
19,control,G1M1S1,150,-33.1952534455488
19,control,G1M1S1,225,-33.19871749785296
19,control,G1M1S1,299,-33.1987178989864
19,hessian,G0M0S0,0,-0.42588955929483163
19,hessian,G0M0S0,75,-33.19733444066745
19,hessian,G0M0S0,150,-33.19871771692918
19,hessian,G0M0S0,225,-33.19871800501649
19,hessian,G0M0S0,299,-33.198718005076955
19,hessian,G0M0S1,0,-0.42588955929483163
19,hessian,G0M0S1,75,-33.19732066692656
19,hessian,G0M0S1,150,-33.19871703628907
19,hessian,G0M0S1,225,-33.19871742931606
19,hessian,G0M0S1,299,-33.1987174309776
19,hessian,G0M1S0,0,-0.42588955929483163
19,hessian,G0M1S0,75,-33.19853759108359
19,hessian,G0M1S0,150,-33.198718002446796
19,hessian,G0M1S0,225,-33.19871800507693
19,hessian,G0M1S0,299,-33.19871800507696
19,hessian,G0M1S1,0,-0.42588955929483163
19,hessian,G0M1S1,75,-33.19853408620298
19,hessian,G0M1S1,150,-33.19871754704113
19,hessian,G0M1S1,225,-33.19871755821697
19,hessian,G0M1S1,299,-33.19871755825385
19,hessian,G1M0S0,0,-0.42588955929483163
19,hessian,G1M0S0,75,-33.197719827579334
19,hessian,G1M0S0,150,-33.1987177973827
19,hessian,G1M0S0,225,-33.198718005033356
19,hessian,G1M0S0,299,-33.19871800507695
19,hessian,G1M0S1,0,-0.42588955929483163
19,hessian,G1M0S1,75,-33.197709566452545
19,hessian,G1M0S1,150,-33.198717115065904
19,hessian,G1M0S1,225,-33.19871742930212
19,hessian,G1M0S1,299,-33.1987174309773
19,hessian,G1M1S0,0,-0.42588955929483163
19,hessian,G1M1S0,75,-33.19859985345674
19,hessian,G1M1S0,150,-33.1987180033624
19,hessian,G1M1S0,225,-33.19871800507695
19,hessian,G1M1S0,299,-33.19871800507697
19,hessian,G1M1S1,0,-0.42588955929483163
19,hessian,G1M1S1,75,-33.19859702267317
19,hessian,G1M1S1,150,-33.19871754723248
19,hessian,G1M1S1,225,-33.19871755821464
19,hessian,G1M1S1,299,-33.19871755825384
20,control,G0M0S0,0,-0.5286218900116633
20,control,G0M0S0,75,-15.283205431048454
20,control,G0M0S0,150,-18.33553361107916
20,control,G0M0S0,225,-18.430179524434763
20,control,G0M0S0,299,-18.496249523903582
20,control,G0M0S1,0,-0.5286218900116633
20,control,G0M0S1,75,-15.281643999150404
20,control,G0M0S1,150,-18.335386590138867
20,control,G0M0S1,225,-18.4300952939495
20,control,G0M0S1,299,-18.496149871049916
20,control,G0M1S0,0,-0.5286218900116633
20,control,G0M1S0,75,-16.15060634571808
20,control,G0M1S0,150,-18.364670885374412
20,control,G0M1S0,225,-18.45136660139152
20,control,G0M1S0,299,-18.533627554673316
20,control,G0M1S1,0,-0.5286218900116633
20,control,G0M1S1,75,-16.14923420527962
20,control,G0M1S1,150,-18.36456881785872
20,control,G0M1S1,225,-18.451292669234753
20,control,G0M1S1,299,-18.533515354906722
20,control,G1M0S0,0,-0.5286218900116633
20,control,G1M0S0,75,-15.376608188883253
20,control,G1M0S0,150,-18.338791424480725
20,control,G1M0S0,225,-18.431428078630262
20,control,G1M0S0,299,-18.497592278289122
20,control,G1M0S1,0,-0.5286218900116633
20,control,G1M0S1,75,-15.375036894614075
20,control,G1M0S1,150,-18.338647999369172
20,control,G1M0S1,225,-18.43134393080363
20,control,G1M0S1,299,-18.49749177664668
20,control,G1M1S0,0,-0.5286218900116633
20,control,G1M1S0,75,-16.24360500884739
20,control,G1M1S0,150,-18.366853499700692
20,control,G1M1S0,225,-18.452644647117054
20,control,G1M1S0,299,-18.53541931001215
20,control,G1M1S1,0,-0.5286218900116633
20,control,G1M1S1,75,-16.24223843904467
20,control,G1M1S1,150,-18.36675294725999
20,control,G1M1S1,225,-18.452570519070303
20,control,G1M1S1,299,-18.535305561988284
20,hessian,G0M0S0,0,-0.5286218900116633
20,hessian,G0M0S0,75,-33.19670664394508
20,hessian,G0M0S0,150,-33.198717589177406
20,hessian,G0M0S0,225,-33.19871800499071
20,hessian,G0M0S0,299,-33.19871800507694
20,hessian,G0M0S1,0,-0.5286218900116633
20,hessian,G0M0S1,75,-33.196706970121056
20,hessian,G0M0S1,150,-33.19871745977221
20,hessian,G0M0S1,225,-33.1987174375554
20,hessian,G0M0S1,299,-33.198717431106516
20,hessian,G0M1S0,0,-0.5286218900116633
20,hessian,G0M1S0,75,-33.19822824510466
20,hessian,G0M1S0,150,-33.19871799795183
20,hessian,G0M1S0,225,-33.198718005076856
20,hessian,G0M1S0,299,-33.19871800507697
20,hessian,G0M1S1,0,-0.5286218900116633
20,hessian,G0M1S1,75,-33.19823716805911
20,hessian,G0M1S1,150,-33.19871761599546
20,hessian,G0M1S1,225,-33.19871755850591
20,hessian,G0M1S1,299,-33.19871755825507
20,hessian,G1M0S0,0,-0.5286218900116633
20,hessian,G1M0S0,75,-32.463507207528046
20,hessian,G1M0S0,150,-33.19851948759765
20,hessian,G1M0S0,225,-33.19871796400341
20,hessian,G1M0S0,299,-33.1987180050675
20,hessian,G1M0S1,0,-0.5286218900116633
20,hessian,G1M0S1,75,-32.68983720352059
20,hessian,G1M0S1,150,-33.1985775063512
20,hessian,G1M0S1,225,-33.19871730841597
20,hessian,G1M0S1,299,-33.19871742957372
20,hessian,G1M1S0,0,-0.5286218900116633
20,hessian,G1M1S0,75,-17.99582058755873
20,hessian,G1M1S0,150,-33.19621826695116
20,hessian,G1M1S0,225,-33.198717969735355
20,hessian,G1M1S0,299,-33.19871800507639
20,hessian,G1M1S1,0,-0.5286218900116633
20,hessian,G1M1S1,75,-17.96412599942208
20,hessian,G1M1S1,150,-33.198291552191975
20,hessian,G1M1S1,225,-33.19871757465137
20,hessian,G1M1S1,299,-33.19871755834493
21,control,G0M0S0,0,-0.3273409413474191
21,control,G0M0S0,75,-14.300524503550633
21,control,G0M0S0,150,-24.57779749491825
21,control,G0M0S0,225,-25.010023471118757
21,control,G0M0S0,299,-25.215895631462494
21,control,G0M0S1,0,-0.3273409413474191
21,control,G0M0S1,75,-14.300983030647014
21,control,G0M0S1,150,-24.578784872143515
21,control,G0M0S1,225,-25.010693541866647
21,control,G0M0S1,299,-25.216132925737995
21,control,G0M1S0,0,-0.3273409413474191
21,control,G0M1S0,75,-16.344044581767296
21,control,G0M1S0,150,-24.759272970130507
21,control,G0M1S0,225,-25.110486789485336
21,control,G0M1S0,299,-25.260830634235532
21,control,G0M1S1,0,-0.3273409413474191
21,control,G0M1S1,75,-16.345092951687565
21,control,G0M1S1,150,-24.760048162146415
21,control,G0M1S1,225,-25.1109561602588
21,control,G0M1S1,299,-25.260921346691
21,control,G1M0S0,0,-0.3273409413474191
21,control,G1M0S0,75,-14.357213310816004
21,control,G1M0S0,150,-24.573884856475253
21,control,G1M0S0,225,-25.00253046091336
21,control,G1M0S0,299,-25.212876860214564
21,control,G1M0S1,0,-0.3273409413474191
21,control,G1M0S1,75,-14.35774196291474
21,control,G1M0S1,150,-24.574885847327312
21,control,G1M0S1,225,-25.00322988810102
21,control,G1M0S1,299,-25.213131530644397
21,control,G1M1S0,0,-0.3273409413474191
21,control,G1M1S0,75,-16.40968175118397
21,control,G1M1S0,150,-24.751590809814754
21,control,G1M1S0,225,-25.10437490489312
21,control,G1M1S0,299,-25.259422035434525
21,control,G1M1S1,0,-0.3273409413474191
21,control,G1M1S1,75,-16.410803049151163
21,control,G1M1S1,150,-24.752381948339345
21,control,G1M1S1,225,-25.10487127413852
21,control,G1M1S1,299,-25.259520970121045
21,hessian,G0M0S0,0,-0.3273409413474191
21,hessian,G0M0S0,75,-25.287915501674526
21,hessian,G0M0S0,150,-25.29020633252408
21,hessian,G0M0S0,225,-25.2902068135629
21,hessian,G0M0S0,299,-25.29020681366534
21,hessian,G0M0S1,0,-0.3273409413474191
21,hessian,G0M0S1,75,-25.288261516476997
21,hessian,G0M0S1,150,-25.29018923108326
21,hessian,G0M0S1,225,-25.290189248572158
21,hessian,G0M0S1,299,-25.290189243936847
21,hessian,G0M1S0,0,-0.3273409413474191
21,hessian,G0M1S0,75,-25.289989406177618
21,hessian,G0M1S0,150,-25.290206810510117
21,hessian,G0M1S0,225,-25.290206813665304
21,hessian,G0M1S0,299,-25.29020681366536
21,hessian,G0M1S1,0,-0.3273409413474191
21,hessian,G0M1S1,75,-25.28995291939514
21,hessian,G0M1S1,150,-25.2901932132171
21,hessian,G0M1S1,225,-25.29019315104988
21,hessian,G0M1S1,299,-25.290193150787328
21,hessian,G1M0S0,0,-0.3273409413474191
21,hessian,G1M0S0,75,-33.187644892761824
21,hessian,G1M0S0,150,-33.19871554240215
21,hessian,G1M0S0,225,-33.198718004554145
21,hessian,G1M0S0,299,-33.19871800507684
21,hessian,G1M0S1,0,-0.3273409413474191
21,hessian,G1M0S1,75,-33.197074838176974
21,hessian,G1M0S1,150,-33.19871741603416
21,hessian,G1M0S1,225,-33.198717435632304
21,hessian,G1M0S1,299,-33.19871743107589
21,hessian,G1M1S0,0,-0.3273409413474191
21,hessian,G1M1S0,75,-33.19849182575153
21,hessian,G1M1S0,150,-33.19871800182146
21,hessian,G1M1S0,225,-33.19871800507691
21,hessian,G1M1S0,299,-33.19871800507697
21,hessian,G1M1S1,0,-0.3273409413474191
21,hessian,G1M1S1,75,-33.1984757250456
21,hessian,G1M1S1,150,-33.198717538948785
21,hessian,G1M1S1,225,-33.19871755818828
21,hessian,G1M1S1,299,-33.19871755825372
22,control,G0M0S0,0,-1.438288684219925
22,control,G0M0S0,75,-17.546623281105404
22,control,G0M0S0,150,-23.601362301323267
22,control,G0M0S0,225,-33.037641422003055
22,control,G0M0S0,299,-33.19857260246021
22,control,G0M0S1,0,-1.438288684219925
22,control,G0M0S1,75,-17.545999613831775
22,control,G0M0S1,150,-23.600165779041788
22,control,G0M0S1,225,-33.03758809022224
22,control,G0M0S1,299,-33.19857465537749
22,control,G0M1S0,0,-1.438288684219925
22,control,G0M1S0,75,-18.27742127478463
22,control,G0M1S0,150,-26.47738608536873
22,control,G0M1S0,225,-33.18751692524951
22,control,G0M1S0,299,-33.19871638817954
22,control,G0M1S1,0,-1.438288684219925
22,control,G0M1S1,75,-18.276960625087412
22,control,G0M1S1,150,-26.476069997733976
22,control,G0M1S1,225,-33.18752467660442
22,control,G0M1S1,299,-33.198716492682166
22,control,G1M0S0,0,-1.438288684219925
22,control,G1M0S0,75,-17.61325311808465
22,control,G1M0S0,150,-23.622988967406332
22,control,G1M0S0,225,-33.045917210367634
22,control,G1M0S0,299,-33.19858165054244
22,control,G1M0S1,0,-1.438288684219925
22,control,G1M0S1,75,-17.61263658615625
22,control,G1M0S1,150,-23.621805491031914
22,control,G1M0S1,225,-33.04586985846788
22,control,G1M0S1,299,-33.19858364061932
22,control,G1M1S0,0,-1.438288684219925
22,control,G1M1S0,75,-18.331394338107128
22,control,G1M1S0,150,-26.533880126342062
22,control,G1M1S0,225,-33.188364102959824
22,control,G1M1S0,299,-33.19871651335869
22,control,G1M1S1,0,-1.438288684219925
22,control,G1M1S1,75,-18.330944909148563
22,control,G1M1S1,150,-26.532581018892888
22,control,G1M1S1,225,-33.18837205732606
22,control,G1M1S1,299,-33.19871660936513
22,hessian,G0M0S0,0,-1.438288684219925
22,hessian,G0M0S0,75,-33.196871443844586
22,hessian,G0M0S0,150,-33.19871762371832
22,hessian,G0M0S0,225,-33.19871800499787
22,hessian,G0M0S0,299,-33.19871800507694
22,hessian,G0M0S1,0,-1.438288684219925
22,hessian,G0M0S1,75,-33.196869689476856
22,hessian,G0M0S1,150,-33.19871709774668
22,hessian,G0M0S1,225,-33.198717431618064
22,hessian,G0M0S1,299,-33.19871743101382
22,hessian,G0M1S0,0,-1.438288684219925
22,hessian,G0M1S0,75,-33.19837242724414
22,hessian,G0M1S0,150,-33.19871800013625
22,hessian,G0M1S0,225,-33.1987180050769
