study,seed,configuration,steps,initial_train_loss,final_train_loss,validation_loss,validation_accuracy,runtime_s,examples_per_second,peak_gpu_memory_mb,target_accuracy,updates_to_target,time_to_target_s,target_reached,device,torch_version
gpu_neural,5,HG_metric_no_momentum,600,2.309807777404785,0.08596742153167725,0.23801454901695251,0.902587890625,5.511419999995269,55738.8114134404,51.73779296875,0.9,550,5.065537999995286,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,5,HG_scalar_momentum,600,2.309807777404785,0.02142363414168358,0.5391156673431396,0.864990234375,6.261052600006224,49065.232258182055,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,5,HG_scalar_no_momentum,600,2.309807777404785,0.08232510089874268,0.23608870804309845,0.904296875,5.532041900005424,55531.03276381525,51.73779296875,0.9,550,5.066123399999924,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,5,SGD_momentum,600,2.309807777404785,0.020425651222467422,0.2324606329202652,0.908203125,2.6291732999961823,116842.81138882936,50.974609375,0.9,400,1.7759494000056293,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,5,AdamW,600,2.309807777404785,0.010057208128273487,0.3720666766166687,0.887451171875,3.09530060000543,99247.22658583178,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,6,HG_metric_momentum,600,2.3045897483825684,0.030540188774466515,0.5819522738456726,0.858154296875,5.435174800004461,56520.721283839455,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,6,HG_metric_no_momentum,600,2.3045897483825684,0.09031049907207489,0.24131307005882263,0.8974609375,5.512486200008425,55728.0306660052,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,6,HG_scalar_momentum,600,2.3045897483825684,0.014849867671728134,0.5229135751724243,0.867431640625,5.646427600004245,54406.08146640702,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,6,HG_scalar_no_momentum,600,2.3045897483825684,0.08589313924312592,0.2394370138645172,0.8984375,5.548496999996132,55366.34515621332,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,6,SGD_momentum,600,2.3045897483825684,0.025263478979468346,0.23284421861171722,0.902099609375,2.6031284000055166,118011.85066374327,50.974609375,0.9,400,1.7216861000051722,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,6,AdamW,600,2.3045897483825684,0.01864258199930191,0.37058940529823303,0.890625,3.2654621999972733,94075.50330861479,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,7,HG_metric_momentum,600,2.3097639083862305,0.0428050234913826,0.5227252244949341,0.8662109375,5.659675700007938,54278.72837300009,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,7,HG_metric_no_momentum,600,2.3097639083862305,0.10102683305740356,0.22051289677619934,0.91015625,5.5766096000006655,55087.234365476,51.73779296875,0.9,375,3.5149294000002556,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,7,HG_scalar_momentum,600,2.3097639083862305,0.0575217604637146,0.5452445149421692,0.85693359375,5.537752300006105,55473.77046814848,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,7,HG_scalar_no_momentum,600,2.3097639083862305,0.09618434309959412,0.21919532120227814,0.909912109375,6.067657099993085,50629.097020059045,51.73779296875,0.9,375,3.547753599996213,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,7,SGD_momentum,600,2.3097639083862305,0.025561165064573288,0.2192375212907791,0.90869140625,3.0756893000070704,99880.04965237998,50.974609375,0.9,300,1.5634610999986762,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,7,AdamW,600,2.3097639083862305,0.018063237890601158,0.34931230545043945,0.889892578125,3.3221369000093546,92470.60227985636,51.73779296875,0.9,425,2.30298860000039,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,8,HG_metric_momentum,600,2.3116114139556885,0.017142795026302338,0.5579787492752075,0.8603515625,6.267851199998404,49012.01228262697,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,8,HG_metric_no_momentum,600,2.3116114139556885,0.11694179475307465,0.21930235624313354,0.906982421875,6.108775800006697,50288.30817455491,51.73779296875,0.9,450,4.672381700002006,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,8,HG_scalar_momentum,600,2.3116114139556885,0.05961526557803154,0.5668837428092957,0.856201171875,5.878265599996666,52260.31297397896,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,8,HG_scalar_no_momentum,600,2.3116114139556885,0.11140820384025574,0.21791884303092957,0.907958984375,5.711280699993949,53788.28604945393,51.73779296875,0.9,450,4.256356400001096,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,8,SGD_momentum,600,2.3116114139556885,0.03292863070964813,0.21138781309127808,0.912841796875,2.7011574000061955,113729.02593506598,50.974609375,0.9,300,1.2870707999973092,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,8,AdamW,600,2.3116114139556885,0.03662125766277313,0.3714221715927124,0.887451171875,3.049740299989935,100729.88837804119,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,9,HG_metric_momentum,600,2.303816080093384,0.025189554318785667,0.557789146900177,0.860595703125,6.074774499997147,50569.77835146708,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,9,HG_metric_no_momentum,600,2.303816080093384,0.09545903652906418,0.24199870228767395,0.900634765625,5.519187099998817,55660.3707093144,51.73779296875,0.9,575,5.287485299995751,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,9,HG_scalar_momentum,600,2.303816080093384,0.0353676863014698,0.5693005323410034,0.85546875,5.4004200999916065,56884.46348840111,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,9,HG_scalar_no_momentum,600,2.303816080093384,0.09119988232851028,0.24071580171585083,0.900146484375,5.938757700001588,51727.99018217528,51.73779296875,0.9,600,5.9387394999939715,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,9,SGD_momentum,600,2.303816080093384,0.029311565682291985,0.23410454392433167,0.905029296875,2.920380399998976,105191.77570158591,50.974609375,0.9,475,2.194399700005306,True,NVIDIA GeForce GTX 1050,2.13.0+cu126
gpu_neural,9,AdamW,600,2.303816080093384,0.020135436207056046,0.42438581585884094,0.87451171875,3.4635292000020854,88695.65759682783,51.73779296875,0.9,,,False,NVIDIA GeForce GTX 1050,2.13.0+cu126
