x_m,y_m,potential_V
-0.04,-0.04,-0.805610456978
-0.039,-0.04,-0.855361808718
-0.038,-0.04,-0.903798331617
-0.037,-0.04,-0.950917554267
-0.036,-0.04,-0.996717458777
-0.035,-0.04,-1.04119643314
-0.034,-0.04,-1.08435322971
-0.033,-0.04,-1.12618692924
-0.032,-0.04,-1.16669690959
-0.031,-0.04,-1.20588281872
-0.03,-0.04,-1.24374455098
-0.029,-0.04,-1.28028222646
-0.028,-0.04,-1.31549617304
-0.027,-0.04,-1.3493869108
-0.026,-0.04,-1.38195513907
-0.025,-0.04,-1.41320172593
-0.024,-0.04,-1.44312770035
-0.023,-0.04,-1.47173424699
-0.022,-0.04,-1.49902270361
-0.021,-0.04,-1.52499456082
-0.02,-0.04,-1.54965146393
-0.019,-0.04,-1.57299521645
-0.018,-0.04,-1.59502778483
-0.017,-0.04,-1.6157513039
-0.016,-0.04,-1.63516808258
-0.015,-0.04,-1.65328060948
-0.014,-0.04,-1.67009155802
-0.013,-0.04,-1.68560379094
-0.012,-0.04,-1.69982036391
-0.011,-0.04,-1.71274452823
-0.01,-0.04,-1.72437973273
-0.009,-0.04,-1.7347296246
-0.008,-0.04,-1.74379804961
-0.007,-0.04,-1.75158905153
-0.006,-0.04,-1.75810687102
-0.005,-0.04,-1.76335594408
-0.004,-0.04,-1.76734090014
-0.003,-0.04,-1.77006656002
-0.002,-0.04,-1.77153793368
-0.001,-0.04,-1.77176021806
0,-0.04,-1.77073879495
0.001,-0.04,-1.76847922893
0.002,-0.04,-1.76498726561
0.003,-0.04,-1.76026883006
0.004,-0.04,-1.75433002555
0.005,-0.04,-1.74717713264
0.006,-0.04,-1.73881660875
0.007,-0.04,-1.72925508815
0.008,-0.04,-1.71849938257
0.009,-0.04,-1.70655648235
0.01,-0.04,-1.69343355827
0.011,-0.04,-1.679137964
0.012,-0.04,-1.66367723925
0.013,-0.04,-1.64705911336
0.014,-0.04,-1.6292915094
0.015,-0.04,-1.61038254856
0.016,-0.04,-1.59034055458
0.017,-0.04,-1.56917405817
0.018,-0.04,-1.54689180104
0.019,-0.04,-1.52350273962
0.02,-0.04,-1.49901604822
0.021,-0.04,-1.47344112163
0.022,-0.04,-1.44678757734
0.023,-0.04,-1.41906525728
0.024,-0.04,-1.3902842292
0.025,-0.04,-1.3604547879
0.026,-0.04,-1.32958745607
0.027,-0.04,-1.29769298482
0.028,-0.04,-1.26478235354
0.029,-0.04,-1.23086676891
0.03,-0.04,-1.19595766251
0.031,-0.04,-1.16006668672
0.032,-0.04,-1.12320570835
0.033,-0.04,-1.08538679972
0.034,-0.04,-1.04662222657
0.035,-0.04,-1.00692443285
0.036,-0.04,-0.966306022009
0.037,-0.04,-0.924779734753
0.038,-0.04,-0.882358423389
0.039,-0.04,-0.839055022754
0.04,-0.04,-0.794882517966
-0.04,-0.039,-0.770476729709
-0.039,-0.039,-0.818857213943
-0.038,-0.039,-0.865963978078
-0.037,-0.039,-0.911794411694
-0.036,-0.039,-0.956346341655
-0.035,-0.039,-0.999617986076
-0.034,-0.039,-1.04160791461
-0.033,-0.039,-1.08231501443
-0.032,-0.039,-1.12173846117
-0.031,-0.039,-1.15987769404
-0.03,-0.039,-1.19673239441
-0.029,-0.039,-1.2323024673
-0.028,-0.039,-1.26658802531
-0.027,-0.039,-1.29958937479
-0.026,-0.039,-1.33130700417
-0.025,-0.039,-1.36174157442
-0.024,-0.039,-1.39089391189
-0.023,-0.039,-1.41876500333
-0.022,-0.039,-1.44535599337
-0.021,-0.039,-1.47066818409
-0.02,-0.039,-1.49470303659
-0.019,-0.039,-1.51746217415
-0.018,-0.039,-1.53894738655
-0.017,-0.039,-1.55916063516
