epoch,optimizer,train_loss,test_loss,train_accuracy,test_accuracy
1,sgd,0.556224528157,0.541776122392,0.84825,0.856
2,sgd,0.435222631879,0.432879224897,0.88325,0.891
3,sgd,0.385194704118,0.384566608273,0.8965,0.902
4,sgd,0.35900045607,0.367724473306,0.902,0.902
5,sgd,0.343418060492,0.367158152896,0.9115,0.903
6,sgd,0.325635589854,0.357528001591,0.912,0.9
7,sgd,0.307169891965,0.343300881576,0.922,0.909
8,sgd,0.292775923797,0.326318893694,0.92625,0.911
9,sgd,0.284468738918,0.328504297692,0.92975,0.902
10,sgd,0.279455639029,0.334455020199,0.928,0.907
11,sgd,0.268917102746,0.320804074923,0.93175,0.91
12,sgd,0.262586509789,0.318510144598,0.93325,0.909
1,heavy_ball,0.395129019549,0.39435248067,0.88175,0.877
2,heavy_ball,0.345319520711,0.374306880999,0.9,0.892
3,heavy_ball,0.286813680302,0.323516942446,0.9225,0.907
4,heavy_ball,0.27918855425,0.337664376338,0.9235,0.893
5,heavy_ball,0.251624629066,0.321255602178,0.936,0.907
6,heavy_ball,0.238541672387,0.329693551293,0.9355,0.905
7,heavy_ball,0.237150487392,0.340325304526,0.93475,0.899
8,heavy_ball,0.224491341867,0.315571667506,0.94375,0.911
9,heavy_ball,0.205850608173,0.309789841036,0.9475,0.913
10,heavy_ball,0.200654225394,0.332803005587,0.95025,0.907
11,heavy_ball,0.198453453258,0.331160711406,0.95,0.907
12,heavy_ball,0.203082237065,0.339569824593,0.94075,0.898
1,nesterov,0.391426165048,0.389396646604,0.8835,0.877
2,nesterov,0.331769980045,0.353221113401,0.907,0.904
3,nesterov,0.292901567444,0.323954968948,0.92175,0.907
4,nesterov,0.276773030347,0.328422893483,0.925,0.902
5,nesterov,0.255024865103,0.318077239756,0.93525,0.911
6,nesterov,0.242597352756,0.325013266872,0.938,0.907
7,nesterov,0.235929089711,0.328083478327,0.93925,0.904
8,nesterov,0.222348675875,0.308935621634,0.943,0.916
9,nesterov,0.211356354613,0.30626184149,0.94675,0.917
10,nesterov,0.20568338816,0.325289967922,0.95025,0.912
11,nesterov,0.200207919819,0.319624510711,0.95125,0.91
12,nesterov,0.195696076948,0.316235041714,0.95,0.906
1,adamw,0.39067241821,0.402025851379,0.8835,0.88
2,adamw,0.314509850251,0.35415443845,0.91175,0.904
3,adamw,0.26709327544,0.326340248325,0.92575,0.912
4,adamw,0.24532094904,0.328665852986,0.93525,0.9
5,adamw,0.225884816733,0.319359353646,0.94125,0.908
6,adamw,0.214602817216,0.327368557861,0.9405,0.912
7,adamw,0.206212226561,0.339568193339,0.94475,0.907
8,adamw,0.186150401386,0.306970769063,0.95,0.918
9,adamw,0.175327166789,0.306157608403,0.957,0.917
10,adamw,0.165861290326,0.32471038633,0.9605,0.915
11,adamw,0.165513274724,0.328609778155,0.95725,0.911
12,adamw,0.171141653277,0.339279852899,0.95275,0.904
1,entropy_descent,0.496417229366,0.460342725986,0.8525,0.855
2,entropy_descent,0.356624646108,0.380802917573,0.89375,0.89
3,entropy_descent,0.389595385724,0.43682104072,0.883,0.876
4,entropy_descent,0.267909052111,0.325976397164,0.92275,0.897
5,entropy_descent,0.360552103241,0.46642060818,0.89075,0.868
6,entropy_descent,0.300638183276,0.410526809629,0.909,0.876
7,entropy_descent,0.246749186895,0.357348118497,0.929,0.901
8,entropy_descent,0.263919230551,0.391100098802,0.925,0.883
9,entropy_descent,0.216728027751,0.361435088395,0.94,0.896
10,entropy_descent,0.280491730794,0.42150119013,0.913,0.883
11,entropy_descent,0.191260753158,0.328640165374,0.95025,0.915
12,entropy_descent,0.178225520458,0.328574883181,0.951,0.913
1,hamiltonian_geometric,0.455134065632,0.438035048571,0.8625,0.869
2,hamiltonian_geometric,0.376374062818,0.38173261387,0.89375,0.898
3,hamiltonian_geometric,0.340315955533,0.349968456739,0.906,0.909
4,hamiltonian_geometric,0.316312119852,0.347548190791,0.9145,0.896
5,hamiltonian_geometric,0.294120518543,0.329646549912,0.9225,0.906
6,hamiltonian_geometric,0.282645248323,0.335198853538,0.925,0.903
7,hamiltonian_geometric,0.292784333847,0.356406680364,0.92125,0.902
8,hamiltonian_geometric,0.262157326394,0.327533664239,0.928,0.91
9,hamiltonian_geometric,0.250931246897,0.313221235471,0.94025,0.913
10,hamiltonian_geometric,0.242426638045,0.32177790401,0.939,0.908
11,hamiltonian_geometric,0.245658482788,0.324732134809,0.942,0.905
12,hamiltonian_geometric,0.235493327145,0.316863710272,0.94,0.91
