optimizer,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy
sgd,0.605412539137,0.618654539416,0.7,0.67
adam,0.0517675804068,0.124714818449,0.992222222222,0.973333333333
falling_ball,0.193141070016,0.235793390255,0.946666666667,0.95
entropy_descent,0.0757075099459,0.139975570047,0.982222222222,0.97
hamiltonian_geometric,0.0533723692362,0.140043228138,0.984444444444,0.953333333333
