optimizer,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy
sgd,0.434160687325,0.420711698809,0.872222222222,0.876666666667
adam,0.0254336745305,0.0294146636784,0.997777777778,0.996666666667
falling_ball,0.156046423832,0.13909960653,0.956666666667,0.966666666667
entropy_descent,0.0584542575004,0.0554582223289,0.988888888889,0.993333333333
hamiltonian_geometric,0.00612737806736,0.015547997653,1,0.993333333333
