x_m,y_m,potential_V
-0.04,-0.04,-0.881786114328
-0.039,-0.04,-0.934884996184
-0.038,-0.04,-0.986330277052
-0.037,-0.04,-1.03612833064
-0.036,-0.04,-1.08428589064
-0.035,-0.04,-1.13081003085
-0.034,-0.04,-1.17570814516
-0.033,-0.04,-1.21898792804
-0.032,-0.04,-1.26065735607
-0.031,-0.04,-1.30072467118
-0.03,-0.04,-1.33919836573
-0.029,-0.04,-1.37608716964
-0.028,-0.04,-1.41140003965
-0.027,-0.04,-1.4451461505
-0.026,-0.04,-1.47733488793
-0.025,-0.04,-1.50797584312
-0.024,-0.04,-1.53707880836
-0.023,-0.04,-1.56465377349
-0.022,-0.04,-1.59071092294
-0.021,-0.04,-1.61526063298
-0.02,-0.04,-1.63831346904
-0.019,-0.04,-1.65988018287
-0.018,-0.04,-1.67997170956
-0.017,-0.04,-1.69859916427
-0.016,-0.04,-1.71577383875
-0.015,-0.04,-1.73150719776
-0.014,-0.04,-1.74581087535
-0.013,-0.04,-1.75869667131
-0.012,-0.04,-1.77017654772
-0.011,-0.04,-1.78026262592
-0.01,-0.04,-1.78896718396
-0.009,-0.04,-1.79630265478
-0.008,-0.04,-1.80228162517
-0.007,-0.04,-1.80691683582
-0.006,-0.04,-1.81022118231
-0.005,-0.04,-1.81220771725
-0.004,-0.04,-1.81288965333
-0.003,-0.04,-1.81228036708
-0.002,-0.04,-1.81039340305
-0.001,-0.04,-1.80724247795
0,-0.04,-1.80284148423
0.001,-0.04,-1.79720449268
0.002,-0.04,-1.79034575361
0.003,-0.04,-1.78227969623
0.004,-0.04,-1.77302092618
0.005,-0.04,-1.76258422122
0.006,-0.04,-1.75098452527
0.007,-0.04,-1.73823694129
0.008,-0.04,-1.72435672354
0.009,-0.04,-1.70935926975
0.01,-0.04,-1.69326011383
0.011,-0.04,-1.6760749197
0.012,-0.04,-1.65781947634
0.013,-0.04,-1.63850969453
0.014,-0.04,-1.61816160488
0.015,-0.04,-1.59679135718
0.016,-0.04,-1.57441522042
0.017,-0.04,-1.55104958303
0.018,-0.04,-1.52671095293
0.019,-0.04,-1.50141595662
0.02,-0.04,-1.47518133719
0.021,-0.04,-1.44802395086
0.022,-0.04,-1.41996076204
0.023,-0.04,-1.3910088372
0.024,-0.04,-1.36118533763
0.025,-0.04,-1.33050751187
0.026,-0.04,-1.29899268812
0.027,-0.04,-1.2666582675
0.028,-0.04,-1.23352171861
0.029,-0.04,-1.19960057414
0.03,-0.04,-1.16491243001
0.031,-0.04,-1.12947494743
0.032,-0.04,-1.09330585824
0.033,-0.04,-1.0564229737
0.034,-0.04,-1.01884419658
0.035,-0.04,-0.980587536619
0.036,-0.04,-0.941671128791
0.037,-0.04,-0.902113254106
0.038,-0.04,-0.861932362194
0.039,-0.04,-0.821147094982
0.04,-0.04,-0.779776310602
-0.04,-0.039,-0.83622803689
-0.039,-0.039,-0.888205044101
-0.038,-0.039,-0.938567592051
-0.037,-0.039,-0.987322081023
-0.036,-0.039,-1.03447525948
-0.035,-0.039,-1.08003420309
-0.034,-0.039,-1.12400629376
-0.033,-0.039,-1.16639919933
-0.032,-0.039,-1.20722085476
-0.031,-0.039,-1.24647944493
-0.03,-0.039,-1.28418338976
-0.029,-0.039,-1.3203413315
-0.028,-0.039,-1.35496212441
-0.027,-0.039,-1.38805482651
-0.026,-0.039,-1.4196286934
-0.025,-0.039,-1.44969317356
-0.024,-0.039,-1.47825790508
-0.023,-0.039,-1.50533271323
-0.022,-0.039,-1.5309276086
-0.021,-0.039,-1.55505278553
-0.02,-0.039,-1.5777186205
-0.019,-0.039,-1.5989356704
-0.018,-0.039,-1.61871467043
-0.017,-0.039,-1.63706653163
-0.016,-0.039,-1.65400233814
-0.015,-0.039,-1.66953334402
-0.014,-0.039,-1.68367096994
-0.013,-0.039,-1.69642679966
-0.012,-0.039,-1.7078125767
-0.011,-0.039,-1.71784020106
-0.01,-0.039,-1.72652172644
-0.009,-0.039,-1.73386935806
-0.008,-0.039,-1.73989545121
-0.007,-0.039,-1.74461251085
-0.006,-0.039,-1.74803319216
-0.005,-0.039,-1.75017030222
-0.004,-0.039,-1.75103680265
-0.003,-0.039,-1.75064581301
-0.002,-0.039,-1.7490106146
-0.001,-0.039,-1.74614465431
0,-0.039,-1.74206154792
0.001,-0.039,-1.73677508249
0.002,-0.039,-1.7302992174
0.003,-0.039,-1.72264808365
0.004,-0.039,-1.71383598139
0.005,-0.039,-1.70387737576
0.006,-0.039,-1.69278689117
0.007,-0.039,-1.68057930457
0.008,-0.039,-1.66726953816
0.009,-0.039,-1.65287265221
0.01,-0.039,-1.63740383844
0.011,-0.039,-1.62087841457
0.012,-0.039,-1.60331182012
0.013,-0.039,-1.58471961387
0.014,-0.039,-1.56511747251
0.015,-0.039,-1.54452119051
0.016,-0.039,-1.52294668052
0.017,-0.039,-1.50040997388
0.018,-0.039,-1.47692722075
0.019,-0.039,-1.45251468917
0.02,-0.039,-1.42718876289
0.021,-0.039,-1.40096593775
0.022,-0.039,-1.37386281639
0.023,-0.039,-1.34589610182
0.024,-0.039,-1.31708258982
0.025,-0.039,-1.28743916105
0.026,-0.039,-1.25698277306
0.027,-0.039,-1.22573045322
0.028,-0.039,-1.19369929293
0.029,-0.039,-1.16090644384
0.03,-0.039,-1.12736911659
0.031,-0.039,-1.0931045825
0.032,-0.039,-1.05813017849
0.033,-0.039,-1.02246331544
0.034,-0.039,-0.986121489981
0.035,-0.039,-0.949122299488
0.036,-0.039,-0.911483460177
0.037,-0.039,-0.873222827644
0.038,-0.039,-0.834358419378
0.039,-0.039,-0.794908438461
0.04,-0.039,-0.754891297639
-0.04,-0.038,-0.792291391934
-0.039,-0.038,-0.843139933097
-0.038,-0.038,-0.892412942683
-0.037,-0.038,-0.940116848133
-0.036,-0.038,-0.98625841293
-0.035,-0.038,-1.03084471463
-0.034,-0.038,-1.07388312308
-0.033,-0.038,-1.11538127958
-0.032,-0.038,-1.15534707753
-0.031,-0.038,-1.19378864514
-0.03,-0.038,-1.2307143305
-0.029,-0.038,-1.26613268911
-0.028,-0.038,-1.30005247394
-0.027,-0.038,-1.33248262785
-0.026,-0.038,-1.36343227809
-0.025,-0.038,-1.39291073262
-0.024,-0.038,-1.42092747777
-0.023,-0.038,-1.44749217688
-0.022,-0.038,-1.47261466961
-0.021,-0.038,-1.49630497143
-0.02,-0.038,-1.51857327307
-0.019,-0.038,-1.53942993981
-0.018,-0.038,-1.5588855102
-0.017,-0.038,-1.57695069445
-0.016,-0.038,-1.59363637216
-0.015,-0.038,-1.60895358964
-0.014,-0.038,-1.62291355687
-0.013,-0.038,-1.63552764411
-0.012,-0.038,-1.64680737847
-0.011,-0.038,-1.65676444052
-0.01,-0.038,-1.66541066123
-0.009,-0.038,-1.67275801944
-0.008,-0.038,-1.67881864008
-0.007,-0.038,-1.68360479329
-0.006,-0.038,-1.68712889469
-0.005,-0.038,-1.68940350659
-0.004,-0.038,-1.69044134035
-0.003,-0.038,-1.69025525938
-0.002,-0.038,-1.68885828269
-0.001,-0.038,-1.68626358847
0,-0.038,-1.68248451713
0.001,-0.038,-1.67753457353
0.002,-0.038,-1.67142742782
0.003,-0.038,-1.66417691471
0.004,-0.038,-1.65579703101
0.005,-0.038,-1.64630193155
0.006,-0.038,-1.63570592372
0.007,-0.038,-1.62402346109
0.008,-0.038,-1.61126913659
0.009,-0.038,-1.5974576759
0.01,-0.038,-1.58260393149
0.011,-0.038,-1.56672287786
0.012,-0.038,-1.54982960807
0.013,-0.038,-1.53193933182
0.014,-0.038,-1.51306737472
0.015,-0.038,-1.49322917859
0.016,-0.038,-1.47244030227
0.017,-0.038,-1.45071642229
0.018,-0.038,-1.42807333308
0.019,-0.038,-1.40452694603
0.02,-0.038,-1.38009328717
0.021,-0.038,-1.35478849334
0.022,-0.038,-1.32862880673
0.023,-0.038,-1.3016305681
0.024,-0.038,-1.27381020903
0.025,-0.038,-1.24518424372
0.026,-0.038,-1.21576926081
0.027,-0.038,-1.18558191603
0.028,-0.038,-1.15463892614
0.029,-0.038,-1.12295706496
0.03,-0.038,-1.09055316174
0.031,-0.038,-1.05744410252
0.032,-0.038,-1.02364683472
0.033,-0.038,-0.989178375041
0.034,-0.038,-0.954055820824
0.035,-0.038,-0.918296364679
0.036,-0.038,-0.881917312097
0.037,-0.038,-0.844936101647
0.038,-0.038,-0.807370327161
0.039,-0.038,-0.769237761203
0.04,-0.038,-0.730556379013
-0.04,-0.037,-0.749936954772
-0.039,-0.037,-0.799650400164
-0.038,-0.037,-0.847827044049
-0.037,-0.037,-0.894473341012
-0.036,-0.037,-0.93959606918
-0.035,-0.037,-0.983202307423
-0.034,-0.037,-1.02529941292
-0.033,-0.037,-1.06589499981
-0.032,-0.037,-1.10499691955
-0.031,-0.037,-1.14261324352
-0.03,-0.037,-1.17875224808
-0.029,-0.037,-1.2134224024
-0.028,-0.037,-1.24663235896
-0.027,-0.037,-1.27839094658
-0.026,-0.037,-1.30870716565
-0.025,-0.037,-1.33759018538
-0.024,-0.037,-1.36504934244
-0.023,-0.037,-1.39109414063
-0.022,-0.037,-1.41573425128
-0.021,-0.037,-1.43897951376
-0.02,-0.037,-1.460839936
-0.019,-0.037,-1.48132569463
-0.018,-0.037,-1.50044713463
-0.017,-0.037,-1.51821476826
-0.016,-0.037,-1.53463927345
-0.015,-0.037,-1.54973149147
-0.014,-0.037,-1.56350242407
-0.013,-0.037,-1.57596323019
-0.012,-0.037,-1.58712522246
-0.011,-0.037,-1.59699986365
-0.01,-0.037,-1.60559876333
-0.009,-0.037,-1.61293367506
-0.008,-0.037,-1.61901649425
-0.007,-0.037,-1.62385925696
-0.006,-0.037,-1.62747413979
-0.005,-0.037,-1.62987346083
-0.004,-0.037,-1.63106968171
-0.003,-0.037,-1.63107541034
-0.002,-0.037,-1.62990340419
-0.001,-0.037,-1.62756657367
0,-0.037,-1.62407798495
0.001,-0.037,-1.61945086202
0.002,-0.037,-1.61369858736
0.003,-0.037,-1.60683470121
0.004,-0.037,-1.59887289902
0.005,-0.037,-1.58982702756
0.006,-0.037,-1.5797110796
0.007,-0.037,-1.56853918791
0.008,-0.037,-1.5563256189
0.009,-0.037,-1.54308476652
0.01,-0.037,-1.52883114694
0.011,-0.037,-1.51357939447
0.012,-0.037,-1.49734425873
0.013,-0.037,-1.48014060332
0.014,-0.037,-1.46198340567
0.015,-0.037,-1.44288775775
0.016,-0.037,-1.42286886715
0.017,-0.037,-1.401942058
0.018,-0.037,-1.38012277113
0.019,-0.037,-1.35742656318
0.02,-0.037,-1.33386910414
0.021,-0.037,-1.30946617333
0.022,-0.037,-1.28423365377
0.023,-0.037,-1.25818752525
0.024,-0.037,-1.23134385642
0.025,-0.037,-1.20371879638
0.026,-0.037,-1.17532856642
0.027,-0.037,-1.14618945255
0.028,-0.037,-1.11631779929
0.029,-0.037,-1.08573000551
0.03,-0.037,-1.05444252261
0.031,-0.037,-1.02247185562
0.032,-0.037,-0.989834567442
0.033,-0.037,-0.956547286376
0.034,-0.037,-0.922626717017
0.035,-0.037,-0.888089654377
0.036,-0.037,-0.852953000986
0.037,-0.037,-0.81723378654
0.038,-0.037,-0.780949189577
0.039,-0.037,-0.744116560466
0.04,-0.037,-0.70675344495
