step,optimizer,loss
1,sgd,20
1,adam,20
1,falling_ball,20
1,entropy_descent,20
1,hamiltonian_geometric,20
2,sgd,19.999991425
2,adam,23.0275930732
2,falling_ball,19.999991425
2,entropy_descent,19.8976004785
2,hamiltonian_geometric,19.8976410283
3,sgd,19.9999901318
3,adam,22.7639928886
3,falling_ball,19.9999699829
3,entropy_descent,19.7992211299
3,hamiltonian_geometric,19.7090154379
4,sgd,19.9999992789
4,adam,21.7492529093
4,falling_ball,19.9999520348
4,entropy_descent,19.7047034805
4,hamiltonian_geometric,19.4548672261
5,sgd,20.0000313586
5,adam,20.8824804499
5,falling_ball,19.9999243844
5,entropy_descent,19.613895311
5,hamiltonian_geometric,19.1582193231
6,sgd,20.0001149193
6,adam,21.5018993878
6,falling_ball,19.9998961849
6,entropy_descent,19.5266504095
6,hamiltonian_geometric,18.842204823
7,sgd,20.0003147404
7,adam,21.3059966141
7,falling_ball,19.9998708033
7,entropy_descent,19.4428283348
7,hamiltonian_geometric,18.5282370676
8,sgd,20.0007776639
8,adam,20.640134249
8,falling_ball,19.9998383369
8,entropy_descent,19.3622941876
8,hamiltonian_geometric,18.2346056931
9,sgd,20.0018364573
9,adam,20.5325873505
9,falling_ball,19.9998100606
9,entropy_descent,19.2849183924
9,hamiltonian_geometric,17.9755388836
10,sgd,20.0042451581
10,adam,20.7411857152
10,falling_ball,19.9997803395
10,entropy_descent,19.2105764869
10,hamiltonian_geometric,17.7607296215
11,sgd,20.0097123333
11,adam,20.7089130729
11,falling_ball,19.9997484762
11,entropy_descent,19.1391489201
11,hamiltonian_geometric,17.5952882518
12,sgd,20.0221093693
12,adam,20.5757295462
12,falling_ball,19.9997192135
12,entropy_descent,19.0705208585
12,hamiltonian_geometric,17.4800567995
13,sgd,20.0502082832
13,adam,20.5135575269
13,falling_ball,19.9996879593
13,entropy_descent,19.0045819996
13,hamiltonian_geometric,17.4122029043
14,sgd,20.1138852049
14,adam,20.4185209553
14,falling_ball,19.9996569435
14,entropy_descent,18.9412263933
14,hamiltonian_geometric,17.3860028151
15,sgd,20.2581765646
15,adam,20.2862206085
15,falling_ball,19.9996266467
15,entropy_descent,18.8803522696
15,hamiltonian_geometric,17.3937228094
16,sgd,20.5851283684
16,adam,20.2741962407
16,falling_ball,19.9995951388
16,entropy_descent,18.8218618738
16,hamiltonian_geometric,17.4265153332
17,sgd,21.3259620202
17,adam,20.3568596671
17,falling_ball,19.9995645912
17,entropy_descent,18.7656613081
17,hamiltonian_geometric,17.4752584308
18,sgd,23.0045915673
18,adam,20.3493997776
18,falling_ball,19.9995335527
18,entropy_descent,18.711660379
18,hamiltonian_geometric,17.5312828595
19,sgd,26.8081299734
19,adam,20.2271915603
19,falling_ball,19.9995026151
19,entropy_descent,18.6597724511
19,hamiltonian_geometric,17.5869488512
20,sgd,35.4264023926
20,adam,20.1559064095
20,falling_ball,19.999472094
20,entropy_descent,18.6099143068
20,hamiltonian_geometric,17.6360521765
21,sgd,54.9541610237
21,adam,20.1863190121
21,falling_ball,19.9994411536
21,entropy_descent,18.5620060113
21,hamiltonian_geometric,17.6740555837
22,sgd,99.2012270324
22,adam,20.2070267839
22,falling_ball,19.9994108861
22,entropy_descent,18.5159707828
22,hamiltonian_geometric,17.6981557752
23,sgd,199.45864464
23,adam,20.1553734211
23,falling_ball,19.9993806576
23,entropy_descent,18.4717348681
23,hamiltonian_geometric,17.7072071295
24,sgd,426.627364456
24,adam,20.1162969704
24,falling_ball,19.9993505315
24,entropy_descent,18.4292274232
24,hamiltonian_geometric,17.7015310103
25,sgd,941.358618231
25,adam,20.1479252236
25,falling_ball,19.9993210392
25,entropy_descent,18.3883803984
25,hamiltonian_geometric,17.6826436952
26,sgd,2107.66470822
26,adam,20.1685855162
26,falling_ball,19.999291518
26,entropy_descent,18.3491284276
26,hamiltonian_geometric,17.65293692
27,sgd,4750.34451548
27,adam,20.112358564
27,falling_ball,19.9992623262
27,entropy_descent,18.3114087231
27,hamiltonian_geometric,17.615343227
28,sgd,10738.2722236
28,adam,20.0565074278
28,falling_ball,19.99923348
28,entropy_descent,18.275160973
28,hamiltonian_geometric,17.5730143055
29,sgd,24306.044647
29,adam,20.0775798602
