x_m,y_m,potential_V
-0.04,-0.04,-0.840723060506
-0.039,-0.04,-0.896841961997
-0.038,-0.04,-0.951224131397
-0.037,-0.04,-1.00387405569
-0.036,-0.04,-1.05479668804
-0.035,-0.04,-1.103997461
-0.034,-0.04,-1.15148229608
-0.033,-0.04,-1.1972576096
-0.032,-0.04,-1.24133031483
-0.031,-0.04,-1.28370782063
-0.03,-0.04,-1.32439802637
-0.029,-0.04,-1.3634093136
-0.028,-0.04,-1.40075053453
-0.027,-0.04,-1.43643099789
-0.026,-0.04,-1.47046045258
-0.025,-0.04,-1.50284906985
-0.024,-0.04,-1.53360742459
-0.023,-0.04,-1.56274647637
-0.022,-0.04,-1.5902775508
-0.021,-0.04,-1.61621232156
-0.02,-0.04,-1.64056279348
-0.019,-0.04,-1.66334128664
-0.018,-0.04,-1.68456042153
-0.017,-0.04,-1.70423310525
-0.016,-0.04,-1.72237251834
-0.015,-0.04,-1.7389921024
-0.014,-0.04,-1.75410554803
-0.013,-0.04,-1.76772678327
-0.012,-0.04,-1.77986996235
-0.011,-0.04,-1.7905494549
-0.01,-0.04,-1.79977983562
-0.009,-0.04,-1.80757587464
-0.008,-0.04,-1.81395252861
-0.007,-0.04,-1.81892493269
-0.006,-0.04,-1.82250839345
-0.005,-0.04,-1.82471838273
-0.004,-0.04,-1.8255705324
-0.003,-0.04,-1.82508062985
-0.002,-0.04,-1.82326461412
-0.001,-0.04,-1.82013857239
0,-0.04,-1.81571873657
0.001,-0.04,-1.8100214799
0.002,-0.04,-1.80306331318
0.003,-0.04,-1.79486088057
0.004,-0.04,-1.78543095481
0.005,-0.04,-1.77479043179
0.006,-0.04,-1.76295632447
0.007,-0.04,-1.74994575612
0.008,-0.04,-1.73577595298
0.009,-0.04,-1.72046423638
0.01,-0.04,-1.70402801445
0.011,-0.04,-1.68648477339
0.012,-0.04,-1.6678520685
0.013,-0.04,-1.6481475149
0.014,-0.04,-1.62738877813
0.015,-0.04,-1.60559356452
0.016,-0.04,-1.58277961158
0.017,-0.04,-1.55896467832
0.018,-0.04,-1.53416653563
0.019,-0.04,-1.50840295689
0.02,-0.04,-1.48169170899
0.021,-0.04,-1.45405054379
0.022,-0.04,-1.42549719049
0.023,-0.04,-1.39604934904
0.024,-0.04,-1.3657246849
0.025,-0.04,-1.33454082569
0.026,-0.04,-1.30251535984
0.027,-0.04,-1.26966583789
0.028,-0.04,-1.23600977665
0.029,-0.04,-1.20156466668
0.03,-0.04,-1.16634798348
0.031,-0.04,-1.13037720258
0.032,-0.04,-1.09366981885
0.033,-0.04,-1.05624337008
0.034,-0.04,-1.01811546506
0.035,-0.04,-0.979303815809
0.036,-0.04,-0.939826274001
0.037,-0.04,-0.899700871145
0.038,-0.04,-0.858945862047
0.039,-0.04,-0.817579770992
0.04,-0.04,-0.775621439903
-0.04,-0.039,-0.795637273858
-0.039,-0.039,-0.850459514472
-0.038,-0.039,-0.90359515117
-0.037,-0.039,-0.955048401851
-0.036,-0.039,-1.0048239234
-0.035,-0.039,-1.05292682635
-0.034,-0.039,-1.09936268592
-0.033,-0.039,-1.14413754946
-0.032,-0.039,-1.18725794022
-0.031,-0.039,-1.22873085765
-0.03,-0.039,-1.26856377413
-0.029,-0.039,-1.30676462838
-0.028,-0.039,-1.34334181575
-0.027,-0.039,-1.37830417589
-0.026,-0.039,-1.41166097828
-0.025,-0.039,-1.44342190614
-0.024,-0.039,-1.47359703951
-0.023,-0.039,-1.50219683793
-0.022,-0.039,-1.52923212342
-0.021,-0.039,-1.55471406394
-0.02,-0.039,-1.57865415773
-0.019,-0.039,-1.60106421862
-0.018,-0.039,-1.62195636217
-0.017,-0.039,-1.6413429926
-0.016,-0.039,-1.65923679036
-0.015,-0.039,-1.67565070023
-0.014,-0.039,-1.69059791963
-0.013,-0.039,-1.70409188743
-0.012,-0.039,-1.71614627284
-0.011,-0.039,-1.72677496488
-0.01,-0.039,-1.73599206218
-0.009,-0.039,-1.74381186349
-0.008,-0.039,-1.75024885883
-0.007,-0.039,-1.7553177216
-0.006,-0.039,-1.75903330152
-0.005,-0.039,-1.76141061837
-0.004,-0.039,-1.76246485668
-0.003,-0.039,-1.76221136098
-0.002,-0.039,-1.76066563156
-0.001,-0.039,-1.75784332051
0,-0.039,-1.75376022784
0.001,-0.039,-1.74843229746
0.002,-0.039,-1.74187561289
0.003,-0.039,-1.73410639253
0.004,-0.039,-1.72514098444
0.005,-0.039,-1.71499586066
0.006,-0.039,-1.70368761097
0.007,-0.039,-1.6912329362
0.008,-0.039,-1.67764864114
0.009,-0.039,-1.66295162712
0.01,-0.039,-1.64715888421
0.011,-0.039,-1.63028748329
0.012,-0.039,-1.61235456783
0.013,-0.039,-1.59337734547
0.014,-0.039,-1.57337307948
0.015,-0.039,-1.55235908002
0.016,-0.039,-1.53035269523
0.017,-0.039,-1.50737130232
0.018,-0.039,-1.48343229858
0.019,-0.039,-1.45855309244
0.02,-0.039,-1.43275109483
0.021,-0.039,-1.40604371091
0.022,-0.039,-1.37844833243
0.023,-0.039,-1.34998233107
0.024,-0.039,-1.32066305294
0.025,-0.039,-1.2905078148
0.026,-0.039,-1.25953390209
0.027,-0.039,-1.22775856952
0.028,-0.039,-1.19519904429
0.029,-0.039,-1.16187253256
0.03,-0.039,-1.12779622936
0.031,-0.039,-1.09298733247
0.032,-0.039,-1.05746306018
0.033,-0.039,-1.0212406735
0.034,-0.039,-0.9843375025
0.035,-0.039,-0.946770977076
0.036,-0.039,-0.90855866168
0.037,-0.039,-0.869718293922
0.038,-0.039,-0.830267826518
0.039,-0.039,-0.790225472028
0.04,-0.039,-0.749609749702
-0.04,-0.038,-0.752242179583
-0.039,-0.038,-0.805763575918
-0.038,-0.038,-0.857648115051
-0.037,-0.038,-0.907899735254
-0.036,-0.038,-0.95652278818
-0.035,-0.038,-1.00352205505
-0.034,-0.038,-1.04890275925
-0.033,-0.038,-1.09267057533
-0.032,-0.038,-1.13483163454
-0.031,-0.038,-1.17539252669
-0.03,-0.038,-1.21436029865
-0.029,-0.038,-1.25174244946
-0.028,-0.038,-1.28754692233
-0.027,-0.038,-1.32178209405
-0.026,-0.038,-1.35445676214
-0.025,-0.038,-1.38558013048
-0.024,-0.038,-1.41516179391
-0.023,-0.038,-1.44321172247
-0.022,-0.038,-1.46974024567
-0.021,-0.038,-1.49475803736
-0.02,-0.038,-1.51827610111
-0.019,-0.038,-1.54030575655
-0.018,-0.038,-1.56085862631
-0.017,-0.038,-1.57994662368
-0.016,-0.038,-1.59758194078
-0.015,-0.038,-1.61377703698
-0.014,-0.038,-1.62854462775
-0.013,-0.038,-1.64189767359
-0.012,-0.038,-1.6538493693
-0.011,-0.038,-1.66441313357
-0.01,-0.038,-1.67360259905
-0.009,-0.038,-1.68143160297
