epoch,optimizer,train_loss,test_loss,train_accuracy,test_accuracy
1,sgd,0.605575368643,0.58045178475,0.83375,0.834
2,sgd,0.453568356383,0.448791937446,0.88,0.879
3,sgd,0.409100981144,0.409468806741,0.89125,0.895
4,sgd,0.383344615809,0.38801179268,0.89075,0.891
5,sgd,0.358257022108,0.370577116356,0.896,0.902
6,sgd,0.342291949618,0.369521570208,0.9045,0.894
7,sgd,0.326920498448,0.351006369375,0.91025,0.899
8,sgd,0.318311261344,0.356498770357,0.91075,0.907
9,sgd,0.30735838337,0.344046713134,0.9185,0.902
10,sgd,0.299355227714,0.34216554938,0.91825,0.904
11,sgd,0.294989307604,0.349709448429,0.9195,0.901
12,sgd,0.290941123322,0.345864588199,0.91975,0.902
1,heavy_ball,0.415616308833,0.398470018976,0.86925,0.884
2,heavy_ball,0.368510226033,0.423098983989,0.887,0.877
3,heavy_ball,0.31659923589,0.3608061115,0.91275,0.893
4,heavy_ball,0.290738051794,0.347253177995,0.916,0.896
5,heavy_ball,0.271112096332,0.349977303139,0.9225,0.898
6,heavy_ball,0.262430796575,0.352920020743,0.9235,0.892
7,heavy_ball,0.253941827004,0.354027771617,0.9255,0.9
8,heavy_ball,0.254877485923,0.36534871435,0.92775,0.896
9,heavy_ball,0.227650902863,0.356530634735,0.9365,0.9
10,heavy_ball,0.223036277191,0.338901990403,0.94,0.907
11,heavy_ball,0.23210614518,0.392172502262,0.92975,0.884
12,heavy_ball,0.206460415353,0.363764916896,0.94325,0.898
1,nesterov,0.410312016239,0.39556516294,0.8745,0.883
2,nesterov,0.349788688967,0.38856375109,0.8985,0.89
3,nesterov,0.319157424202,0.35739414325,0.91425,0.899
4,nesterov,0.292363420134,0.341311821713,0.92,0.9
5,nesterov,0.27237341218,0.346119212912,0.925,0.9
6,nesterov,0.261877158314,0.346520084981,0.927,0.896
7,nesterov,0.253994525002,0.341926955058,0.92975,0.904
8,nesterov,0.250899406789,0.353236673508,0.9275,0.9
9,nesterov,0.231721618614,0.346500881764,0.937,0.904
10,nesterov,0.225849264094,0.335752532367,0.94,0.909
11,nesterov,0.225037729405,0.364526740492,0.937,0.893
12,nesterov,0.212082262491,0.35312618938,0.94325,0.9
1,adamw,0.416027109845,0.409928933518,0.87025,0.878
2,adamw,0.334510570157,0.383455984631,0.90675,0.901
3,adamw,0.305599317208,0.359599661809,0.9145,0.901
4,adamw,0.262792135987,0.331747020332,0.93075,0.901
5,adamw,0.240766245727,0.356025385894,0.9335,0.903
6,adamw,0.235957610014,0.358966528579,0.93075,0.895
7,adamw,0.222327578467,0.357518027561,0.938,0.904
8,adamw,0.208899815701,0.35412622547,0.93975,0.897
9,adamw,0.209418231223,0.379805587294,0.94125,0.896
10,adamw,0.186744109743,0.345045667438,0.95,0.899
11,adamw,0.192286319881,0.380828408849,0.947,0.895
12,adamw,0.178453723079,0.374747554591,0.953,0.894
1,entropy_descent,0.442599956333,0.469537713997,0.869,0.864
2,entropy_descent,0.37571451529,0.400177727127,0.8875,0.883
3,entropy_descent,0.420233075603,0.465152426639,0.87075,0.873
4,entropy_descent,0.407146374492,0.486822015455,0.87625,0.869
5,entropy_descent,0.628072607522,0.715351736257,0.83675,0.818
6,entropy_descent,0.280817525187,0.397365891837,0.92075,0.892
7,entropy_descent,0.25898468011,0.371724799938,0.92775,0.899
8,entropy_descent,0.252946673198,0.417514103618,0.928,0.885
9,entropy_descent,0.311841355543,0.427399412161,0.913,0.883
10,entropy_descent,0.232342324475,0.402699231189,0.92875,0.89
11,entropy_descent,0.21486647475,0.395352239945,0.93775,0.895
12,entropy_descent,0.245849523825,0.433452193421,0.9235,0.876
1,hamiltonian_geometric,0.479014308206,0.442896096209,0.8565,0.876
2,hamiltonian_geometric,0.392188834517,0.394022284484,0.89025,0.892
3,hamiltonian_geometric,0.373651845135,0.37914781611,0.896,0.884
4,hamiltonian_geometric,0.335493241279,0.362971626226,0.90625,0.898
5,hamiltonian_geometric,0.315543150688,0.360516472799,0.91,0.898
6,hamiltonian_geometric,0.300481391974,0.348944829474,0.91575,0.892
7,hamiltonian_geometric,0.287821158373,0.33998679793,0.922,0.907
8,hamiltonian_geometric,0.286049043731,0.348241804564,0.916,0.892
9,hamiltonian_geometric,0.273782559019,0.34613435108,0.92525,0.901
10,hamiltonian_geometric,0.26304670887,0.335654916619,0.92725,0.904
11,hamiltonian_geometric,0.260367612476,0.350702852602,0.929,0.898
12,hamiltonian_geometric,0.252319032397,0.343982713472,0.932,0.895
