optimizer,trial,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,runtime_s,hyperparameters
adamw,1,0.219559863656,0.243290365587,0.944444444444,0.926666666667,1.1631658,"{'learning_rate': 0.003, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.0001}"
adamw,2,0.261616340334,0.284044417202,0.931111111111,0.92,0.982315200003,"{'learning_rate': 0.003, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.001}"
adamw,3,0.0579098711716,0.0805087094725,0.992222222222,0.98,1.07866460001,"{'learning_rate': 0.01, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.0001}"
adamw,4,0.129356318353,0.15156347037,0.97,0.97,0.970712900002,"{'learning_rate': 0.01, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.001}"
adamw,5,0.0305495249767,0.0459580916865,0.996666666667,0.986666666667,1.2017186,"{'learning_rate': 0.03, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.0001}"
adamw,6,0.114113488484,0.131551881651,0.983333333333,0.963333333333,1.0195578,"{'learning_rate': 0.03, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.001}"
nag,1,0.505156878065,0.511025313875,0.79,0.806666666667,0.881209299987,"{'learning_rate': 0.01, 'momentum': 0.85, 'weight_decay': 0.0001}"
nag,2,0.344407720809,0.357384720522,0.897777777778,0.9,1.0377671,"{'learning_rate': 0.01, 'momentum': 0.9, 'weight_decay': 0.0001}"
nag,3,0.176390458063,0.198833324113,0.951111111111,0.933333333333,0.911022500004,"{'learning_rate': 0.03, 'momentum': 0.85, 'weight_decay': 0.0001}"
nag,4,0.127981974673,0.153929132412,0.967777777778,0.96,0.8923412,"{'learning_rate': 0.03, 'momentum': 0.9, 'weight_decay': 0.0001}"
nag,5,0.100512150255,0.12795751495,0.978888888889,0.97,0.915625300011,"{'learning_rate': 0.06, 'momentum': 0.85, 'weight_decay': 0.0001}"
nag,6,0.0682455404273,0.0964559322502,0.985555555556,0.973333333333,0.962574299992,"{'learning_rate': 0.06, 'momentum': 0.9, 'weight_decay': 0.0001}"
heavy_ball,1,0.505640005911,0.511477546096,0.788888888889,0.8,1.0325377,"{'learning_rate': 0.01, 'momentum': 0.85, 'weight_decay': 0.0001}"
heavy_ball,2,0.345062651115,0.358045031851,0.897777777778,0.9,0.913143700003,"{'learning_rate': 0.01, 'momentum': 0.9, 'weight_decay': 0.0001}"
heavy_ball,3,0.176463972158,0.198666932596,0.951111111111,0.93,0.938194899994,"{'learning_rate': 0.03, 'momentum': 0.85, 'weight_decay': 0.0001}"
heavy_ball,4,0.127740530228,0.15333553107,0.966666666667,0.953333333333,0.947991499997,"{'learning_rate': 0.03, 'momentum': 0.9, 'weight_decay': 0.0001}"
heavy_ball,5,0.102178555424,0.130364036892,0.976666666667,0.973333333333,0.9402176,"{'learning_rate': 0.06, 'momentum': 0.85, 'weight_decay': 0.0001}"
heavy_ball,6,0.0700592705548,0.0986882870631,0.983333333333,0.976666666667,1.0327118,"{'learning_rate': 0.06, 'momentum': 0.9, 'weight_decay': 0.0001}"
hamiltonian_geometric,1,0.0305594663155,0.0459682336484,0.996666666667,0.986666666667,0.921724700005,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.001, 'metric_decay': 0.999, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,2,0.0271632675364,0.0465059914265,0.997777777778,0.993333333333,0.943631400005,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.001, 'metric_decay': 0.995, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,3,0.0261375070029,0.0465493586663,0.997777777778,0.993333333333,1.0166775,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.001, 'metric_decay': 0.99, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,4,0.0305795395047,0.0459889441274,0.996666666667,0.986666666667,1.02839170001,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.003, 'metric_decay': 0.999, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,5,0.0271872828591,0.0465144908139,0.997777777778,0.993333333333,0.988474699989,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.003, 'metric_decay': 0.995, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,6,0.0261577053254,0.0465430742004,0.997777777778,0.993333333333,0.989697100013,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.003, 'metric_decay': 0.99, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
