optimizer,best_trial,epoch,train_loss,val_loss,train_accuracy,val_accuracy
adamw,5,1,0.800507047765,0.79606073393,0.562222222222,0.563333333333
adamw,5,2,0.742878802451,0.737301833389,0.577777777778,0.56
adamw,5,3,0.698317649838,0.690270028368,0.6,0.61
adamw,5,4,0.627001314982,0.612373668746,0.684444444444,0.66
adamw,5,5,0.558662075114,0.547229237749,0.801111111111,0.806666666667
adamw,5,6,0.463718359742,0.443937219411,0.842222222222,0.86
adamw,5,7,0.391908095759,0.374272029876,0.896666666667,0.913333333333
adamw,5,8,0.344785338885,0.325605444988,0.914444444444,0.943333333333
adamw,5,9,0.295331490939,0.274783397847,0.932222222222,0.956666666667
adamw,5,10,0.242914700741,0.22893033321,0.948888888889,0.953333333333
adamw,5,11,0.216921451259,0.200346270998,0.948888888889,0.95
adamw,5,12,0.200250908366,0.185604938735,0.956666666667,0.956666666667
adamw,5,13,0.188099609141,0.169426707117,0.956666666667,0.966666666667
adamw,5,14,0.169329749934,0.156390037089,0.96,0.963333333333
adamw,5,15,0.160398451516,0.154634532404,0.966666666667,0.966666666667
adamw,5,16,0.153466551269,0.144740052936,0.963333333333,0.96
adamw,5,17,0.148416333088,0.143452021901,0.964444444444,0.96
adamw,5,18,0.13708555616,0.120290676779,0.963333333333,0.97
adamw,5,19,0.129670510893,0.11683303932,0.975555555556,0.973333333333
adamw,5,20,0.122548022468,0.112024983844,0.971111111111,0.98
adamw,5,21,0.114983054908,0.103394098976,0.981111111111,0.98
adamw,5,22,0.116009524937,0.115837288087,0.981111111111,0.963333333333
adamw,5,23,0.121628057664,0.124517328598,0.967777777778,0.96
adamw,5,24,0.101263158345,0.0986537032234,0.981111111111,0.973333333333
adamw,5,25,0.0972905065639,0.0906323400742,0.981111111111,0.98
adamw,5,26,0.101257638528,0.106127010722,0.978888888889,0.97
adamw,5,27,0.0954942161452,0.0997083877554,0.978888888889,0.97
adamw,5,28,0.0951542978137,0.07966000141,0.978888888889,0.98
adamw,5,29,0.0867368092882,0.08975778027,0.985555555556,0.98
adamw,5,30,0.0805973994336,0.0818916123617,0.986666666667,0.98
adamw,5,31,0.0845710413855,0.0899902169819,0.982222222222,0.973333333333
adamw,5,32,0.0750113654706,0.0690874550465,0.983333333333,0.99
adamw,5,33,0.0808518089622,0.068530719158,0.983333333333,0.993333333333
adamw,5,34,0.0767601460793,0.0630428274263,0.987777777778,0.993333333333
adamw,5,35,0.0821110002091,0.0730412338962,0.982222222222,0.983333333333
adamw,5,36,0.0773455192451,0.0607140318957,0.986666666667,0.996666666667
adamw,5,37,0.0681269607462,0.0620210984524,0.986666666667,0.99
adamw,5,38,0.0715168125943,0.0693471484994,0.985555555556,0.986666666667
