optimizer,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy
sgd,0.449994753704,0.439742928253,0.85,0.863333333333
adam,0.0374612078327,0.038083642145,0.99,0.99
falling_ball,0.155587830762,0.148991522923,0.968888888889,0.966666666667
entropy_descent,0.0622395243452,0.0643361818592,0.982222222222,0.98
hamiltonian_geometric,0.0269694399859,0.0262819978083,0.993333333333,0.986666666667
