optimizer,final_train_loss,final_test_loss,final_train_accuracy,final_test_accuracy,runtime_s
sgd,0.252791724925,0.365212128714,0.929,0.895,0.738439299996
hamiltonian_geometric,0.221252370778,0.369422277638,0.94125,0.899,1.3392794
nesterov,0.183554310404,0.37692823083,0.952,0.902,1.3249371
heavy_ball,0.177705200589,0.38565525546,0.953,0.903,0.871440099989
adamw,0.143586048919,0.396017430256,0.96575,0.895,1.0253662
entropy_descent,0.176110959246,0.409223382745,0.951,0.89,0.887373199992
