optimizer,best_trial,epoch,train_loss,val_loss,train_accuracy,val_accuracy
adamw,5,1,0.812108341436,0.835180564423,0.545555555556,0.536666666667
adamw,5,2,0.743630516883,0.762627342946,0.628888888889,0.626666666667
adamw,5,3,0.657406498046,0.679710004661,0.655555555556,0.59
adamw,5,4,0.615429420195,0.626645326473,0.631111111111,0.646666666667
adamw,5,5,0.509565430381,0.526500847259,0.793333333333,0.77
adamw,5,6,0.442158915823,0.460328413895,0.873333333333,0.856666666667
adamw,5,7,0.351991189417,0.366785897918,0.9,0.896666666667
adamw,5,8,0.298154853153,0.312706271687,0.915555555556,0.916666666667
adamw,5,9,0.254601202261,0.267231567181,0.932222222222,0.933333333333
adamw,5,10,0.218357373359,0.236085771832,0.944444444444,0.94
adamw,5,11,0.213901279995,0.223203097995,0.943333333333,0.943333333333
adamw,5,12,0.185929997234,0.203280130936,0.947777777778,0.95
adamw,5,13,0.181665913125,0.198906785731,0.956666666667,0.956666666667
adamw,5,14,0.15040892437,0.168678976846,0.972222222222,0.966666666667
adamw,5,15,0.140329832884,0.16053136841,0.965555555556,0.963333333333
adamw,5,16,0.141821453433,0.162976600817,0.972222222222,0.96
adamw,5,17,0.131921686824,0.15296113022,0.966666666667,0.953333333333
adamw,5,18,0.117843130554,0.139333589661,0.974444444444,0.966666666667
adamw,5,19,0.111734265008,0.134290683109,0.975555555556,0.966666666667
adamw,5,20,0.104357880276,0.126155282298,0.974444444444,0.963333333333
adamw,5,21,0.108314445273,0.125539132517,0.971111111111,0.963333333333
adamw,5,22,0.0982572870933,0.12038771778,0.984444444444,0.97
adamw,5,23,0.0982995860187,0.116524454939,0.978888888889,0.966666666667
adamw,5,24,0.088160656346,0.108882557337,0.983333333333,0.98
adamw,5,25,0.0905707942731,0.109023889845,0.976666666667,0.973333333333
adamw,5,26,0.0853977980965,0.101187368937,0.982222222222,0.973333333333
adamw,5,27,0.0806031232394,0.103436613919,0.984444444444,0.97
adamw,5,28,0.076523537512,0.103330681139,0.983333333333,0.97
adamw,5,29,0.0727907103069,0.0989783311408,0.987777777778,0.976666666667
adamw,5,30,0.0794127839142,0.108491356822,0.985555555556,0.963333333333
adamw,5,31,0.0710081330877,0.0906735967299,0.982222222222,0.983333333333
adamw,5,32,0.0689964749648,0.0930263744206,0.984444444444,0.983333333333
adamw,5,33,0.0748476927002,0.100108838908,0.981111111111,0.976666666667
adamw,5,34,0.0654677143803,0.0919614997501,0.986666666667,0.976666666667
adamw,5,35,0.0904803674512,0.12376298851,0.967777777778,0.953333333333
adamw,5,36,0.0691582876319,0.0933675576111,0.983333333333,0.97
adamw,5,37,0.0613819050215,0.0890649397109,0.985555555556,0.983333333333
adamw,5,38,0.0580121810636,0.082550636129,0.986666666667,0.976666666667
adamw,5,39,0.0590419038659,0.0872279106922,0.991111111111,0.976666666667
adamw,5,40,0.0547741438277,0.0810466494816,0.994444444444,0.98
adamw,5,41,0.0548859355473,0.0814415331851,0.993333333333,0.976666666667
adamw,5,42,0.0520892807513,0.076965174225,0.991111111111,0.98
