optimizer,step,train_loss,val_loss,val_perplexity,elapsed_s
adamw,25,10.258814811706543,9.718277740478516,16618.598528880473,7.593002299996442
adamw,50,9.264986724853516,8.799577808380127,6631.443675233984,14.662248900000122
adamw,75,8.458798065185547,8.113446998596192,3339.0679782327934,21.400281299997005
adamw,100,7.873491001129151,7.678187274932862,2160.699465618415,28.37151110000559
adamw,125,7.569239730834961,7.489172315597534,1788.5711066263782,35.131571399993845
adamw,150,7.419312267303467,7.434326982498169,1693.117837518721,42.123681800003396
adamw,175,7.367522430419922,7.395617294311523,1628.83008088339,48.94603609999467
adamw,200,7.337987556457519,7.358638858795166,1569.6985268592239,55.82523840000795
adafactor,25,9.350459632873536,8.049739885330201,3132.9799312505793,7.553672699999879
adafactor,50,7.653960342407227,7.5119157314300535,1829.7154307659753,14.94906009999977
adafactor,75,7.436813240051269,7.400170707702637,1636.2637289780866,22.415253400002257
adafactor,100,7.349031066894531,7.373618745803833,1593.3894339726808,29.62786100000085
adafactor,125,7.343276042938232,7.341333675384521,1542.768294320824,37.09471970000595
adafactor,150,7.272465610504151,7.326332998275757,1519.798437707305,44.37071110001125
adafactor,175,7.226986083984375,7.2840948581695555,1456.9417968891864,51.772965099997236
adafactor,200,7.211083717346192,7.242333793640137,1397.3512979956424,59.36849110000185
lion,25,10.52211399078369,10.286422634124756,29331.65637502419,7.052753500000108
lion,50,10.100516242980957,9.88437623977661,19621.40301077708,14.168438400010928
lion,75,9.703417854309082,9.50054111480713,13366.957931920415,21.373685400001705
lion,100,9.331401863098144,9.15344533920288,9446.932259903468,28.39475510000193
lion,125,9.01635166168213,8.845412063598634,6942.4642074620015,35.498210300007486
lion,150,8.699783897399902,8.575572395324707,5300.584599896679,42.55019100000209
lion,175,8.439482307434082,8.338144207000733,4180.32472120672,49.59229710001091
lion,200,8.220875053405761,8.127644252777099,3386.81168789737,56.828888700008974
muon_lite,25,10.750566749572753,10.683217620849609,43617.66992955526,8.663716600000043
muon_lite,50,10.669309883117675,10.632883167266845,41476.536768805265,17.312080299991067
muon_lite,75,10.629185028076172,10.605704498291015,40364.44080580797,25.87206039999728
muon_lite,100,10.611207237243653,10.59057683944702,39758.41673570211,34.43236049999541
muon_lite,125,10.599252662658692,10.579235076904297,39310.033747193134,43.221504099987214
muon_lite,150,10.582584724426269,10.569300842285156,38921.45197602807,51.96254090000002
muon_lite,175,10.57284683227539,10.559070682525634,38525.30906178487,60.66998729998886
muon_lite,200,10.567182693481445,10.548960399627685,38137.76965606606,69.28641199998674
hamiltonian_geometric,25,10.254929809570312,9.704937648773193,16398.377053667606,7.303924199994071
hamiltonian_geometric,50,9.244860763549804,8.778260040283204,6491.572266914972,14.866594999999506
hamiltonian_geometric,75,8.444814147949218,8.108127117156982,3321.3516985075285,22.236169700001483
hamiltonian_geometric,100,7.879365310668946,7.691282510757446,2189.180410004487,29.546745699990424
hamiltonian_geometric,125,7.586938152313232,7.502727699279785,1812.9809427958658,37.16096569999354
hamiltonian_geometric,150,7.434867439270019,7.442279243469239,1706.6356296860283,44.57473159999063
hamiltonian_geometric,175,7.380988388061524,7.403558969497681,1641.8172218885397,51.8733002999943
hamiltonian_geometric,200,7.3558549880981445,7.369910192489624,1587.4912080092556,59.3511443999887
