optimizer,final_train_loss,final_val_loss,final_val_perplexity,runtime_s,peak_gpu_memory_mb,target_val_loss,updates_to_target,time_to_target_s,target_reached
adafactor,7.211083717346192,7.242333793640137,1397.3512979956424,59.37041790000512,1350.35205078125,7.5,75,22.415253400002257,True
adamw,7.337987556457519,7.358638858795166,1569.6985268592239,55.827277399992454,1405.33251953125,7.5,125,35.131571399993845,True
hamiltonian_geometric,7.3558549880981445,7.369910192489624,1587.4912080092556,59.35316889999376,1432.9609375,7.5,150,44.57473159999063,True
lion,8.220875053405761,8.127644252777099,3386.81168789737,56.830715900010546,1377.7041015625,7.5,,,False
muon_lite,10.567182693481445,10.548960399627685,38137.76965606606,69.28840219999256,1377.73046875,7.5,,,False
