epoch,optimizer,train_loss,test_loss,train_accuracy,test_accuracy
1,sgd,0.538265219497,0.531925824804,0.86575,0.861
2,sgd,0.454599024757,0.469308436489,0.87275,0.871
3,sgd,0.391693275385,0.419911550417,0.8935,0.896
4,sgd,0.368867096622,0.410695153663,0.897,0.885
5,sgd,0.344917500015,0.386117066725,0.90725,0.894
6,sgd,0.332222154609,0.384793460079,0.9095,0.884
7,sgd,0.315271339077,0.380738685591,0.91375,0.895
8,sgd,0.309905113514,0.382120565642,0.91225,0.89
9,sgd,0.293118582137,0.370871500085,0.91775,0.894
10,sgd,0.283785647294,0.375561253908,0.921,0.888
11,sgd,0.278530392017,0.367229182674,0.924,0.896
12,sgd,0.267895502948,0.374172612519,0.9275,0.889
1,heavy_ball,0.41836867814,0.440410253061,0.876,0.875
2,heavy_ball,0.347639358136,0.421332740949,0.89025,0.872
3,heavy_ball,0.297620917834,0.400683303066,0.91675,0.889
4,heavy_ball,0.274059707352,0.378351917315,0.92325,0.896
5,heavy_ball,0.256903718249,0.383248782647,0.92475,0.892
6,heavy_ball,0.244639552309,0.38453731938,0.932,0.884
7,heavy_ball,0.253390054548,0.421344921873,0.92725,0.88
8,heavy_ball,0.22298250622,0.400328141408,0.93525,0.89
9,heavy_ball,0.217741627911,0.388654761683,0.9425,0.89
10,heavy_ball,0.209416157906,0.403636387331,0.9415,0.884
11,heavy_ball,0.201190462997,0.382506506484,0.947,0.897
12,heavy_ball,0.196124139479,0.403077334998,0.94225,0.895
1,nesterov,0.405154462489,0.418320154585,0.88025,0.879
2,nesterov,0.33859123225,0.396591480057,0.9005,0.886
3,nesterov,0.301377114004,0.391712556093,0.917,0.887
4,nesterov,0.28043163892,0.373879977121,0.92325,0.893
5,nesterov,0.25934144991,0.372696429704,0.92775,0.894
6,nesterov,0.249403672401,0.375968363143,0.9305,0.889
7,nesterov,0.244200099888,0.398655410045,0.93075,0.883
8,nesterov,0.22568168263,0.38666414706,0.93675,0.892
9,nesterov,0.21871645236,0.377367683421,0.94375,0.89
10,nesterov,0.209566803141,0.390145146647,0.9435,0.888
11,nesterov,0.20393847246,0.377011102931,0.94725,0.895
12,nesterov,0.197251326788,0.389143726159,0.9435,0.898
1,adamw,0.40698618395,0.440689189776,0.88125,0.879
2,adamw,0.325304885328,0.391441786807,0.905,0.898
3,adamw,0.274163323105,0.384230614279,0.923,0.901
4,adamw,0.260258717493,0.367930068849,0.9275,0.902
5,adamw,0.229462092932,0.360961370024,0.938,0.897
6,adamw,0.214195218397,0.377714560652,0.9395,0.886
7,adamw,0.214991573848,0.41036842633,0.93725,0.893
8,adamw,0.189470758819,0.393915877709,0.949,0.893
9,adamw,0.179754164255,0.38994343054,0.95325,0.9
10,adamw,0.174349719305,0.400710617089,0.9525,0.889
11,adamw,0.167133416313,0.388877763535,0.9575,0.897
12,adamw,0.155189019612,0.395760064546,0.96225,0.897
1,entropy_descent,0.434731243022,0.456126121017,0.86775,0.873
2,entropy_descent,0.480505771202,0.567617866739,0.85325,0.845
3,entropy_descent,0.318532333989,0.427409823163,0.907,0.89
4,entropy_descent,0.32097967107,0.460761244345,0.89725,0.872
5,entropy_descent,0.283911273259,0.40808239453,0.915,0.888
6,entropy_descent,0.309758601755,0.467199898807,0.90075,0.87
7,entropy_descent,0.243972583023,0.43387034833,0.93,0.894
8,entropy_descent,0.400357557376,0.5831221682,0.881,0.848
9,entropy_descent,0.216075364031,0.431751460989,0.938,0.89
10,entropy_descent,0.226351350641,0.449967185678,0.93325,0.883
11,entropy_descent,1.02606001788,1.2646706759,0.74125,0.72
12,entropy_descent,0.185785336118,0.432963416192,0.94975,0.888
1,hamiltonian_geometric,0.47034577531,0.467671112272,0.86,0.869
2,hamiltonian_geometric,0.381271047764,0.408503134462,0.88575,0.889
3,hamiltonian_geometric,0.346986821576,0.404642607699,0.901,0.89
4,hamiltonian_geometric,0.329739588681,0.384267832757,0.90525,0.896
5,hamiltonian_geometric,0.298631276886,0.375853776972,0.91775,0.892
6,hamiltonian_geometric,0.289075399848,0.376350613215,0.918,0.893
7,hamiltonian_geometric,0.279045592321,0.385164332693,0.923,0.888
8,hamiltonian_geometric,0.264383272356,0.374301339562,0.92475,0.894
9,hamiltonian_geometric,0.25451163004,0.36483346982,0.92925,0.894
10,hamiltonian_geometric,0.246438630161,0.373900129175,0.93175,0.893
11,hamiltonian_geometric,0.241558966378,0.369341285151,0.93175,0.894
12,hamiltonian_geometric,0.238476852112,0.376310953942,0.93225,0.893
