optimizer,final_train_loss,final_test_loss,final_train_accuracy,final_test_accuracy,runtime_s
hamiltonian_geometric,0.242182002532,0.330294580049,0.93275,0.909,0.9113583
nesterov,0.201512034454,0.335691104633,0.94175,0.915,1.70936730001
sgd,0.276347746101,0.339641591469,0.92375,0.9,1.04808750001
adamw,0.166740705814,0.34315976902,0.952,0.904,1.0324393
heavy_ball,0.19985713387,0.346324422503,0.93925,0.908,0.850027399996
entropy_descent,0.224689935683,0.419439121011,0.93375,0.889,0.948449499992
