optimizer,final_train_loss,final_test_loss,final_train_accuracy,final_test_accuracy,runtime_s
hamiltonian_geometric,0.23102725011,0.344042242573,0.9415,0.892,0.895361899995
sgd,0.269228710864,0.347661028813,0.9295,0.902,0.764265000005
nesterov,0.195841261059,0.350626588122,0.9515,0.892,1.20344100001
heavy_ball,0.196289571765,0.362086094701,0.948,0.884,0.881722699996
adamw,0.157533454007,0.370886153545,0.96125,0.887,1.0926437
entropy_descent,0.229242444017,0.454155043555,0.9265,0.88,0.825964100004
