epoch,optimizer,train_loss,val_loss,train_accuracy,val_accuracy
1,sgd,0.960390562107,0.964663604185,0.468888888889,0.463333333333
2,sgd,0.872335644772,0.877600885049,0.497777777778,0.506666666667
3,sgd,0.834454769432,0.840028750569,0.522222222222,0.506666666667
4,sgd,0.821490465794,0.827179684898,0.53,0.513333333333
5,sgd,0.814931741241,0.820842105244,0.528888888889,0.52
6,sgd,0.812311608423,0.817966871126,0.527777777778,0.526666666667
7,sgd,0.807494886288,0.813624315041,0.532222222222,0.526666666667
8,sgd,0.804100594039,0.810407456703,0.532222222222,0.53
9,sgd,0.802481431765,0.808552196398,0.533333333333,0.526666666667
10,sgd,0.80080721779,0.806437948156,0.537777777778,0.52
11,sgd,0.798196451267,0.803306711368,0.534444444444,0.53
12,sgd,0.795581862832,0.801508931918,0.537777777778,0.536666666667
13,sgd,0.793754268573,0.798780320045,0.538888888889,0.53
14,sgd,0.791508685352,0.796456584174,0.537777777778,0.54
15,sgd,0.78952713328,0.794367521769,0.54,0.533333333333
16,sgd,0.787179994511,0.792849133689,0.54,0.526666666667
17,sgd,0.784694732764,0.790484924714,0.541111111111,0.533333333333
18,sgd,0.782506267541,0.78855711566,0.54,0.536666666667
19,sgd,0.780513332346,0.786672332887,0.546666666667,0.543333333333
20,sgd,0.778507242667,0.784369673957,0.548888888889,0.54
21,sgd,0.776821313952,0.78252929627,0.545555555556,0.546666666667
22,sgd,0.774235047389,0.779857296911,0.544444444444,0.54
23,sgd,0.772624988196,0.777978716424,0.547777777778,0.54
24,sgd,0.770901740801,0.776502260577,0.547777777778,0.536666666667
25,sgd,0.76892462414,0.774657952709,0.545555555556,0.54
26,sgd,0.766916654828,0.772548702204,0.548888888889,0.54
27,sgd,0.765238311895,0.771236732693,0.548888888889,0.543333333333
28,sgd,0.762933934284,0.768897818403,0.55,0.55
29,sgd,0.761159702805,0.766733510665,0.551111111111,0.553333333333
30,sgd,0.758490636631,0.763436080242,0.555555555556,0.563333333333
31,sgd,0.757631327832,0.762157051605,0.555555555556,0.553333333333
32,sgd,0.755316515822,0.75974468508,0.554444444444,0.55
33,sgd,0.752462845196,0.756903911394,0.56,0.56
34,sgd,0.750399152698,0.75512836595,0.563333333333,0.56
35,sgd,0.748630572063,0.753797340886,0.564444444444,0.556666666667
36,sgd,0.746329290726,0.751371442333,0.566666666667,0.556666666667
37,sgd,0.744503759251,0.749227634064,0.564444444444,0.553333333333
38,sgd,0.742655394931,0.747258120658,0.572222222222,0.566666666667
39,sgd,0.739659018464,0.74443314714,0.565555555556,0.563333333333
40,sgd,0.737877525814,0.743124624207,0.572222222222,0.563333333333
41,sgd,0.735441432811,0.740065016482,0.566666666667,0.566666666667
42,sgd,0.733121437993,0.738134909262,0.571111111111,0.566666666667
43,sgd,0.73085734027,0.735451114163,0.571111111111,0.566666666667
44,sgd,0.7285638494,0.733124426815,0.571111111111,0.57
45,sgd,0.726408286613,0.731252807003,0.582222222222,0.566666666667
46,sgd,0.724837054253,0.729255677387,0.58,0.573333333333
47,sgd,0.721930272295,0.726356370196,0.575555555556,0.57
48,sgd,0.719579121797,0.723805582434,0.581111111111,0.573333333333
