optimizer,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy
sgd,0.497538925617,0.503114569578,0.791111111111,0.81
adam,0.0263923661615,0.0501146622911,0.994444444444,0.986666666667
falling_ball,0.175454819328,0.200031280424,0.944444444444,0.933333333333
entropy_descent,0.0605229020173,0.0937799058254,0.987777777778,0.976666666667
hamiltonian_geometric,0.0148885189865,0.0273828652187,0.994444444444,0.986666666667
