optimizer,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy
sgd,0.552841763279,0.54285766621,0.745555555556,0.753333333333
adam,0.0407796019667,0.0498784744449,0.992222222222,0.986666666667
falling_ball,0.196882002992,0.176132104119,0.946666666667,0.963333333333
entropy_descent,0.0654814890686,0.0625206756548,0.984444444444,0.983333333333
hamiltonian_geometric,0.0344716130478,0.0314754082961,0.991111111111,0.99
