optimizer,testproblem,epochs,final_val_loss,final_val_acc,final_test_loss,final_test_acc,runtime_s
hamiltonian_geometric,mnist_mlp,20,0.1012331609491435,0.9846754807692307,0.09373654406730561,0.9853766025641025,980.6554836999858
sgd_momentum,mnist_mlp,20,0.09857830239044955,0.9823717948717948,0.08744310177710829,0.9842748397435898,1008.6230308000231
adamw,mnist_mlp,20,0.14269341311219016,0.9776642628205128,0.11609493181054613,0.9801682692307693,529.0367909999914
