optimizer,trial,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,runtime_s,hyperparameters
adamw,1,0.226060363638,0.200398695366,0.941111111111,0.96,0.8205151,"{'learning_rate': 0.003, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.0001}"
adamw,2,0.273493926713,0.248725595281,0.931111111111,0.946666666667,1.2800381,"{'learning_rate': 0.003, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.001}"
adamw,3,0.0559156661178,0.0548506600666,0.993333333333,0.986666666667,1.17290969999,"{'learning_rate': 0.01, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.0001}"
adamw,4,0.125258395516,0.117990524063,0.971111111111,0.973333333333,1.06543810001,"{'learning_rate': 0.01, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.001}"
adamw,5,0.0237429050019,0.0278839864334,0.996666666667,0.99,0.970183099998,"{'learning_rate': 0.03, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.0001}"
adamw,6,0.10563820758,0.102468465054,0.977777777778,0.98,1.19363740001,"{'learning_rate': 0.03, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.001}"
nag,1,0.440795236365,0.428175982873,0.856666666667,0.853333333333,1.2584528,"{'learning_rate': 0.01, 'momentum': 0.85, 'weight_decay': 0.0001}"
nag,2,0.29547012332,0.279168061245,0.917777777778,0.923333333333,0.829441400012,"{'learning_rate': 0.01, 'momentum': 0.9, 'weight_decay': 0.0001}"
nag,3,0.156349029844,0.142700754872,0.96,0.966666666667,0.872206500004,"{'learning_rate': 0.03, 'momentum': 0.85, 'weight_decay': 0.0001}"
nag,4,0.113958963591,0.103392895747,0.971111111111,0.973333333333,0.865449599994,"{'learning_rate': 0.03, 'momentum': 0.9, 'weight_decay': 0.0001}"
nag,5,0.0899942989154,0.0841145874907,0.98,0.983333333333,0.853874599998,"{'learning_rate': 0.06, 'momentum': 0.85, 'weight_decay': 0.0001}"
nag,6,0.0628127636024,0.0610454571445,0.988888888889,0.986666666667,0.83389699999,"{'learning_rate': 0.06, 'momentum': 0.9, 'weight_decay': 0.0001}"
heavy_ball,1,0.441027795392,0.428398061675,0.856666666667,0.853333333333,0.787358699992,"{'learning_rate': 0.01, 'momentum': 0.85, 'weight_decay': 0.0001}"
heavy_ball,2,0.295679390487,0.279200195515,0.917777777778,0.923333333333,0.742264,"{'learning_rate': 0.01, 'momentum': 0.9, 'weight_decay': 0.0001}"
heavy_ball,3,0.156640746494,0.143137163217,0.961111111111,0.966666666667,0.885588200006,"{'learning_rate': 0.03, 'momentum': 0.85, 'weight_decay': 0.0001}"
heavy_ball,4,0.114560621141,0.104081827684,0.971111111111,0.973333333333,0.881812799998,"{'learning_rate': 0.03, 'momentum': 0.9, 'weight_decay': 0.0001}"
heavy_ball,5,0.090795272954,0.0849671319536,0.977777777778,0.983333333333,0.824281500012,"{'learning_rate': 0.06, 'momentum': 0.85, 'weight_decay': 0.0001}"
heavy_ball,6,0.063937201843,0.0621021585822,0.988888888889,0.986666666667,0.748431699991,"{'learning_rate': 0.06, 'momentum': 0.9, 'weight_decay': 0.0001}"
hamiltonian_geometric,1,0.023748190562,0.0278863534613,0.996666666667,0.99,0.893379000001,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.001, 'metric_decay': 0.999, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,2,0.021519808687,0.0271360767569,0.997777777778,0.99,0.88817939999,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.001, 'metric_decay': 0.995, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,3,0.0209922337419,0.0267129115295,0.998888888889,0.99,0.912978199995,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.001, 'metric_decay': 0.99, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,4,0.023758804587,0.0278912286735,0.996666666667,0.99,0.84551259999,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.003, 'metric_decay': 0.999, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,5,0.021521251652,0.0271392428885,0.997777777778,0.99,0.801707999999,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.003, 'metric_decay': 0.995, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,6,0.0209932009512,0.0267202211565,0.998888888889,0.99,0.884936999995,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.003, 'metric_decay': 0.99, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
