optimizer,best_trial,epoch,train_loss,val_loss,train_accuracy,val_accuracy
adamw,5,1,0.868789754559,0.886191740512,0.55,0.523333333333
adamw,5,2,0.754793175885,0.761197277916,0.561111111111,0.576666666667
adamw,5,3,0.701001923048,0.701385457203,0.593333333333,0.6
adamw,5,4,0.637187034977,0.635903998779,0.655555555556,0.63
adamw,5,5,0.5781905531,0.56713398961,0.714444444444,0.72
adamw,5,6,0.497678834831,0.48083662765,0.794444444444,0.793333333333
adamw,5,7,0.425499910224,0.403545540068,0.838888888889,0.836666666667
adamw,5,8,0.380418117976,0.351988961145,0.896666666667,0.92
adamw,5,9,0.3045886532,0.271606762093,0.922222222222,0.926666666667
adamw,5,10,0.263709320173,0.231306817468,0.935555555556,0.95
adamw,5,11,0.251658060788,0.217764092756,0.934444444444,0.95
adamw,5,12,0.228965903225,0.199438387132,0.942222222222,0.96
adamw,5,13,0.192620390199,0.165730814309,0.946666666667,0.963333333333
adamw,5,14,0.16802321814,0.153833963644,0.957777777778,0.97
adamw,5,15,0.162177191251,0.149330929326,0.957777777778,0.966666666667
adamw,5,16,0.157575689945,0.153270486079,0.963333333333,0.966666666667
adamw,5,17,0.132970555314,0.12500887967,0.973333333333,0.973333333333
adamw,5,18,0.130130487821,0.124025287997,0.971111111111,0.973333333333
adamw,5,19,0.121791442238,0.11289097838,0.971111111111,0.973333333333
adamw,5,20,0.127734506885,0.109266461198,0.968888888889,0.973333333333
adamw,5,21,0.109532884127,0.099337661465,0.982222222222,0.98
adamw,5,22,0.102461196113,0.090460653878,0.974444444444,0.973333333333
adamw,5,23,0.105672631982,0.0926349922081,0.975555555556,0.98
adamw,5,24,0.0991310505417,0.0875364767092,0.98,0.986666666667
adamw,5,25,0.0866502096969,0.0789170612919,0.976666666667,0.976666666667
adamw,5,26,0.0852059962019,0.0794382625526,0.987777777778,0.99
adamw,5,27,0.0819627297895,0.0728836999211,0.981111111111,0.986666666667
adamw,5,28,0.0792128414095,0.0755681382765,0.984444444444,0.983333333333
adamw,5,29,0.0710991816338,0.0666463216003,0.985555555556,0.983333333333
adamw,5,30,0.0681624322792,0.065296890538,0.985555555556,0.986666666667
adamw,5,31,0.0681074112577,0.0678892916323,0.984444444444,0.98
adamw,5,32,0.0658657930685,0.0665734300774,0.988888888889,0.983333333333
adamw,5,33,0.0673501658277,0.0677118061201,0.984444444444,0.98
adamw,5,34,0.0604248067988,0.0604016983815,0.994444444444,0.986666666667
adamw,5,35,0.0609241423188,0.0566983070677,0.988888888889,0.986666666667
adamw,5,36,0.0636132808814,0.05933337319,0.987777777778,0.986666666667
adamw,5,37,0.0598157690777,0.0566512100978,0.987777777778,0.99
adamw,5,38,0.0538614452011,0.0536978910283,0.99,0.99
adamw,5,39,0.0578786424983,0.0559407860882,0.987777777778,0.993333333333
adamw,5,40,0.0554535547395,0.0524676284165,0.992222222222,0.983333333333
adamw,5,41,0.0517602930363,0.0545030797585,0.996666666667,0.99
adamw,5,42,0.0514741770431,0.0483975853643,0.984444444444,0.983333333333
adamw,5,43,0.0432639803238,0.0447608926698,0.992222222222,0.986666666667
adamw,5,44,0.0427644370744,0.043615516935,0.995555555556,0.996666666667
adamw,5,45,0.0445262426207,0.0456550502295,0.99,0.986666666667
adamw,5,46,0.0421909486069,0.0426232456401,0.993333333333,0.996666666667
adamw,5,47,0.0413168175068,0.0433954883424,0.994444444444,0.99
adamw,5,48,0.0491755217787,0.0521697293459,0.994444444444,0.993333333333
adamw,5,49,0.0410593472986,0.0412776207639,0.991111111111,0.99
adamw,5,50,0.0461755749169,0.050292070053,0.996666666667,0.99
adamw,5,51,0.0357480711524,0.0373656661309,0.995555555556,0.99
adamw,5,52,0.0396542709054,0.0430230008577,0.991111111111,0.983333333333
adamw,5,53,0.0428435109382,0.0481905637155,0.994444444444,0.99
adamw,5,54,0.0380158554017,0.0374775073473,0.994444444444,0.986666666667
adamw,5,55,0.0342271040879,0.0361327856619,0.997777777778,0.996666666667
adamw,5,56,0.0344516492643,0.0373304727869,0.994444444444,0.993333333333
adamw,5,57,0.032524485754,0.0352683926163,0.996666666667,0.996666666667
adamw,5,58,0.0328046701504,0.0348224000946,0.997777777778,0.996666666667
adamw,5,59,0.0313060223983,0.0335455697617,0.996666666667,0.99
adamw,5,60,0.0333152127637,0.0357996967475,0.997777777778,0.996666666667
adamw,5,61,0.0372091716364,0.0372331368952,0.995555555556,0.993333333333
adamw,5,62,0.0397306757744,0.0418033895924,0.992222222222,0.993333333333
adamw,5,63,0.0322779096211,0.0353456344234,0.994444444444,0.99
adamw,5,64,0.0342052863012,0.0374944029488,0.992222222222,0.993333333333
adamw,5,65,0.0356692530544,0.0413374300072,0.994444444444,0.99
adamw,5,66,0.030342139277,0.0345211773233,0.997777777778,0.99
adamw,5,67,0.0287998205879,0.0322823629765,0.997777777778,0.993333333333
adamw,5,68,0.031059592716,0.0331687767841,0.995555555556,0.996666666667
adamw,5,69,0.0277134295944,0.0323270251491,0.996666666667,0.99
adamw,5,70,0.0352999631827,0.0413109398038,0.99,0.983333333333
adamw,5,71,0.0318428973593,0.0352472632771,0.996666666667,0.99
adamw,5,72,0.0289002977479,0.0352860748886,0.997777777778,0.99
adamw,5,73,0.0279850282873,0.0299163116208,0.997777777778,0.996666666667
adamw,5,74,0.0296769674434,0.0331638541056,0.997777777778,0.996666666667
adamw,5,75,0.0269385355722,0.0298065772604,0.997777777778,0.996666666667
adamw,5,76,0.0256281800838,0.029148029463,0.997777777778,0.996666666667
adamw,5,77,0.0265647509625,0.0317857080999,0.997777777778,0.99
adamw,5,78,0.0281520162829,0.034406308185,0.998888888889,0.996666666667
adamw,5,79,0.0269195295381,0.032871168425,0.995555555556,0.993333333333
adamw,5,80,0.0308326560694,0.0345132281555,0.993333333333,0.993333333333
adamw,5,81,0.0264210501049,0.0297273559192,0.996666666667,0.99
