epoch,optimizer,train_loss,val_loss,train_accuracy,val_accuracy
1,sgd,0.916456430087,0.921712428762,0.482222222222,0.47
2,sgd,0.851606368987,0.853220558463,0.522222222222,0.51
3,sgd,0.829890338942,0.830161082261,0.52,0.513333333333
4,sgd,0.815802885865,0.814762581204,0.518888888889,0.503333333333
5,sgd,0.806705015398,0.804848315371,0.524444444444,0.52
6,sgd,0.80167770034,0.799165739839,0.522222222222,0.516666666667
7,sgd,0.797747749717,0.795015206514,0.526666666667,0.52
8,sgd,0.793800395012,0.790870343305,0.53,0.52
9,sgd,0.79086637195,0.787475030259,0.53,0.523333333333
10,sgd,0.78780721722,0.784012923352,0.532222222222,0.52
11,sgd,0.785550346628,0.781457142302,0.533333333333,0.536666666667
12,sgd,0.783218256411,0.779306148071,0.538888888889,0.52
13,sgd,0.780503235383,0.77631958871,0.538888888889,0.526666666667
14,sgd,0.777336030148,0.773098628994,0.537777777778,0.52
15,sgd,0.775562217442,0.771153546194,0.54,0.536666666667
16,sgd,0.772751871841,0.768007224054,0.545555555556,0.533333333333
17,sgd,0.769994623702,0.765001468584,0.543333333333,0.533333333333
18,sgd,0.767803288549,0.762594638341,0.548888888889,0.533333333333
19,sgd,0.765342558912,0.759798763877,0.546666666667,0.536666666667
20,sgd,0.762702660013,0.757190755269,0.544444444444,0.533333333333
21,sgd,0.76074486728,0.755004059691,0.546666666667,0.536666666667
22,sgd,0.758569838922,0.753013699656,0.55,0.536666666667
23,sgd,0.756221940511,0.750381133583,0.552222222222,0.53
24,sgd,0.753965224564,0.74800786505,0.557777777778,0.54
25,sgd,0.751122217608,0.745293283195,0.55,0.546666666667
26,sgd,0.749219685822,0.743538338537,0.553333333333,0.533333333333
27,sgd,0.74644906276,0.740713777139,0.555555555556,0.54
28,sgd,0.745132439491,0.739076099298,0.57,0.543333333333
29,sgd,0.742716119604,0.736519479569,0.566666666667,0.543333333333
30,sgd,0.740358831046,0.734137030528,0.567777777778,0.543333333333
31,sgd,0.736972586931,0.730665968548,0.568888888889,0.55
32,sgd,0.734966645682,0.728767705302,0.566666666667,0.553333333333
33,sgd,0.732493315118,0.726533648533,0.566666666667,0.55
34,sgd,0.730332854127,0.724377935009,0.567777777778,0.566666666667
35,sgd,0.72840733324,0.722435687254,0.577777777778,0.563333333333
36,sgd,0.726089474091,0.720067252357,0.578888888889,0.56
37,sgd,0.724050573818,0.7178259525,0.58,0.556666666667
38,sgd,0.721738680165,0.715341622494,0.584444444444,0.56
39,sgd,0.718191483996,0.711742586017,0.584444444444,0.566666666667
40,sgd,0.716110692069,0.709922664153,0.59,0.576666666667
41,sgd,0.713511833557,0.707237900108,0.587777777778,0.573333333333
42,sgd,0.710800932596,0.7040499695,0.593333333333,0.576666666667
43,sgd,0.708321826266,0.701338902451,0.598888888889,0.58
44,sgd,0.705631490423,0.698456738621,0.59,0.573333333333
45,sgd,0.703686180826,0.695900323278,0.587777777778,0.586666666667
46,sgd,0.704323555734,0.696618753568,0.597777777778,0.603333333333
47,sgd,0.698757750733,0.691018738654,0.604444444444,0.586666666667
48,sgd,0.696061169886,0.688523399104,0.604444444444,0.593333333333
49,sgd,0.692672566616,0.684937036825,0.608888888889,0.59
50,sgd,0.690535736051,0.682716804891,0.603333333333,0.6
51,sgd,0.687657469098,0.679700414528,0.616666666667,0.593333333333
52,sgd,0.68509080568,0.676847807595,0.621111111111,0.603333333333
53,sgd,0.682761357595,0.67474902937,0.623333333333,0.61
54,sgd,0.680204692434,0.672380968741,0.634444444444,0.626666666667
55,sgd,0.676405579738,0.668241917134,0.625555555556,0.606666666667
56,sgd,0.673838106154,0.665613306823,0.631111111111,0.613333333333
57,sgd,0.671278313563,0.663070594851,0.637777777778,0.62
58,sgd,0.668906438089,0.660882132196,0.64,0.623333333333
59,sgd,0.666176823065,0.658133124457,0.644444444444,0.63
60,sgd,0.662761455136,0.654198798513,0.642222222222,0.62
61,sgd,0.660035486732,0.651272722271,0.643333333333,0.633333333333
62,sgd,0.657198175197,0.648348329768,0.645555555556,0.63
63,sgd,0.653866949848,0.644898401318,0.652222222222,0.636666666667
64,sgd,0.652057071686,0.643004201303,0.65,0.64
65,sgd,0.648486137019,0.640228834805,0.653333333333,0.64
66,sgd,0.645586171559,0.637082432994,0.657777777778,0.643333333333
67,sgd,0.642734725656,0.633897881251,0.654444444444,0.65
68,sgd,0.639202331026,0.630119972574,0.667777777778,0.646666666667
69,sgd,0.636715702155,0.627809539719,0.672222222222,0.666666666667
70,sgd,0.633580948939,0.624745803193,0.676666666667,0.666666666667
71,sgd,0.630430991359,0.621252092161,0.675555555556,0.67
72,sgd,0.628139024804,0.61845627409,0.676666666667,0.683333333333
73,sgd,0.624149895072,0.614886927843,0.688888888889,0.683333333333
74,sgd,0.620893832289,0.611219451111,0.688888888889,0.68
75,sgd,0.617851266945,0.608089573979,0.696666666667,0.706666666667
76,sgd,0.614962918769,0.605454503899,0.704444444444,0.706666666667
77,sgd,0.611669172437,0.60183222745,0.705555555556,0.706666666667
78,sgd,0.609115380112,0.59880689312,0.693333333333,0.69
79,sgd,0.605589735395,0.595365774005,0.703333333333,0.703333333333
80,sgd,0.602406392204,0.591854183906,0.704444444444,0.7
81,sgd,0.599516484309,0.588359635178,0.701111111111,0.703333333333
82,sgd,0.596392983338,0.584912496894,0.711111111111,0.71
83,sgd,0.593165667409,0.581562987779,0.712222222222,0.713333333333
84,sgd,0.590356518182,0.578567550956,0.718888888889,0.716666666667
85,sgd,0.587118511495,0.575212791682,0.724444444444,0.72
86,sgd,0.584532203305,0.572479619078,0.722222222222,0.73
