optimizer,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy
sgd,0.479847466585,0.464053942737,0.835555555556,0.85
adam,0.0385894450647,0.0405056490559,0.99,0.99
falling_ball,0.173111438645,0.152243787845,0.958888888889,0.966666666667
entropy_descent,0.0706934434472,0.0674415320981,0.982222222222,0.98
hamiltonian_geometric,0.0374845824019,0.0551749255594,0.99,0.976666666667
