optimizer,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy
sgd,0.537228416335,0.533590600932,0.743333333333,0.753333333333
adam,0.0383917495293,0.0460725288979,0.994444444444,0.99
falling_ball,0.173565652993,0.185513728787,0.957777777778,0.946666666667
entropy_descent,0.0584469724462,0.0673666289035,0.988888888889,0.983333333333
hamiltonian_geometric,0.0233367786395,0.0350975317013,0.993333333333,0.986666666667
