optimizer,best_trial,epoch,train_loss,val_loss,train_accuracy,val_accuracy
adamw,5,1,0.813304494888,0.804614069076,0.542222222222,0.533333333333
adamw,5,2,0.743916181886,0.737900208056,0.56,0.553333333333
adamw,5,3,0.711505997753,0.696696531932,0.571111111111,0.58
adamw,5,4,0.653424600527,0.650171150966,0.653333333333,0.643333333333
adamw,5,5,0.566226809524,0.561670295114,0.758888888889,0.76
adamw,5,6,0.480909658236,0.474343203289,0.828888888889,0.83
adamw,5,7,0.400969328209,0.394196428645,0.887777777778,0.906666666667
adamw,5,8,0.346176853673,0.336541734071,0.901111111111,0.92
adamw,5,9,0.292680548214,0.280675499239,0.924444444444,0.933333333333
adamw,5,10,0.249581326608,0.240667442188,0.941111111111,0.936666666667
adamw,5,11,0.22943004104,0.222872121728,0.957777777778,0.96
adamw,5,12,0.206245815834,0.200503367919,0.951111111111,0.956666666667
adamw,5,13,0.184804352437,0.182718537416,0.967777777778,0.966666666667
adamw,5,14,0.166655642415,0.16345116297,0.97,0.966666666667
adamw,5,15,0.162592749051,0.152117668639,0.952222222222,0.953333333333
adamw,5,16,0.148335083241,0.14335830061,0.963333333333,0.966666666667
adamw,5,17,0.136524787561,0.131348774391,0.973333333333,0.966666666667
adamw,5,18,0.128746637682,0.125484987391,0.972222222222,0.97
adamw,5,19,0.13223644731,0.124346465062,0.962222222222,0.97
adamw,5,20,0.126608101666,0.121884623121,0.965555555556,0.97
adamw,5,21,0.122078793449,0.120778422885,0.976666666667,0.97
adamw,5,22,0.123735577822,0.113167290249,0.961111111111,0.963333333333
adamw,5,23,0.111578627598,0.106827546848,0.974444444444,0.976666666667
adamw,5,24,0.110839097558,0.103076556885,0.967777777778,0.973333333333
adamw,5,25,0.10420407724,0.0976504977295,0.971111111111,0.976666666667
adamw,5,26,0.106654273133,0.104903755876,0.974444444444,0.973333333333
adamw,5,27,0.0998303277433,0.0956865099651,0.972222222222,0.973333333333
adamw,5,28,0.0919547238898,0.089833576025,0.977777777778,0.973333333333
adamw,5,29,0.0911440348133,0.0894741261444,0.975555555556,0.973333333333
adamw,5,30,0.0954929066704,0.0895135336591,0.973333333333,0.973333333333
adamw,5,31,0.085031224823,0.0811643244037,0.977777777778,0.976666666667
adamw,5,32,0.094048950347,0.0913675771303,0.978888888889,0.976666666667
adamw,5,33,0.085892362662,0.083709947751,0.982222222222,0.983333333333
adamw,5,34,0.0797903128773,0.0831933409215,0.981111111111,0.976666666667
adamw,5,35,0.0797675278033,0.0770457571839,0.978888888889,0.98
adamw,5,36,0.079017237469,0.0782412845541,0.978888888889,0.973333333333
adamw,5,37,0.0749232484669,0.0742408653278,0.977777777778,0.98
adamw,5,38,0.0709752804528,0.071315060728,0.982222222222,0.98
adamw,5,39,0.0739072659152,0.075919072369,0.981111111111,0.973333333333
adamw,5,40,0.0836895214475,0.0807910788754,0.974444444444,0.976666666667
adamw,5,41,0.0753104474491,0.0765426825122,0.981111111111,0.973333333333
adamw,5,42,0.0696773537802,0.066616765891,0.978888888889,0.98
adamw,5,43,0.0727221058578,0.0726277408959,0.981111111111,0.98
adamw,5,44,0.0715905896809,0.0726505707873,0.983333333333,0.976666666667
adamw,5,45,0.0813107307534,0.0859939229994,0.976666666667,0.973333333333
adamw,5,46,0.0645372315898,0.0659847136913,0.98,0.976666666667
adamw,5,47,0.0614604578516,0.0609737254871,0.986666666667,0.983333333333
adamw,5,48,0.0647078486693,0.0627085536129,0.982222222222,0.98
adamw,5,49,0.0652185845037,0.0686217091528,0.983333333333,0.98
adamw,5,50,0.0577186458306,0.0591347247998,0.986666666667,0.98
adamw,5,51,0.0688638201146,0.0675713285353,0.981111111111,0.983333333333
adamw,5,52,0.0559654988655,0.0588202092244,0.984444444444,0.983333333333
adamw,5,53,0.0576569867375,0.0560263362834,0.986666666667,0.983333333333
adamw,5,54,0.054891579968,0.0531903620523,0.984444444444,0.983333333333
adamw,5,55,0.0572661139216,0.0571422550904,0.987777777778,0.983333333333
adamw,5,56,0.0558273588536,0.0563303776639,0.985555555556,0.983333333333
adamw,5,57,0.0568024773966,0.0610214910962,0.987777777778,0.976666666667
adamw,5,58,0.0544872959062,0.0537193018735,0.982222222222,0.99
adamw,5,59,0.0585991858974,0.0602180088558,0.985555555556,0.98
adamw,5,60,0.0500776281954,0.0502759576835,0.983333333333,0.983333333333
adamw,5,61,0.0536391898547,0.0569524179719,0.988888888889,0.986666666667
adamw,5,62,0.0532660546539,0.0556859880932,0.986666666667,0.976666666667
adamw,5,63,0.0516869388585,0.0513049884514,0.987777777778,0.99
adamw,5,64,0.0517826170731,0.053346214412,0.986666666667,0.98
adamw,5,65,0.0455121601719,0.0478838677952,0.986666666667,0.986666666667
adamw,5,66,0.0549136788622,0.0541852646864,0.985555555556,0.983333333333
adamw,5,67,0.0451672205101,0.0502620727916,0.987777777778,0.983333333333
adamw,5,68,0.048469638173,0.0474242648392,0.985555555556,0.983333333333
adamw,5,69,0.0459876172245,0.0461326096539,0.99,0.986666666667
adamw,5,70,0.0453801226099,0.0486194500552,0.984444444444,0.98
adamw,5,71,0.0510530643887,0.0505581121294,0.986666666667,0.993333333333
adamw,5,72,0.0483448459679,0.0446350191201,0.99,0.99
adamw,5,73,0.0441144070207,0.0456978151719,0.99,0.983333333333
adamw,5,74,0.0433081344555,0.0452537321104,0.987777777778,0.99
adamw,5,75,0.0420412381009,0.0426222124693,0.99,0.983333333333
adamw,5,76,0.0381074418611,0.0389330263246,0.99,0.99
adamw,5,77,0.0387085041381,0.0419078684476,0.986666666667,0.983333333333
adamw,5,78,0.0402326324814,0.0421092727072,0.992222222222,0.993333333333
adamw,5,79,0.0422835518901,0.0450746389223,0.985555555556,0.986666666667
adamw,5,80,0.0383060187964,0.0425770510535,0.988888888889,0.993333333333
adamw,5,81,0.0408407097965,0.0457184405537,0.99,0.983333333333
adamw,5,82,0.0454881093257,0.044602160425,0.988888888889,0.996666666667
adamw,5,83,0.058524196694,0.0559563418572,0.984444444444,0.986666666667
adamw,5,84,0.0500162329989,0.0473498216089,0.986666666667,0.99
adamw,5,85,0.0360531629988,0.037442160889,0.99,0.99
adamw,5,86,0.0356346622451,0.0361807661042,0.99,0.993333333333
adamw,5,87,0.0351550410242,0.0352600571817,0.988888888889,0.993333333333
adamw,5,88,0.0366077102268,0.0413891091282,0.99,0.996666666667
adamw,5,89,0.035793934249,0.0378623350889,0.99,0.99
adamw,5,90,0.0387067202401,0.0424390810883,0.99,0.993333333333
hamiltonian_geometric,3,1,0.813558330411,0.804798412175,0.542222222222,0.533333333333
hamiltonian_geometric,3,2,0.744105698352,0.73810859178,0.56,0.55
hamiltonian_geometric,3,3,0.71156369941,0.696607853105,0.571111111111,0.58
hamiltonian_geometric,3,4,0.652759782143,0.649417164713,0.654444444444,0.64
hamiltonian_geometric,3,5,0.565380619634,0.560941568647,0.758888888889,0.766666666667
hamiltonian_geometric,3,6,0.478720526073,0.472164180857,0.827777777778,0.83
hamiltonian_geometric,3,7,0.398795884035,0.391966471213,0.89,0.91
hamiltonian_geometric,3,8,0.343132574391,0.333425058213,0.902222222222,0.92
hamiltonian_geometric,3,9,0.289564289169,0.277403395464,0.922222222222,0.936666666667
hamiltonian_geometric,3,10,0.246851280919,0.237678004049,0.941111111111,0.936666666667
hamiltonian_geometric,3,11,0.226032978435,0.219588200401,0.958888888889,0.963333333333
hamiltonian_geometric,3,12,0.201241053406,0.195506868926,0.955555555556,0.96
hamiltonian_geometric,3,13,0.179614086355,0.17757903039,0.968888888889,0.966666666667
hamiltonian_geometric,3,14,0.161912838758,0.159021402375,0.97,0.966666666667
hamiltonian_geometric,3,15,0.157592053658,0.14715258759,0.953333333333,0.95
hamiltonian_geometric,3,16,0.143350393168,0.138551072396,0.961111111111,0.97
hamiltonian_geometric,3,17,0.131225344064,0.126369323904,0.973333333333,0.966666666667
hamiltonian_geometric,3,18,0.122864530277,0.120098758754,0.976666666667,0.97
hamiltonian_geometric,3,19,0.127409324345,0.119495163454,0.963333333333,0.97
hamiltonian_geometric,3,20,0.12158959403,0.117200257606,0.966666666667,0.966666666667
hamiltonian_geometric,3,21,0.116277705775,0.11535599951,0.977777777778,0.97
hamiltonian_geometric,3,22,0.117110216497,0.10686943658,0.962222222222,0.963333333333
hamiltonian_geometric,3,23,0.106787480072,0.101755832115,0.974444444444,0.976666666667
hamiltonian_geometric,3,24,0.104708871265,0.0966989532119,0.97,0.976666666667
hamiltonian_geometric,3,25,0.0973050230042,0.0910111912212,0.972222222222,0.976666666667
hamiltonian_geometric,3,26,0.0984032389367,0.0975389236504,0.977777777778,0.973333333333
hamiltonian_geometric,3,27,0.0929115493166,0.09023792355,0.974444444444,0.976666666667
hamiltonian_geometric,3,28,0.0846631135297,0.0843253722604,0.981111111111,0.976666666667
hamiltonian_geometric,3,29,0.0848067683709,0.0827875475857,0.975555555556,0.973333333333
hamiltonian_geometric,3,30,0.0894449857976,0.0833366487752,0.972222222222,0.973333333333
hamiltonian_geometric,3,31,0.0793283160784,0.0756484442403,0.978888888889,0.976666666667
hamiltonian_geometric,3,32,0.0907032704251,0.0862629557445,0.978888888889,0.976666666667
hamiltonian_geometric,3,33,0.0841032962048,0.0820199186357,0.981111111111,0.983333333333
hamiltonian_geometric,3,34,0.0746013240636,0.0795101778949,0.982222222222,0.976666666667
hamiltonian_geometric,3,35,0.0756611197869,0.0726063195708,0.978888888889,0.98
hamiltonian_geometric,3,36,0.0734893051213,0.0738565636527,0.978888888889,0.973333333333
hamiltonian_geometric,3,37,0.0693471164216,0.0700648845077,0.978888888889,0.98
hamiltonian_geometric,3,38,0.0650626029437,0.0666948705058,0.981111111111,0.98
hamiltonian_geometric,3,39,0.0704780583922,0.0741280625945,0.981111111111,0.973333333333
hamiltonian_geometric,3,40,0.083522398255,0.0796843908016,0.974444444444,0.973333333333
