epoch,optimizer,train_loss,val_loss,train_accuracy,val_accuracy
1,sgd,0.918632396983,0.916220779455,0.468888888889,0.486666666667
2,sgd,0.86170136351,0.864025202273,0.498888888889,0.506666666667
3,sgd,0.833459402068,0.839056908379,0.511111111111,0.51
4,sgd,0.820368545297,0.827448845415,0.511111111111,0.503333333333
5,sgd,0.809914428741,0.818423731307,0.512222222222,0.513333333333
6,sgd,0.802487580922,0.812115658569,0.518888888889,0.516666666667
7,sgd,0.79583212226,0.806897493482,0.522222222222,0.523333333333
8,sgd,0.790333854128,0.802707130601,0.525555555556,0.516666666667
9,sgd,0.78593178488,0.798774779848,0.525555555556,0.513333333333
10,sgd,0.781240841936,0.794613124712,0.53,0.513333333333
11,sgd,0.777167429432,0.791997652568,0.528888888889,0.513333333333
12,sgd,0.774219563066,0.790456708552,0.532222222222,0.516666666667
13,sgd,0.770319621109,0.786339179234,0.536666666667,0.52
14,sgd,0.767253480491,0.783598395474,0.534444444444,0.523333333333
15,sgd,0.763860341847,0.779480562048,0.541111111111,0.53
16,sgd,0.760981881903,0.776113919853,0.541111111111,0.516666666667
17,sgd,0.758871063218,0.774690298166,0.545555555556,0.52
18,sgd,0.755282284624,0.77012042467,0.544444444444,0.53
19,sgd,0.753792772676,0.768136350851,0.548888888889,0.526666666667
20,sgd,0.750121680026,0.765054132435,0.552222222222,0.53
21,sgd,0.747189305911,0.763288742258,0.554444444444,0.526666666667
22,sgd,0.744234834487,0.758335081393,0.551111111111,0.543333333333
23,sgd,0.741366004718,0.755854160892,0.55,0.543333333333
24,sgd,0.738253777216,0.753608382913,0.557777777778,0.55
25,sgd,0.735263824113,0.750858057759,0.561111111111,0.546666666667
26,sgd,0.732748078567,0.747351992821,0.557777777778,0.553333333333
27,sgd,0.729832348728,0.745234838503,0.563333333333,0.553333333333
28,sgd,0.726761342638,0.743195987557,0.571111111111,0.56
29,sgd,0.724136020176,0.740351875146,0.575555555556,0.553333333333
30,sgd,0.72211438465,0.73602511192,0.566666666667,0.556666666667
31,sgd,0.719503274621,0.733461857481,0.57,0.56
32,sgd,0.716223050543,0.731157697067,0.577777777778,0.563333333333
33,sgd,0.713318388657,0.728482938237,0.58,0.566666666667
34,sgd,0.711408156343,0.726786955885,0.583333333333,0.57
35,sgd,0.707737557448,0.723316266188,0.583333333333,0.57
36,sgd,0.705154826186,0.7207008151,0.584444444444,0.573333333333
37,sgd,0.702342077255,0.717608090729,0.59,0.573333333333
38,sgd,0.699427711161,0.715121640026,0.597777777778,0.576666666667
39,sgd,0.697382002249,0.712357564105,0.608888888889,0.576666666667
40,sgd,0.693843103599,0.708127400763,0.61,0.576666666667
41,sgd,0.690859475337,0.705286352655,0.61,0.583333333333
42,sgd,0.688160822743,0.703571915611,0.61,0.586666666667
