optimizer,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy
sgd,0.470031668397,0.48082297595,0.823333333333,0.806666666667
adam,0.0349612494237,0.0618470335538,0.995555555556,0.986666666667
falling_ball,0.162794991905,0.175006861256,0.956666666667,0.946666666667
entropy_descent,0.0573587812279,0.0785083757039,0.992222222222,0.976666666667
hamiltonian_geometric,0.00946413041577,0.0224344305431,1,0.99
