optimizer,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy
sgd,0.440805629464,0.451722036331,0.861111111111,0.83
adam,0.0501006276839,0.078359381267,0.985555555556,0.986666666667
falling_ball,0.16650698961,0.181196207081,0.944444444444,0.96
entropy_descent,0.0736378809953,0.096019453659,0.978888888889,0.983333333333
hamiltonian_geometric,0.0398000669335,0.0630935276055,0.984444444444,0.983333333333
