optimizer,final_train_loss,final_test_loss,final_train_accuracy,final_test_accuracy,runtime_s
hamiltonian_geometric,0.216041280011,0.325204995168,0.94075,0.915,1.0907287
nesterov,0.179007675219,0.33056778687,0.952,0.918,1.5372188
adamw,0.1488502927,0.333335130383,0.96025,0.912,1.1208206
sgd,0.253312935343,0.334238723023,0.93,0.912,1.0043798
heavy_ball,0.177490013068,0.342336741929,0.9495,0.91,1.07640580001
entropy_descent,0.203743127142,0.41682613985,0.9355,0.892,0.997344300005
