epoch,optimizer,train_loss,test_loss,train_accuracy,test_accuracy
1,sgd,0.527901261588,0.524636361991,0.865,0.871
2,sgd,0.416943099599,0.42579494695,0.8895,0.887
3,sgd,0.372037232582,0.397352726117,0.90025,0.896
4,sgd,0.343739599398,0.380897705783,0.9035,0.898
5,sgd,0.324068018988,0.368898283666,0.91025,0.9
6,sgd,0.306991053462,0.356555863257,0.9165,0.907
7,sgd,0.293814906346,0.348719584533,0.919,0.902
8,sgd,0.283065334197,0.349001374666,0.922,0.911
9,sgd,0.276097079478,0.338204662241,0.921,0.906
10,sgd,0.267592076015,0.34360776062,0.92625,0.909
11,sgd,0.260454880693,0.345540625225,0.929,0.913
12,sgd,0.253312935343,0.334238723023,0.93,0.912
1,heavy_ball,0.381333347096,0.404374135423,0.88675,0.89
2,heavy_ball,0.303437903071,0.356287567482,0.90875,0.9
3,heavy_ball,0.27056326901,0.344149200808,0.91925,0.9
4,heavy_ball,0.282886228626,0.38638122924,0.91,0.888
5,heavy_ball,0.235881767411,0.347823042091,0.93025,0.903
6,heavy_ball,0.220875420623,0.339177713547,0.93725,0.904
7,heavy_ball,0.219077966129,0.329933443709,0.9395,0.903
8,heavy_ball,0.201368040804,0.342909703669,0.942,0.91
9,heavy_ball,0.200293740298,0.339524508243,0.9405,0.91
10,heavy_ball,0.184932643043,0.342432202206,0.95025,0.91
11,heavy_ball,0.175610813599,0.345656909525,0.95125,0.91
12,heavy_ball,0.177490013068,0.342336741929,0.9495,0.91
1,nesterov,0.377271339382,0.393238659317,0.88875,0.893
2,nesterov,0.308229712057,0.352599624207,0.9095,0.907
3,nesterov,0.277483649284,0.3447904856,0.9195,0.904
4,nesterov,0.266738384742,0.358171306061,0.92025,0.9
5,nesterov,0.241035343523,0.345561172733,0.93175,0.903
6,nesterov,0.226146511902,0.33313980231,0.93825,0.907
7,nesterov,0.219304724486,0.324469580082,0.9395,0.911
8,nesterov,0.202047554605,0.328584304417,0.944,0.915
9,nesterov,0.201526240446,0.332154486329,0.9425,0.916
10,nesterov,0.190240958595,0.337969024,0.949,0.916
11,nesterov,0.181370929699,0.337132359637,0.95,0.909
12,nesterov,0.179007675219,0.33056778687,0.952,0.918
1,adamw,0.373993355716,0.386169938545,0.88775,0.886
2,adamw,0.28850750663,0.335514012422,0.917,0.906
3,adamw,0.258659318408,0.328947823273,0.9275,0.902
4,adamw,0.242479939542,0.344985697317,0.92725,0.904
5,adamw,0.217928149106,0.340984284034,0.935,0.902
6,adamw,0.196793714377,0.316532570792,0.94925,0.914
7,adamw,0.190337376154,0.316456609705,0.94925,0.906
8,adamw,0.166165707651,0.324487190501,0.955,0.914
9,adamw,0.170548706218,0.334377190028,0.95275,0.916
10,adamw,0.155378338695,0.333635685193,0.9575,0.916
11,adamw,0.147274072924,0.345197827196,0.961,0.908
12,adamw,0.1488502927,0.333335130383,0.96025,0.912
1,entropy_descent,0.483362237736,0.530603269939,0.857,0.85
2,entropy_descent,0.395526912883,0.439214066627,0.8795,0.871
3,entropy_descent,0.309089157135,0.388711841966,0.905,0.895
4,entropy_descent,0.254091516796,0.37470799647,0.92275,0.899
5,entropy_descent,0.240352109071,0.367637486644,0.92425,0.901
6,entropy_descent,0.228390002496,0.353641329606,0.93225,0.9
7,entropy_descent,0.212614189458,0.355034064699,0.93725,0.899
8,entropy_descent,0.223398140416,0.406122974465,0.92975,0.894
9,entropy_descent,0.210423869108,0.372867173772,0.93325,0.906
10,entropy_descent,0.19532492057,0.3756021805,0.93875,0.899
11,entropy_descent,0.202978070732,0.409258112676,0.9355,0.897
12,entropy_descent,0.203743127142,0.41682613985,0.9355,0.892
1,hamiltonian_geometric,0.439572228203,0.44391055764,0.86975,0.871
2,hamiltonian_geometric,0.353472115065,0.375757542541,0.89525,0.897
3,hamiltonian_geometric,0.321590358083,0.365346610104,0.90725,0.907
4,hamiltonian_geometric,0.303102749585,0.361844673513,0.91125,0.899
5,hamiltonian_geometric,0.281393897029,0.35546639593,0.9195,0.903
6,hamiltonian_geometric,0.266529398929,0.341745643764,0.926,0.903
7,hamiltonian_geometric,0.257848056046,0.331628875417,0.92425,0.911
8,hamiltonian_geometric,0.242734377365,0.331655890644,0.93,0.911
9,hamiltonian_geometric,0.235986339574,0.330718401192,0.932,0.914
10,hamiltonian_geometric,0.231508167568,0.338580778264,0.93725,0.913
11,hamiltonian_geometric,0.221356575928,0.330589393206,0.94025,0.915
12,hamiltonian_geometric,0.216041280011,0.325204995168,0.94075,0.915
