optimizer,trial,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,runtime_s,hyperparameters
adamw,1,0.19554649552,0.205555288772,0.952222222222,0.933333333333,1.2815419,"{'learning_rate': 0.003, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.0001}"
adamw,2,0.237528253134,0.246088240523,0.946666666667,0.926666666667,1.03182209999,"{'learning_rate': 0.003, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.001}"
adamw,3,0.0666732044161,0.0726283648763,0.987777777778,0.973333333333,0.842021799996,"{'learning_rate': 0.01, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.0001}"
adamw,4,0.129365778835,0.140601385071,0.972222222222,0.946666666667,1.09569759999,"{'learning_rate': 0.01, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.001}"
adamw,5,0.0381584236373,0.0507632214828,0.993333333333,0.983333333333,0.867667400002,"{'learning_rate': 0.03, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.0001}"
adamw,6,0.107389577495,0.122168602965,0.977777777778,0.96,1.0025087,"{'learning_rate': 0.03, 'beta1': 0.9, 'beta2': 0.999, 'weight_decay': 0.001}"
nag,1,0.546527702184,0.54140678443,0.744444444444,0.74,0.793844,"{'learning_rate': 0.01, 'momentum': 0.85, 'weight_decay': 0.0001}"
nag,2,0.371306849626,0.371191196829,0.875555555556,0.87,0.867578100006,"{'learning_rate': 0.01, 'momentum': 0.9, 'weight_decay': 0.0001}"
nag,3,0.174776147574,0.185720447703,0.954444444444,0.933333333333,0.827582700003,"{'learning_rate': 0.03, 'momentum': 0.85, 'weight_decay': 0.0001}"
nag,4,0.12462364571,0.13718208754,0.967777777778,0.95,0.762445200002,"{'learning_rate': 0.03, 'momentum': 0.9, 'weight_decay': 0.0001}"
nag,5,0.0968952924628,0.109589356749,0.975555555556,0.966666666667,0.797356399999,"{'learning_rate': 0.06, 'momentum': 0.85, 'weight_decay': 0.0001}"
nag,6,0.0716489156283,0.0837534672127,0.986666666667,0.976666666667,0.755124500007,"{'learning_rate': 0.06, 'momentum': 0.9, 'weight_decay': 0.0001}"
heavy_ball,1,0.547257686452,0.542117412598,0.743333333333,0.743333333333,0.796513600013,"{'learning_rate': 0.01, 'momentum': 0.85, 'weight_decay': 0.0001}"
heavy_ball,2,0.37259605305,0.372478319519,0.877777777778,0.873333333333,0.874305999998,"{'learning_rate': 0.01, 'momentum': 0.9, 'weight_decay': 0.0001}"
heavy_ball,3,0.175355084239,0.186452491915,0.953333333333,0.933333333333,0.769987200008,"{'learning_rate': 0.03, 'momentum': 0.85, 'weight_decay': 0.0001}"
heavy_ball,4,0.125735019618,0.138480339161,0.967777777778,0.946666666667,0.841478799994,"{'learning_rate': 0.03, 'momentum': 0.9, 'weight_decay': 0.0001}"
heavy_ball,5,0.0973150007214,0.110271391357,0.976666666667,0.966666666667,0.8579245,"{'learning_rate': 0.06, 'momentum': 0.85, 'weight_decay': 0.0001}"
heavy_ball,6,0.0735591696163,0.0866945532655,0.985555555556,0.97,0.797788999989,"{'learning_rate': 0.06, 'momentum': 0.9, 'weight_decay': 0.0001}"
hamiltonian_geometric,1,0.038139276121,0.0507432106012,0.993333333333,0.983333333333,0.816083600002,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.001, 'metric_decay': 0.999, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,2,0.0376203909316,0.0498736690135,0.993333333333,0.98,0.858305100002,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.001, 'metric_decay': 0.995, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,3,0.037621996376,0.0499883482144,0.993333333333,0.98,0.879784299992,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.001, 'metric_decay': 0.99, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,4,0.0381009189116,0.050703195843,0.993333333333,0.983333333333,1.0049936,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.003, 'metric_decay': 0.999, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,5,0.0375764659564,0.0498221588065,0.993333333333,0.98,0.885604700001,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.003, 'metric_decay': 0.995, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
hamiltonian_geometric,6,0.0375804319358,0.049940164138,0.993333333333,0.98,0.925068500001,"{'learning_rate': 0.03, 'beta': 0.9, 'memory_coupling': 0.003, 'metric_decay': 0.99, 'metric_epsilon': 1e-08, 'weight_decay': 0.0001}"
