optimizer,final_loss,pde_loss,plate_loss,outer_loss,gradient_norm,spectral_entropy
sgd,1.66773191281e+304,5.48802752658e+304,2.08913619487e+298,1.33871584436e+298,inf,0
adam,19.8962153704,0.00791556311349,0.248587528193,0.000553980087175,5.61506869695,0
falling_ball,19.9824858114,0.00148014008552,0.2497618394,1.63043617472e-05,6.23175432675,0
entropy_descent,17.3547917312,0.0297097303128,0.188797103325,1.11062854246,0.00173089744433,2.05306206855
hamiltonian_geometric,17.2526316168,0.0589195969137,0.186774994403,1.12581337719,0.000601779514124,2.05306206855
