step,optimizer,loss
1,sgd,20
1,adam,20
1,falling_ball,20
1,entropy_descent,20
1,hamiltonian_geometric,20
2,sgd,19.9999905349
2,adam,25.4510732598
2,falling_ball,19.9999905349
2,entropy_descent,19.8988940115
2,hamiltonian_geometric,19.8989340477
3,sgd,19.9999972294
3,adam,21.8247383344
3,falling_ball,19.9999695135
3,entropy_descent,19.801770996
3,hamiltonian_geometric,19.7127172098
4,sgd,20.0000438584
4,adam,23.8831517965
4,falling_ball,19.999944312
4,entropy_descent,19.7084734892
4,hamiltonian_geometric,19.4618737866
5,sgd,20.0002202447
5,adam,22.0838139235
5,falling_ball,19.9999187002
5,entropy_descent,19.6188502552
5,hamiltonian_geometric,19.1691838751
6,sgd,20.0008227085
6,adam,21.0891288017
6,falling_ball,19.999883896
6,entropy_descent,19.5327560397
6,hamiltonian_geometric,18.8575319952
7,sgd,20.0028266815
7,adam,21.6645779458
7,falling_ball,19.999847185
7,entropy_descent,19.4500513336
7,hamiltonian_geometric,18.5480920749
8,sgd,20.0094422836
8,adam,21.6997069712
8,falling_ball,19.9998118087
8,entropy_descent,19.3706021454
8,hamiltonian_geometric,18.2589355145
9,sgd,20.0312335194
9,adam,20.953007307
9,falling_ball,19.9997730268
9,entropy_descent,19.2942797835
9,hamiltonian_geometric,18.0041024041
10,sgd,20.1029646401
10,adam,20.5801956988
10,falling_ball,19.9997314501
10,entropy_descent,19.2209606462
10,hamiltonian_geometric,17.7931336965
11,sgd,20.3390384144
11,adam,21.0231303841
11,falling_ball,19.9996925493
11,entropy_descent,19.1505260202
11,hamiltonian_geometric,17.6310268222
12,sgd,21.1159332348
12,adam,21.3314370565
12,falling_ball,19.9996510869
12,entropy_descent,19.0828618879
12,hamiltonian_geometric,17.5185504782
13,sgd,23.6725699002
13,adam,20.8798414536
13,falling_ball,19.9996089001
13,entropy_descent,19.0178587408
13,hamiltonian_geometric,17.4528368352
14,sgd,32.0860076848
14,adam,20.2515725672
14,falling_ball,19.9995681008
14,entropy_descent,18.9554114017
14,hamiltonian_geometric,17.4281610397
15,sgd,59.7730947638
15,adam,20.22283734
15,falling_ball,19.9995262082
15,entropy_descent,18.8954188535
15,hamiltonian_geometric,17.4368178356
16,sgd,150.886197506
16,adam,20.6704065903
16,falling_ball,19.9994833743
16,entropy_descent,18.837784074
16,hamiltonian_geometric,17.4700120558
17,sgd,450.72258917
17,adam,20.8089743983
17,falling_ball,19.9994423529
17,entropy_descent,18.7824138785
17,hamiltonian_geometric,17.5186919864
18,sgd,1437.42872828
18,adam,20.4456876993
18,falling_ball,19.9994002869
18,entropy_descent,18.7292187677
18,hamiltonian_geometric,17.5742703806
19,sgd,4684.49619295
19,adam,20.1320715161
19,falling_ball,19.9993580096
19,entropy_descent,18.678112782
19,hamiltonian_geometric,17.6291954174
20,sgd,15369.9948032
20,adam,20.2292721263
20,falling_ball,19.9993167382
20,entropy_descent,18.6290133616
20,hamiltonian_geometric,17.677351523
21,sgd,50533.9948292
21,adam,20.4332986202
21,falling_ball,19.9992753486
21,entropy_descent,18.5818412116
21,hamiltonian_geometric,17.7142863215
22,sgd,166252.21655
22,adam,20.3670769471
22,falling_ball,19.9992336977
22,entropy_descent,18.5365201736
22,hamiltonian_geometric,17.7372740032
23,sgd,547059.486113
23,adam,20.1704294793
23,falling_ball,19.9991929717
23,entropy_descent,18.4929771008
23,hamiltonian_geometric,17.7452363781
24,sgd,1800225.79294
24,adam,20.1585295333
24,falling_ball,19.9991520978
24,entropy_descent,18.4511417395
24,hamiltonian_geometric,17.7385504567
25,sgd,5924164.37836
25,adam,20.2815003092
25,falling_ball,19.9991114113
25,entropy_descent,18.4109466143
25,hamiltonian_geometric,17.7187755398
26,sgd,19495283.6812
26,adam,20.2679149146
26,falling_ball,19.9990712537
26,entropy_descent,18.3723269186
26,hamiltonian_geometric,17.6883337221
27,sgd,64155327.791
27,adam,20.103229667
27,falling_ball,19.9990312271
27,entropy_descent,18.3352204084
27,hamiltonian_geometric,17.6501758801
28,sgd,211123274.604
28,adam,20.0226532261
28,falling_ball,19.9989912856
28,entropy_descent,18.2995673017
28,hamiltonian_geometric,17.6074611877
29,sgd,694767610.856
29,adam,20.1179218772
