x_m,y_m,potential_V
-0.04,-0.04,-1.1024271105
-0.039,-0.04,-1.11345532441
-0.038,-0.04,-1.12429717868
-0.037,-0.04,-1.13495064031
-0.036,-0.04,-1.14541354046
-0.035,-0.04,-1.15568357847
-0.034,-0.04,-1.16575832525
-0.033,-0.04,-1.17563522613
-0.032,-0.04,-1.18531160332
-0.031,-0.04,-1.19478465779
-0.03,-0.04,-1.20405147089
-0.029,-0.04,-1.21310900549
-0.028,-0.04,-1.22195410697
-0.027,-0.04,-1.23058350381
-0.026,-0.04,-1.23899380805
-0.025,-0.04,-1.24718151547
-0.024,-0.04,-1.2551430057
-0.023,-0.04,-1.26287454213
-0.022,-0.04,-1.27037227166
-0.021,-0.04,-1.2776322244
-0.02,-0.04,-1.28465031325
-0.019,-0.04,-1.29142233345
-0.018,-0.04,-1.29794396197
-0.017,-0.04,-1.30421075693
-0.016,-0.04,-1.31021815704
-0.015,-0.04,-1.31596148089
-0.014,-0.04,-1.32143592643
-0.013,-0.04,-1.32663657038
-0.012,-0.04,-1.3315583677
-0.011,-0.04,-1.33619615127
-0.01,-0.04,-1.34054463149
-0.009,-0.04,-1.34459839617
-0.008,-0.04,-1.34835191043
-0.007,-0.04,-1.35179951683
-0.006,-0.04,-1.35493543556
-0.005,-0.04,-1.35775376479
-0.004,-0.04,-1.36024848122
-0.003,-0.04,-1.3624134406
-0.002,-0.04,-1.36424237848
-0.001,-0.04,-1.36572891095
0,-0.04,-1.36686653552
0.001,-0.04,-1.367648632
0.002,-0.04,-1.3680684634
0.003,-0.04,-1.36811917696
0.004,-0.04,-1.36779380505
0.005,-0.04,-1.36708526619
0.006,-0.04,-1.36598636598
0.007,-0.04,-1.36448979809
0.008,-0.04,-1.36258814506
0.009,-0.04,-1.3602738791
0.01,-0.04,-1.35753936272
0.011,-0.04,-1.35437684909
0.012,-0.04,-1.35077848222
0.013,-0.04,-1.34673629667
0.014,-0.04,-1.34224221694
0.015,-0.04,-1.33728805631
0.016,-0.04,-1.33186551521
0.017,-0.04,-1.32596617906
0.018,-0.04,-1.31958151555
0.019,-0.04,-1.31270287157
0.02,-0.04,-1.30532146982
0.021,-0.04,-1.29742840524
0.022,-0.04,-1.28901464156
0.023,-0.04,-1.28007100825
0.024,-0.04,-1.27058819813
0.025,-0.04,-1.26055676597
0.026,-0.04,-1.24996712856
0.027,-0.04,-1.23880956646
0.028,-0.04,-1.22707422794
0.029,-0.04,-1.21475113527
0.03,-0.04,-1.20183019376
0.031,-0.04,-1.1883012036
0.032,-0.04,-1.17415387469
0.033,-0.04,-1.15937784444
0.034,-0.04,-1.14396269832
0.035,-0.04,-1.12789799295
0.036,-0.04,-1.11117328131
0.037,-0.04,-1.09377813962
0.038,-0.04,-1.07570219504
