x_m,y_m,potential_V
-0.04,-0.04,-0.947137398764
-0.039,-0.04,-0.969648617686
-0.038,-0.04,-0.991921721822
-0.037,-0.04,-1.01395009576
-0.036,-0.04,-1.03572683489
-0.035,-0.04,-1.05724474419
-0.034,-0.04,-1.07849634493
-0.033,-0.04,-1.09947388723
-0.032,-0.04,-1.12016936628
-0.031,-0.04,-1.14057454067
-0.03,-0.04,-1.16068095142
-0.029,-0.04,-1.18047994042
-0.028,-0.04,-1.19996266762
-0.027,-0.04,-1.21912012604
-0.026,-0.04,-1.23794315444
-0.025,-0.04,-1.25642244704
-0.024,-0.04,-1.27454856034
-0.023,-0.04,-1.29231191698
-0.022,-0.04,-1.30970280664
-0.021,-0.04,-1.32671138427
-0.02,-0.04,-1.34332766586
-0.019,-0.04,-1.35954152206
-0.018,-0.04,-1.37534267023
-0.017,-0.04,-1.39072066524
-0.016,-0.04,-1.40566488961
-0.015,-0.04,-1.42016454361
-0.014,-0.04,-1.43420863569
-0.013,-0.04,-1.44778597387
-0.012,-0.04,-1.46088515832
-0.011,-0.04,-1.47349457541
-0.01,-0.04,-1.48560239336
-0.009,-0.04,-1.49719655921
-0.008,-0.04,-1.50826479699
-0.007,-0.04,-1.51879460664
-0.006,-0.04,-1.52877326303
-0.005,-0.04,-1.53818781473
-0.004,-0.04,-1.5470250819
-0.003,-0.04,-1.55527165289
-0.002,-0.04,-1.56291387929
-0.001,-0.04,-1.56993786923
0,-0.04,-1.57632947907
0.001,-0.04,-1.58207430348
0.002,-0.04,-1.5871576644
0.003,-0.04,-1.59156459909
0.004,-0.04,-1.59527984781
0.005,-0.04,-1.5982878414
0.006,-0.04,-1.60057268928
0.007,-0.04,-1.60211816805
0.008,-0.04,-1.60290771094
0.009,-0.04,-1.60292439832
0.01,-0.04,-1.60215094911
0.011,-0.04,-1.60056971324
0.012,-0.04,-1.59816266485
0.013,-0.04,-1.59491139615
0.014,-0.04,-1.59079711165
0.015,-0.04,-1.58580062251
0.016,-0.04,-1.5799023408
0.017,-0.04,-1.57308227345
0.018,-0.04,-1.5653200156
0.019,-0.04,-1.55659474347
0.02,-0.04,-1.54688520644
0.021,-0.04,-1.53616971865
0.022,-0.04,-1.52442615003
0.023,-0.04,-1.51163191718
0.024,-0.04,-1.49776397438
0.025,-0.04,-1.48279880506
0.026,-0.04,-1.46671241451
0.027,-0.04,-1.449480324
0.028,-0.04,-1.43107756742
0.029,-0.04,-1.41147869064
0.03,-0.04,-1.3906577545
0.031,-0.04,-1.36858834196
0.032,-0.04,-1.3452435698
0.033,-0.04,-1.32059610543
0.034,-0.04,-1.29461818885
0.035,-0.04,-1.26728165988
0.036,-0.04,-1.23855799039
0.037,-0.04,-1.20841832103
0.038,-0.04,-1.17683350171
0.039,-0.04,-1.14377413471
0.04,-0.04,-1.10921061911
-0.04,-0.039,-0.922706454019
-0.039,-0.039,-0.944462080624
-0.038,-0.039,-0.965986194127
-0.037,-0.039,-0.987272232755
-0.036,-0.039,-1.00831336508
-0.035,-0.039,-1.02910248729
-0.034,-0.039,-1.04963222816
-0.033,-0.039,-1.06989495966
-0.032,-0.039,-1.08988281112
-0.031,-0.039,-1.10958768541
-0.03,-0.039,-1.12900127589
-0.029,-0.039,-1.14811508279
-0.028,-0.039,-1.16692042851
-0.027,-0.039,-1.1854084709
-0.026,-0.039,-1.2035702144
-0.025,-0.039,-1.2213965184
-0.024,-0.039,-1.23887810303
-0.023,-0.039,-1.25600555209
-0.022,-0.039,-1.2727693133
-0.021,-0.039,-1.28915969608
-0.02,-0.039,-1.30516686694
-0.019,-0.039,-1.32078084307
-0.018,-0.039,-1.33599148434
-0.017,-0.039,-1.35078848422
-0.016,-0.039,-1.36516136021
-0.015,-0.039,-1.37909944426
-0.014,-0.039,-1.39259187365
-0.013,-0.039,-1.4056275828
-0.012,-0.039,-1.41819529647
-0.011,-0.039,-1.43028352429
-0.01,-0.039,-1.44188055701
-0.009,-0.039,-1.45297446402
-0.008,-0.039,-1.46355309205
-0.007,-0.039,-1.47360406454
-0.006,-0.039,-1.4831147812
-0.005,-0.039,-1.49207241718
-0.004,-0.039,-1.50046392133
-0.003,-0.039,-1.50827601323
-0.002,-0.039,-1.51549517857
-0.001,-0.039,-1.52210766285
0,-0.039,-1.52809946339
0.001,-0.039,-1.53345631981
0.002,-0.039,-1.53816370331
0.003,-0.039,-1.54220680506
0.004,-0.039,-1.54557052418
0.005,-0.039,-1.54823945568
0.006,-0.039,-1.55019787865
0.007,-0.039,-1.55142974516
0.008,-0.039,-1.55191866998
0.009,-0.039,-1.55164792128
0.01,-0.039,-1.55060041239
0.011,-0.039,-1.54875869456
0.012,-0.039,-1.54610495049
0.013,-0.039,-1.54262098872
0.014,-0.039,-1.53828823828
0.015,-0.039,-1.53308774371
0.016,-0.039,-1.52700015991
0.017,-0.039,-1.52000574681
0.018,-0.039,-1.51208436347
0.019,-0.039,-1.50321546162
0.02,-0.039,-1.49337807846
0.021,-0.039,-1.48255082878
0.022,-0.039,-1.47071189653
0.023,-0.039,-1.45783902595
0.024,-0.039,-1.44390951263
0.025,-0.039,-1.4289001949
0.026,-0.039,-1.41278744596
0.027,-0.039,-1.39554716734
0.028,-0.039,-1.37715478439
0.029,-0.039,-1.35758524428
0.03,-0.039,-1.33681301725
0.031,-0.039,-1.31481210174
0.032,-0.039,-1.29155603389
0.033,-0.039,-1.26701790187
0.034,-0.039,-1.24117036531
0.035,-0.039,-1.21398567995
0.036,-0.039,-1.18543572729
0.037,-0.039,-1.1554920489
0.038,-0.039,-1.12412588477
0.039,-0.039,-1.09130821449
0.04,-0.039,-1.05700980024
-0.04,-0.038,-0.898497648142
-0.039,-0.038,-0.919504902696
-0.038,-0.038,-0.940287347738
-0.037,-0.038,-0.960838484344
-0.036,-0.038,-0.981151563108
-0.035,-0.038,-1.00121957965
-0.034,-0.038,-1.02103527768
-0.033,-0.038,-1.04059115747
-0.032,-0.038,-1.0598794879
