step,optimizer,loss
1,sgd,20
1,adam,20
1,falling_ball,20
1,entropy_descent,20
1,hamiltonian_geometric,20
2,sgd,19.999988026
2,adam,21.3522149203
2,falling_ball,19.999988026
2,entropy_descent,19.8977724168
2,hamiltonian_geometric,19.8978128979
3,sgd,19.9999801996
3,adam,23.2340470477
3,falling_ball,19.9999770396
3,entropy_descent,19.7995646349
3,hamiltonian_geometric,19.7095162037
4,sgd,19.9999728586
4,adam,20.7026958149
4,falling_ball,19.9999566449
4,entropy_descent,19.7052181084
4,hamiltonian_geometric,19.4558393904
5,sgd,19.9999658199
5,adam,21.4355025193
5,falling_ball,19.9999355611
5,entropy_descent,19.6145805478
5,hamiltonian_geometric,19.159790827
6,sgd,19.9999590178
6,adam,21.3846098484
6,falling_ball,19.9999144584
6,entropy_descent,19.5275056732
6,hamiltonian_geometric,18.8444885845
7,sgd,19.9999524058
7,adam,20.4089860568
7,falling_ball,19.9998887284
7,entropy_descent,19.443852977
7,hamiltonian_geometric,18.5313301092
8,sgd,19.9999459485
8,adam,20.7337920599
8,falling_ball,19.9998641513
8,entropy_descent,19.363487496
8,hamiltonian_geometric,18.2385879374
9,sgd,19.9999396182
9,adam,21.1771197584
9,falling_ball,19.9998369777
9,entropy_descent,19.2862795929
9,hamiltonian_geometric,17.9804717447
10,sgd,19.9999333932
10,adam,20.6712589289
10,falling_ball,19.9998077684
10,entropy_descent,19.2121047455
10,hamiltonian_geometric,17.7666545538
11,sgd,19.9999272561
11,adam,20.1960631974
11,falling_ball,19.9997785207
11,entropy_descent,19.1408433451
11,hamiltonian_geometric,17.6022254328
12,sgd,19.9999211931
12,adam,20.3452008413
12,falling_ball,19.9997469336
12,entropy_descent,19.0723805029
12,hamiltonian_geometric,17.488004131
13,sgd,19.999915193
13,adam,20.539876299
13,falling_ball,19.9997154033
13,entropy_descent,19.006605863
13,hamiltonian_geometric,17.421135502
14,sgd,19.9999092469
14,adam,20.434313943
14,falling_ball,19.9996836206
14,entropy_descent,18.9434134239
14,hamiltonian_geometric,17.3958731338
15,sgd,19.9999033475
15,adam,20.3182840218
15,falling_ball,19.9996510684
15,entropy_descent,18.8827013667
15,hamiltonian_geometric,17.4044615132
16,sgd,19.9998974887
16,adam,20.3012225554
16,falling_ball,19.9996190088
16,entropy_descent,18.8243718898
16,hamiltonian_geometric,17.4380329721
17,sgd,19.9998916658
17,adam,20.2701908109
17,falling_ball,19.9995863442
17,entropy_descent,18.7683310505
17,hamiltonian_geometric,17.4874479345
18,sgd,19.9998858748
18,adam,20.2344716953
18,falling_ball,19.9995534372
18,entropy_descent,18.7144886124
18,hamiltonian_geometric,17.5440227982
19,sgd,19.9998801123
19,adam,20.2389460208
19,falling_ball,19.999520563
19,entropy_descent,18.6627578996
19,hamiltonian_geometric,17.6001073611
20,sgd,19.9998743755
20,adam,20.2105142579
20,falling_ball,19.9994872033
20,entropy_descent,18.6130556558
20,hamiltonian_geometric,17.649491395
21,sgd,19.9998686623
21,adam,20.1304151205
21,falling_ball,19.9994538921
21,entropy_descent,18.5653019094
21,hamiltonian_geometric,17.6876363992
22,sgd,19.9998629706
22,adam,20.0943989899
22,falling_ball,19.9994205321
22,entropy_descent,18.5194198438
22,hamiltonian_geometric,17.7117426702
23,sgd,19.9998572988
23,adam,20.1336702073
23,falling_ball,19.9993871102
23,entropy_descent,18.4753356733
23,hamiltonian_geometric,17.7206728798
24,sgd,19.9998516454
24,adam,20.1623235813
24,falling_ball,19.999353855
24,entropy_descent,18.432978523
24,hamiltonian_geometric,17.7147610095
25,sgd,19.9998460093
25,adam,20.12799234
25,falling_ball,19.9993206079
25,entropy_descent,18.3922803139
25,hamiltonian_geometric,17.69553969
26,sgd,19.9998403893
26,adam,20.0842531057
26,falling_ball,19.9992874362
26,entropy_descent,18.3531756531
26,hamiltonian_geometric,17.6654199781
27,sgd,19.9998347846
27,adam,20.0842606378
27,falling_ball,19.9992543048
27,entropy_descent,18.3156017272
27,hamiltonian_geometric,17.6273558028
28,sgd,19.9998291944
28,adam,20.1048723845
28,falling_ball,19.9992211719
28,entropy_descent,18.2794982007
28,hamiltonian_geometric,17.5845213243
29,sgd,19.9998236179
29,adam,20.0847935247
