workload,n,hg_mean,hg_std,hg_ci_low,hg_ci_high,other_mean,other_std,other_ci_low,other_ci_high,mean_diff,paired_t,paired_p,wilcoxon_p,cohen_dz,hg_wins,holm_paired_p,holm_wilcoxon_p
Capacitor PINN (final loss),10,17.1345308176,0.08234146231835678,17.07562728388284,17.193434351317162,17.272021233660002,0.07355216146995701,17.2194051870034,17.324637280316605,-0.13749041605999998,-7.0770042983775845,5.8112708155703174e-05,0.001953125,-2.237945259367503,10,5.8112708155703174e-05,0.001953125
