workload,n,hg_mean,hg_std,hg_ci_low,hg_ci_high,other_mean,other_std,other_ci_low,other_ci_high,mean_diff,paired_t,paired_p,hg_wins
"WikiText-2 LLM, 200 steps (val loss)",3,7.3680687904357915,0.01501467395548979,7.330770272633324,7.405367308238259,7.236957661310832,0.005852294582468082,7.222419755638251,7.251495566983413,0.13111112912495937,19.263945254696758,0.0026838510794838844,0
