step,optimizer,loss
29,falling_ball,19.9992567069
29,entropy_descent,18.189593933
29,hamiltonian_geometric,17.3875044964
30,sgd,19.9998032578
30,adam,20.150610637
30,falling_ball,19.9992288448
30,entropy_descent,18.1549571719
30,hamiltonian_geometric,17.3407743217
31,sgd,19.9997979344
31,adam,20.0589885057
31,falling_ball,19.9992011554
31,entropy_descent,18.1216538737
31,hamiltonian_geometric,17.2977986796
32,sgd,19.9997926516
32,adam,20.0108413474
32,falling_ball,19.9991735712
32,entropy_descent,18.0896315553
32,hamiltonian_geometric,17.2603409474
33,sgd,19.9997874073
33,adam,20.0669070797
33,falling_ball,19.9991460775
33,entropy_descent,18.0588398059
33,hamiltonian_geometric,17.2295202981
34,sgd,19.9997821998
34,adam,20.0909772367
34,falling_ball,19.9991187114
34,entropy_descent,18.0292302052
34,hamiltonian_geometric,17.2058241026
35,sgd,19.9997770273
35,adam,20.0372088596
35,falling_ball,19.9990914634
35,entropy_descent,18.0007562443
35,hamiltonian_geometric,17.1891675058
36,sgd,19.9997718882
36,adam,20.0140047513
36,falling_ball,19.9990643172
36,entropy_descent,17.9733732506
36,hamiltonian_geometric,17.1789879565
37,sgd,19.9997667809
37,adam,20.0484437493
37,falling_ball,19.9990372659
37,entropy_descent,17.9470383153
37,hamiltonian_geometric,17.174361739
38,sgd,19.999761704
38,adam,20.0530849003
38,falling_ball,19.9990102927
38,entropy_descent,17.9217102232
38,hamiltonian_geometric,17.1741299406
39,sgd,19.9997566562
39,adam,20.0183269527
39,falling_ball,19.9989834036
39,entropy_descent,17.8973493864
39,hamiltonian_geometric,17.1770225831
40,sgd,19.999751636
40,adam,20.0131261516
40,falling_ball,19.9989566126
40,entropy_descent,17.8739177794
40,hamiltonian_geometric,17.1817716031
41,sgd,19.9997466424
41,adam,20.0315621216
41,falling_ball,19.998929907
41,entropy_descent,17.851378878
41,hamiltonian_geometric,17.1872057276
42,sgd,19.9997416741
42,adam,20.0217699663
42,falling_ball,19.9989032787
42,entropy_descent,17.8296975992
42,hamiltonian_geometric,17.1923228087
43,sgd,19.9997367301
43,adam,20.0027545617
43,falling_ball,19.998876738
43,entropy_descent,17.8088402451
43,hamiltonian_geometric,17.1963376392
44,sgd,19.9997318093
44,adam,20.0110143743
44,falling_ball,19.998850286
44,entropy_descent,17.7887744477
44,hamiltonian_geometric,17.1987054832
45,sgd,19.9997269106
45,adam,20.0188176889
45,falling_ball,19.998823918
45,entropy_descent,17.7694691161
45,hamiltonian_geometric,17.1991233978
46,sgd,19.9997220333
46,adam,20.004672859
46,falling_ball,19.9987976337
46,entropy_descent,17.7508943869
46,hamiltonian_geometric,17.1975128027
47,sgd,19.9997171764
47,adam,20.0009317706
47,falling_ball,19.998771431
47,entropy_descent,17.7330215747
47,hamiltonian_geometric,17.1939876513
48,sgd,19.999712339
48,adam,20.0138870125
48,falling_ball,19.9987453092
48,entropy_descent,17.7158231263
48,hamiltonian_geometric,17.1888129688
49,sgd,19.9997075204
49,adam,20.0093710424
49,falling_ball,19.9987192698
49,entropy_descent,17.6992725757
49,hamiltonian_geometric,17.1823585027
50,sgd,19.9997027199
50,adam,19.993419972
50,falling_ball,19.9986933095
50,entropy_descent,17.683344501
50,hamiltonian_geometric,17.1750518447
51,sgd,19.9996979366
51,adam,19.9975852107
51,falling_ball,19.9986674237
51,entropy_descent,17.6680144835
51,hamiltonian_geometric,17.1673347273
52,sgd,19.99969317
52,adam,20.0074850682
52,falling_ball,19.998641613
52,entropy_descent,17.6532590677
52,hamiltonian_geometric,17.1596253532
53,sgd,19.9996884194
53,adam,19.9987194741
53,falling_ball,19.9986158765
53,entropy_descent,17.6390557235
53,hamiltonian_geometric,17.1522886951
54,sgd,19.9996836842
54,adam,19.9905619453
54,falling_ball,19.9985902113
54,entropy_descent,17.6253828098
54,hamiltonian_geometric,17.1456157726
55,sgd,19.9996789638
55,adam,19.9979520108
55,falling_ball,19.9985646153
55,entropy_descent,17.6122195387
55,hamiltonian_geometric,17.1398120595
56,sgd,19.9996742577
56,adam,20.0004667338
56,falling_ball,19.9985390869
56,entropy_descent,17.5995459426
56,hamiltonian_geometric,17.1349944445
57,sgd,19.9996695653
57,adam,19.9927953858
57,falling_ball,19.9985136243
57,entropy_descent,17.5873428414
57,hamiltonian_geometric,17.1311955997
58,sgd,19.9996648862
58,adam,19.9925545735
58,falling_ball,19.9984882265
58,entropy_descent,17.5755918114
58,hamiltonian_geometric,17.1283742227
59,sgd,19.9996602199
59,adam,19.9967252849
59,falling_ball,19.9984628917
59,entropy_descent,17.5642751555
59,hamiltonian_geometric,17.126429413
60,sgd,19.9996555659
60,adam,19.9931396778
60,falling_ball,19.9984376181
60,entropy_descent,17.5533758744
60,hamiltonian_geometric,17.1252173995
61,sgd,19.9996509239
61,adam,19.9898400398
61,falling_ball,19.9984124048
61,entropy_descent,17.5428776392
61,hamiltonian_geometric,17.1245689468
62,sgd,19.9996462934
62,adam,19.9925001619
62,falling_ball,19.998387251
62,entropy_descent,17.5327647648
62,hamiltonian_geometric,17.1243059784
63,sgd,19.999641674
63,adam,19.9922942046
63,falling_ball,19.9983621552
63,entropy_descent,17.5230221846
63,hamiltonian_geometric,17.1242562554
64,sgd,19.9996370655
64,adam,19.989538792
64,falling_ball,19.9983371162
64,entropy_descent,17.5136354258
64,hamiltonian_geometric,17.1242652838
65,sgd,19.9996324673
65,adam,19.9905198464
65,falling_ball,19.998312133
65,entropy_descent,17.5045905863
65,hamiltonian_geometric,17.1242049724
66,sgd,19.9996278793
66,adam,19.9909868849
66,falling_ball,19.9982872044
66,entropy_descent,17.4958743119
66,hamiltonian_geometric,17.1239788898
67,sgd,19.9996233011
67,adam,19.9888236683
67,falling_ball,19.9982623295
67,entropy_descent,17.4874737749
67,hamiltonian_geometric,17.1235242598
68,sgd,19.9996187324
68,adam,19.989138038
68,falling_ball,19.9982375073
68,entropy_descent,17.479376653
68,hamiltonian_geometric,17.1228110599
69,sgd,19.999614173
69,adam,19.9899633248
69,falling_ball,19.9982127367
69,entropy_descent,17.4715711096
69,hamiltonian_geometric,17.1218387573
70,sgd,19.9996096225
70,adam,19.9880465506
70,falling_ball,19.9981880167
70,entropy_descent,17.4640457746
70,hamiltonian_geometric,17.1206313128
71,sgd,19.9996050807
71,adam,19.9876876733
71,falling_ball,19.9981633465
71,entropy_descent,17.4567897257
71,hamiltonian_geometric,17.1192311129
72,sgd,19.9996005473
72,adam,19.9890039086
72,falling_ball,19.9981387251
72,entropy_descent,17.4497924712
72,hamiltonian_geometric,17.1176924725
73,sgd,19.9995960222
73,adam,19.9877835973
73,falling_ball,19.9981141515
73,entropy_descent,17.4430439325
73,hamiltonian_geometric,17.1160752767
74,sgd,19.9995915051
74,adam,19.9865942593
74,falling_ball,19.998089625
74,entropy_descent,17.4365344282
74,hamiltonian_geometric,17.1144392291
75,sgd,19.9995869958
75,adam,19.9877024024
75,falling_ball,19.9980651446
75,entropy_descent,17.4302546581
75,hamiltonian_geometric,17.1128390546
76,sgd,19.9995824941
76,adam,19.9875003615
76,falling_ball,19.9980407096
76,entropy_descent,17.4241956885
76,hamiltonian_geometric,17.1113208706
77,sgd,19.9995779998
77,adam,19.9861969008
77,falling_ball,19.9980163191
77,entropy_descent,17.4183489372
77,hamiltonian_geometric,17.1099198217
78,sgd,19.9995735128
78,adam,19.9865610845
78,falling_ball,19.9979919724
78,entropy_descent,17.4127061604
78,hamiltonian_geometric,17.1086589534
79,sgd,19.9995690327
79,adam,19.9867554812
79,falling_ball,19.9979676686
79,entropy_descent,17.4072594383
79,hamiltonian_geometric,17.1075492155
80,sgd,19.9995645596
80,adam,19.9858812028
80,falling_ball,19.9979434071
80,entropy_descent,17.4020011635
80,hamiltonian_geometric,17.10659041
81,sgd,19.9995600932
81,adam,19.9858614249
81,falling_ball,19.9979191871
81,entropy_descent,17.3969240277
81,hamiltonian_geometric,17.1057728592
82,sgd,19.9995556333
82,adam,19.9859688012
82,falling_ball,19.997895008
82,entropy_descent,17.3920210103
82,hamiltonian_geometric,17.1050795492
83,sgd,19.9995511799
83,adam,19.9853403329
83,falling_ball,19.9978708691
83,entropy_descent,17.3872853672
83,hamiltonian_geometric,17.1044885037
84,sgd,19.9995467328
84,adam,19.9852316683
84,falling_ball,19.9978467697
84,entropy_descent,17.3827106194
84,hamiltonian_geometric,17.1039751702
85,sgd,19.9995422918
85,adam,19.9853034298
85,falling_ball,19.9978227092
85,entropy_descent,17.3782905431
85,hamiltonian_geometric,17.1035146285
86,sgd,19.9995378568
86,adam,19.9848758116
86,falling_ball,19.9977986869
86,entropy_descent,17.3740191592
86,hamiltonian_geometric,17.1030834812
87,sgd,19.9995334278
87,adam,19.9847733486
87,falling_ball,19.9977747023
87,entropy_descent,17.3698907239
87,hamiltonian_geometric,17.1026613284
88,sgd,19.9995290045
88,adam,19.9847372209
88,falling_ball,19.9977507547
88,entropy_descent,17.3658997192
88,hamiltonian_geometric,17.1022317804
89,sgd,19.9995245869
89,adam,19.9843296973
89,falling_ball,19.9977268436
89,entropy_descent,17.3620408443
89,hamiltonian_geometric,17.1017830036
90,sgd,19.9995201749
90,adam,19.9842519497
90,falling_ball,19.9977029684
90,entropy_descent,17.3583090066
90,hamiltonian_geometric,17.1013078308
91,sgd,19.9995157683
91,adam,19.9842165291
91,falling_ball,19.9976791286
91,entropy_descent,17.3546993139
91,hamiltonian_geometric,17.100803498
92,sgd,19.9995113671
92,adam,19.9838111325
92,falling_ball,19.9976553235
92,entropy_descent,17.3512070663
92,hamiltonian_geometric,17.1002710876
93,sgd,19.9995069712
93,adam,19.9837073087
93,falling_ball,19.9976315528
93,entropy_descent,17.3478277485
93,hamiltonian_geometric,17.0997147671
94,sgd,19.9995025805
94,adam,19.9837137193
94,falling_ball,19.9976078158
94,entropy_descent,17.3445570228
94,hamiltonian_geometric,17.0991409151
95,sgd,19.9994981948
95,adam,19.9833800417
95,falling_ball,19.9975841121
95,entropy_descent,17.3413907219
95,hamiltonian_geometric,17.0985572206
96,sgd,19.9994938142
96,adam,19.98322663
96,falling_ball,19.9975604412
96,entropy_descent,17.3383248421
96,hamiltonian_geometric,17.0979718278
97,sgd,19.9994894385
97,adam,19.9831917588
97,falling_ball,19.9975368025
97,entropy_descent,17.3353555371
97,hamiltonian_geometric,17.0973925862
98,sgd,19.9994850676
98,adam,19.9829158564
98,falling_ball,19.9975131957
98,entropy_descent,17.3324791117
98,hamiltonian_geometric,17.0968264469
99,sgd,19.9994807016
99,adam,19.9827450887
99,falling_ball,19.9974896203
99,entropy_descent,17.3296920155
99,hamiltonian_geometric,17.096279027
100,sgd,19.9994763402
100,adam,19.9826609825
100,falling_ball,19.9974660757
100,entropy_descent,17.3269908379
100,hamiltonian_geometric,17.0957543503
101,sgd,19.9994719835
101,adam,19.9824373374
101,falling_ball,19.9974425617
101,entropy_descent,17.3243723019
101,hamiltonian_geometric,17.0952547537
102,sgd,19.9994676313
102,adam,19.982291099
102,falling_ball,19.9974190777
102,entropy_descent,17.3218332591
102,hamiltonian_geometric,17.0947809426
103,sgd,19.9994632837
103,adam,19.98217049
103,falling_ball,19.9973956233
103,entropy_descent,17.3193706848
103,hamiltonian_geometric,17.0943321642
104,sgd,19.9994589404
104,adam,19.98196454
104,falling_ball,19.9973721981
104,entropy_descent,17.3169816727
104,hamiltonian_geometric,17.0939064684
105,sgd,19.9994546016
105,adam,19.9818286553
105,falling_ball,19.9973488018
105,entropy_descent,17.3146634309
105,hamiltonian_geometric,17.0935010207
106,sgd,19.9994502671
106,adam,19.9816819839
106,falling_ball,19.9973254339
106,entropy_descent,17.3124132764
106,hamiltonian_geometric,17.0931124351
107,sgd,19.9994459369
107,adam,19.9814892594
107,falling_ball,19.997302094
107,entropy_descent,17.310228632
107,hamiltonian_geometric,17.092737098
108,sgd,19.9994416109
108,adam,19.9813608315
108,falling_ball,19.9972787817
108,entropy_descent,17.308107021
108,hamiltonian_geometric,17.0923714586
109,sgd,19.999437289
109,adam,19.9811969646
109,falling_ball,19.9972554968
109,entropy_descent,17.306046064
109,hamiltonian_geometric,17.0920122699
110,sgd,19.9994329713
110,adam,19.9810140984
110,falling_ball,19.9972322387
110,entropy_descent,17.3040434747
110,hamiltonian_geometric,17.0916567687
111,sgd,19.9994286576
111,adam,19.9808919532
111,falling_ball,19.9972090072
111,entropy_descent,17.3020970566
111,hamiltonian_geometric,17.0913027904
112,sgd,19.999424348
112,adam,19.9807217984
112,falling_ball,19.9971858019
112,entropy_descent,17.3002046989
112,hamiltonian_geometric,17.0909488207
113,sgd,19.9994200423
113,adam,19.9805417497
113,falling_ball,19.9971626225
113,entropy_descent,17.2983643735
113,hamiltonian_geometric,17.0905939894
114,sgd,19.9994157406
114,adam,19.9804118629
114,falling_ball,19.9971394686
114,entropy_descent,17.2965741318
114,hamiltonian_geometric,17.0902380169
115,sgd,19.9994114427
115,adam,19.9802431929
115,falling_ball,19.9971163399
115,entropy_descent,17.2948321013
115,hamiltonian_geometric,17.0898811245
116,sgd,19.9994071487
116,adam,19.9800726657
116,falling_ball,19.997093236
116,entropy_descent,17.2931364828
116,hamiltonian_geometric,17.0895239213
117,sgd,19.9994028585
117,adam,19.9799302634
117,falling_ball,19.9970701568
117,entropy_descent,17.2914855475
117,hamiltonian_geometric,17.0891672801
118,sgd,19.9993985721
118,adam,19.9797602118
118,falling_ball,19.9970471017
118,entropy_descent,17.2898776339
118,hamiltonian_geometric,17.0888122137
119,sgd,19.9993942894
119,adam,19.979598548
119,falling_ball,19.9970240706
119,entropy_descent,17.2883111458
119,hamiltonian_geometric,17.0884597612
120,sgd,19.9993900104
120,adam,19.9794467818
120,falling_ball,19.9970010631
120,entropy_descent,17.2867845492
120,hamiltonian_geometric,17.0881108908
121,sgd,19.999385735
121,adam,19.9792778777
121,falling_ball,19.996978079
121,entropy_descent,17.2852963699
121,hamiltonian_geometric,17.087766425
122,sgd,19.9993814633
122,adam,19.9791211965
122,falling_ball,19.9969551179
122,entropy_descent,17.2838451914
122,hamiltonian_geometric,17.0874269888
123,sgd,19.9993771951
123,adam,19.9789614766
123,falling_ball,19.9969321796
123,entropy_descent,17.2824296523
123,hamiltonian_geometric,17.087092983
124,sgd,19.9993729305
124,adam,19.9787944477
124,falling_ball,19.9969092637
124,entropy_descent,17.2810484446
124,hamiltonian_geometric,17.086764579
125,sgd,19.9993686695
125,adam,19.9786382888
125,falling_ball,19.9968863701
125,entropy_descent,17.2797003109
125,hamiltonian_geometric,17.0864417332
126,sgd,19.9993644119
126,adam,19.97847233
126,falling_ball,19.9968634984
126,entropy_descent,17.2783840432
126,hamiltonian_geometric,17.0861242154
127,sgd,19.9993601578
127,adam,19.9783078005
127,falling_ball,19.9968406483
127,entropy_descent,17.2770984804
127,hamiltonian_geometric,17.0858116487
128,sgd,19.9993559071
128,adam,19.9781501645
128,falling_ball,19.9968178197
128,entropy_descent,17.2758425064
128,hamiltonian_geometric,17.0855035535
129,sgd,19.9993516598
129,adam,19.9779814961
129,falling_ball,19.9967950122
129,entropy_descent,17.274615049
129,hamiltonian_geometric,17.0851993939
130,sgd,19.9993474159
130,adam,19.9778188696
130,falling_ball,19.9967722256
130,entropy_descent,17.2734150774
130,hamiltonian_geometric,17.0848986205
131,sgd,19.9993431754
131,adam,19.9776579781
131,falling_ball,19.9967494597
131,entropy_descent,17.2722416009
131,hamiltonian_geometric,17.0846007085
132,sgd,19.9993389381
132,adam,19.9774882091
132,falling_ball,19.9967267142
132,entropy_descent,17.2710936675
132,hamiltonian_geometric,17.0843051876
133,sgd,19.9993347042
133,adam,19.9773248623
133,falling_ball,19.9967039889
133,entropy_descent,17.269970362
133,hamiltonian_geometric,17.0840116631
134,sgd,19.9993304735
134,adam,19.9771600321
134,falling_ball,19.9966812834
134,entropy_descent,17.2688708049
134,hamiltonian_geometric,17.0837198291
135,sgd,19.9993262461
135,adam,19.9769914673
135,falling_ball,19.9966585977
135,entropy_descent,17.2677941507
135,hamiltonian_geometric,17.0834294715
136,sgd,19.9993220219
136,adam,19.9768268461
136,falling_ball,19.9966359315
136,entropy_descent,17.2667395868
136,hamiltonian_geometric,17.0831404653
137,sgd,19.9993178009
137,adam,19.9766588884
137,falling_ball,19.9966132845
137,entropy_descent,17.2657063321
137,hamiltonian_geometric,17.0828527643
138,sgd,19.9993135831
138,adam,19.9764911098
138,falling_ball,19.9965906565
138,entropy_descent,17.2646936356
138,hamiltonian_geometric,17.0825663875
139,sgd,19.9993093684
139,adam,19.9763241224
139,falling_ball,19.9965680474
139,entropy_descent,17.2637007758
139,hamiltonian_geometric,17.0822814027
140,sgd,19.9993051568
140,adam,19.976154258
140,falling_ball,19.9965454568
140,entropy_descent,17.2627270586
140,hamiltonian_geometric,17.0819979091
141,sgd,19.9993009484
141,adam,19.9759860769
141,falling_ball,19.9965228846
141,entropy_descent,17.2617718172
141,hamiltonian_geometric,17.0817160203
142,sgd,19.999296743
142,adam,19.9758163935
142,falling_ball,19.9965003307
142,entropy_descent,17.2608344103
142,hamiltonian_geometric,17.0814358497
143,sgd,19.9992925407
143,adam,19.9756459296
143,falling_ball,19.9964777946
143,entropy_descent,17.2599142214
143,hamiltonian_geometric,17.0811574976
144,sgd,19.9992883414
144,adam,19.9754765955
144,falling_ball,19.9964552764
144,entropy_descent,17.259010658
144,hamiltonian_geometric,17.0808810426
145,sgd,19.9992841452
145,adam,19.975304694
145,falling_ball,19.9964327758
145,entropy_descent,17.2581231503
145,hamiltonian_geometric,17.080606535
146,sgd,19.9992799519
146,adam,19.9751335363
146,falling_ball,19.9964102925
146,entropy_descent,17.2572511504
146,hamiltonian_geometric,17.0803339948
147,sgd,19.9992757617
147,adam,19.9749621894
147,falling_ball,19.9963878264
147,entropy_descent,17.2563941317
147,hamiltonian_geometric,17.0800634119
148,sgd,19.9992715744
148,adam,19.9747888647
148,falling_ball,19.9963653774
148,entropy_descent,17.2555515877
148,hamiltonian_geometric,17.0797947483
149,sgd,19.99926739
149,adam,19.9746165879
149,falling_ball,19.9963429452
149,entropy_descent,17.2547230315
149,hamiltonian_geometric,17.0795279435
150,sgd,19.9992632086
150,adam,19.974443136
150,falling_ball,19.9963205296
150,entropy_descent,17.2539079948
150,hamiltonian_geometric,17.0792629196
151,sgd,19.9992590301
151,adam,19.9742688605
151,falling_ball,19.9962981304
151,entropy_descent,17.2531060274
151,hamiltonian_geometric,17.0789995877
152,sgd,19.9992548545
152,adam,19.9740948982
152,falling_ball,19.9962757476
152,entropy_descent,17.2523166963
152,hamiltonian_geometric,17.0787378541
153,sgd,19.9992506817
153,adam,19.9739196914
153,falling_ball,19.9962533809
153,entropy_descent,17.2515395851
153,hamiltonian_geometric,17.0784776263
154,sgd,19.9992465118
154,adam,19.9737444078
154,falling_ball,19.9962310301
154,entropy_descent,17.2507742934
154,hamiltonian_geometric,17.0782188171
155,sgd,19.9992423448
155,adam,19.9735685211
155,falling_ball,19.9962086951
155,entropy_descent,17.250020436
155,hamiltonian_geometric,17.0779613489
156,sgd,19.9992381805
156,adam,19.9733919377
156,falling_ball,19.9961863757
156,entropy_descent,17.2492776427
156,hamiltonian_geometric,17.0777051561
157,sgd,19.9992340191
157,adam,19.9732152376
157,falling_ball,19.9961640717
157,entropy_descent,17.248545557
157,hamiltonian_geometric,17.0774501857
158,sgd,19.9992298605
158,adam,19.9730375791
158,falling_ball,19.996141783
158,entropy_descent,17.2478238363
158,hamiltonian_geometric,17.0771963984
159,sgd,19.9992257046
159,adam,19.972859715
159,falling_ball,19.9961195095
159,entropy_descent,17.247112151
159,hamiltonian_geometric,17.0769437667
160,sgd,19.9992215515
160,adam,19.9726812829
160,falling_ball,19.9960972509
160,entropy_descent,17.2464101841
160,hamiltonian_geometric,17.0766922743
161,sgd,19.9992174011
161,adam,19.9725021547
161,falling_ball,19.9960750071
161,entropy_descent,17.2457176306
161,hamiltonian_geometric,17.0764419131
162,sgd,19.9992132535
162,adam,19.9723228834
162,falling_ball,19.996052778
162,entropy_descent,17.2450341969
162,hamiltonian_geometric,17.0761926814
163,sgd,19.9992091085
163,adam,19.9721427367
163,falling_ball,19.9960305634
163,entropy_descent,17.2443596008
163,hamiltonian_geometric,17.0759445814
164,sgd,19.9992049663
164,adam,19.9719622194
164,falling_ball,19.9960083632
164,entropy_descent,17.2436935707
164,hamiltonian_geometric,17.0756976169
165,sgd,19.9992008267
165,adam,19.9717812915
165,falling_ball,19.9959861772
165,entropy_descent,17.2430358453
165,hamiltonian_geometric,17.0754517912
166,sgd,19.9991966899
166,adam,19.9715996078
166,falling_ball,19.9959640053
166,entropy_descent,17.242386173
166,hamiltonian_geometric,17.0752071057
167,sgd,19.9991925556
167,adam,19.9714176309
167,falling_ball,19.9959418473
167,entropy_descent,17.2417443119
167,hamiltonian_geometric,17.0749635589
168,sgd,19.999188424
168,adam,19.9712350298
168,falling_ball,19.9959197031
168,entropy_descent,17.2411100291
168,hamiltonian_geometric,17.0747211456
169,sgd,19.9991842951
169,adam,19.9710519275
169,falling_ball,19.9958975726
169,entropy_descent,17.2404831005
169,hamiltonian_geometric,17.0744798565
170,sgd,19.9991801687
170,adam,19.9708683604
170,falling_ball,19.9958754556
170,entropy_descent,17.2398633104
170,hamiltonian_geometric,17.0742396787
171,sgd,19.999176045
171,adam,19.9706841879
171,falling_ball,19.9958533521
171,entropy_descent,17.2392504513
171,hamiltonian_geometric,17.0740005961
172,sgd,19.9991719238
172,adam,19.970499594
172,falling_ball,19.9958312617
172,entropy_descent,17.2386443232
172,hamiltonian_geometric,17.0737625899
173,sgd,19.9991678052
173,adam,19.9703144023
173,falling_ball,19.9958091846
173,entropy_descent,17.2380447339
173,hamiltonian_geometric,17.0735256396
174,sgd,19.9991636892
174,adam,19.9701287464
174,falling_ball,19.9957871204
174,entropy_descent,17.2374514981
174,hamiltonian_geometric,17.0732897239
175,sgd,19.9991595757
175,adam,19.9699425803
175,falling_ball,19.9957650691
175,entropy_descent,17.2368644375
175,hamiltonian_geometric,17.0730548213
176,sgd,19.9991554647
176,adam,19.9697558463
176,falling_ball,19.9957430306
176,entropy_descent,17.2362833805
176,hamiltonian_geometric,17.072820911
177,sgd,19.9991513563
177,adam,19.9695686761
177,falling_ball,19.9957210047
177,entropy_descent,17.2357081618
177,hamiltonian_geometric,17.0725879733
178,sgd,19.9991472504
178,adam,19.969380916
178,falling_ball,19.9956989914
178,entropy_descent,17.2351386222
178,hamiltonian_geometric,17.0723559904
179,sgd,19.9991431469
179,adam,19.9691926812
179,falling_ball,19.9956769905
179,entropy_descent,17.2345746085
179,hamiltonian_geometric,17.0721249463
180,sgd,19.999139046
180,adam,19.969003941
180,falling_ball,19.9956550018
180,entropy_descent,17.2340159729
180,hamiltonian_geometric,17.0718948271
181,sgd,19.9991349475
181,adam,19.968814643
181,falling_ball,19.9956330253
181,entropy_descent,17.2334625733
181,hamiltonian_geometric,17.0716656208
182,sgd,19.9991308515
182,adam,19.9686248841
182,falling_ball,19.9956110609
182,entropy_descent,17.2329142728
182,hamiltonian_geometric,17.0714373174
183,sgd,19.999126758
183,adam,19.9684345772
183,falling_ball,19.9955891085
183,entropy_descent,17.2323709393
183,hamiltonian_geometric,17.0712099082
184,sgd,19.9991226669
184,adam,19.9682437717
184,falling_ball,19.9955671678
184,entropy_descent,17.2318324457
184,hamiltonian_geometric,17.070983386
185,sgd,19.9991185782
185,adam,19.9680524539
185,falling_ball,19.9955452389
185,entropy_descent,17.2312986696
185,hamiltonian_geometric,17.0707577442
186,sgd,19.9991144919
186,adam,19.967860617
